number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_activation5,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_fl5,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,user_attrs_mre,state
1592,0.3213409185409546,2023-09-05 14:58:45.556284,2023-09-05 14:58:45.897694,0 days 00:00:00.341410,Tanh,Tanh,Leaky,,,49,24,18.0,13.0,,,0.045803433669178766,3,321,0.771598146740467,0.0007679604160771695,840.7595884903618,COMPLETE
1593,0.3593195378780365,2023-09-05 14:58:45.898170,2023-09-05 14:58:46.796664,0 days 00:00:00.898494,Leaky,ReLU,,,,55,22,24.0,,,,0.0018137446372342447,2,427,0.7442655442934226,0.0262404664470545,230.20683176583105,COMPLETE
1594,0.5557942986488342,2023-09-05 14:58:46.797148,2023-09-05 14:58:47.923943,0 days 00:00:01.126795,Tanh,Tanh,Sigmoid,,,43,18,23.0,22.0,,,0.00033921643810475125,3,334,0.19247153085001797,6.001856446151485e-05,332.9406601911533,COMPLETE
1595,0.25900915265083313,2023-09-05 14:58:47.924415,2023-09-05 14:58:49.647884,0 days 00:00:01.723469,ReLU,Sigmoid,Sigmoid,,,39,15,22.0,23.0,,,0.002373070647348116,3,414,0.7682093365726916,0.0005852097377403232,159.79246266682944,COMPLETE
1596,0.39030560851097107,2023-09-05 14:58:49.648371,2023-09-05 14:58:51.302393,0 days 00:00:01.654022,Leaky,Tanh,Sigmoid,Leaky,Sigmoid,29,19,24.0,19.0,11.0,18.0,0.0005722444256593365,5,90,0.6743363916385571,1.664161572816806e-05,1400.781723107232,COMPLETE
1597,0.3684234917163849,2023-09-05 14:58:51.302887,2023-09-05 14:58:51.530274,0 days 00:00:00.227387,Leaky,ReLU,Leaky,,,46,21,17.0,14.0,,,0.026527832549503604,3,295,0.2826593127796818,0.0004246004467864304,143.26893370492118,COMPLETE
1598,0.44478797912597656,2023-09-05 14:58:51.530769,2023-09-05 14:58:54.406769,0 days 00:00:02.876000,Tanh,Tanh,ReLU,,,17,24,19.0,17.0,,,0.0001240395375819437,3,355,0.26069966968666586,0.008752830903189032,148.26687220183896,COMPLETE
1599,0.3073952794075012,2023-09-05 14:58:54.407243,2023-09-05 14:58:54.763891,0 days 00:00:00.356648,ReLU,Sigmoid,,,,52,14,23.0,,,,0.019949395757032244,2,377,0.7320568056243733,0.0003344217919001388,262.47377956614775,COMPLETE
1600,0.3838913142681122,2023-09-05 14:58:54.764448,2023-09-05 14:58:55.254362,0 days 00:00:00.489914,Leaky,Tanh,Sigmoid,,,49,17,23.0,16.0,,,0.006182721734328111,3,341,0.3080488906184728,2.08230325535166e-05,209.96270568847658,COMPLETE
1601,0.3317406475543976,2023-09-05 14:58:55.254881,2023-09-05 14:58:55.483754,0 days 00:00:00.228873,Tanh,ReLU,Tanh,,,41,22,21.0,15.0,,,0.03300476674809153,3,347,0.2958316481697916,0.00018942495360031419,391.42961054262906,COMPLETE
1602,0.40486302971839905,2023-09-05 14:58:55.484233,2023-09-05 14:58:56.066939,0 days 00:00:00.582706,ReLU,Tanh,,,,45,23,22.0,,,,0.0008280379949437911,2,122,0.3257127346466695,9.323873532214983e-05,197.30945011826813,COMPLETE
1603,0.33209648728370667,2023-09-05 14:58:56.067396,2023-09-05 14:58:56.529703,0 days 00:00:00.462307,Leaky,Tanh,Sigmoid,,,48,22,18.0,14.0,,,0.009527857438472015,3,329,0.40895860579369825,4.9967013754286804e-05,227.47525574731046,COMPLETE
1604,0.33810746669769287,2023-09-05 14:58:56.530197,2023-09-05 14:58:57.013026,0 days 00:00:00.482829,Tanh,Sigmoid,Leaky,,,53,21,24.0,18.0,,,0.01405839773328732,3,364,0.7993828768684497,2.7395237567273136e-05,550.85107421875,COMPLETE
1605,0.27152255177497864,2023-09-05 14:58:57.013528,2023-09-05 14:58:58.114208,0 days 00:00:01.100680,Sigmoid,ReLU,Sigmoid,,,50,23,23.0,24.0,,,0.022547784376192755,3,170,0.7996555740717821,3.70756424287404e-05,270.1125770970395,COMPLETE
1606,0.32948803901672363,2023-09-05 14:58:58.114702,2023-09-05 14:58:59.900838,0 days 00:00:01.786136,Leaky,Leaky,Sigmoid,,,44,24,22.0,17.0,,,0.001512045543601484,3,344,0.7144516400255947,0.007703292665212838,551.9253600515971,COMPLETE
1607,0.42164546251296997,2023-09-05 14:58:59.901335,2023-09-05 14:59:00.156047,0 days 00:00:00.254712,ReLU,Tanh,,,,47,20,24.0,,,,0.017795886212386248,2,319,0.20675374977810426,1.3048215408219386e-05,144.67804758889335,COMPLETE
1608,0.32786691188812256,2023-09-05 14:59:00.156514,2023-09-05 14:59:04.331257,0 days 00:00:04.174743,Tanh,Tanh,Leaky,,,42,22,23.0,19.0,,,0.00025455338735106195,3,384,0.7529458297592744,7.442938011247489e-05,189.01377665996552,COMPLETE
1609,0.32945120334625244,2023-09-05 14:59:04.331727,2023-09-05 14:59:04.805795,0 days 00:00:00.474068,Leaky,Sigmoid,ReLU,,,38,16,19.0,16.0,,,0.011619508106338643,3,353,0.6281698761949542,0.0019366396965699484,132.46338312249435,COMPLETE
1610,1.0016688108444214,2023-09-05 14:59:04.806279,2023-09-05 14:59:05.338529,0 days 00:00:00.532250,ReLU,ReLU,Sigmoid,Sigmoid,Tanh,51,23,22.0,20.0,11.0,3.0,0.028654405327680214,5,398,0.6924521036249588,0.05779428060953128,102.61440882189521,COMPLETE
1611,0.279388964176178,2023-09-05 14:59:05.339033,2023-09-05 14:59:05.843484,0 days 00:00:00.504451,Tanh,Tanh,Sigmoid,,,58,24,7.0,13.0,,,0.016113945406102233,3,331,0.7696877141818049,5.5842164986389464e-05,329.8946656572058,COMPLETE
1612,0.4843114912509918,2023-09-05 14:59:05.843979,2023-09-05 14:59:06.534502,0 days 00:00:00.690523,Leaky,Tanh,Sigmoid,,,48,18,24.0,18.0,,,0.0005304731027096161,3,304,0.1188829352623232,4.2494941208440345e-05,138.1356167793274,COMPLETE
1613,0.3121463656425476,2023-09-05 14:59:06.534978,2023-09-05 14:59:09.595121,0 days 00:00:03.060143,ReLU,Tanh,,,,46,21,23.0,,,,0.0003950148027113094,2,373,0.7995635633805068,0.00015104506965051841,205.83388586803875,COMPLETE
1614,0.4270767569541931,2023-09-05 14:59:09.595594,2023-09-05 14:59:09.766449,0 days 00:00:00.170855,Leaky,ReLU,Leaky,,,44,23,10.0,19.0,,,0.037733354368096134,3,336,0.16365797487385786,0.000535616096860716,2042.9260703638981,COMPLETE
1615,0.4461887776851654,2023-09-05 14:59:09.766968,2023-09-05 14:59:09.997254,0 days 00:00:00.230286,Tanh,Sigmoid,Sigmoid,,,54,24,20.0,9.0,,,0.02097557805346505,3,364,0.1321806180381142,2.501436528929601e-05,650.466981318959,COMPLETE
1616,0.3125990927219391,2023-09-05 14:59:09.997752,2023-09-05 14:59:10.554967,0 days 00:00:00.557215,Leaky,Tanh,Sigmoid,,,50,22,8.0,14.0,,,0.013545170715206025,3,316,0.7235435177907621,3.271688078102578e-05,143.85849487304688,COMPLETE
1617,0.5018498301506042,2023-09-05 14:59:10.555448,2023-09-05 14:59:11.012698,0 days 00:00:00.457250,ReLU,,,,,41,17,,,,,0.0013200132271173337,1,351,0.20676643440193582,9.980973904481897e-05,233.9195330483573,COMPLETE
1618,0.5533919334411621,2023-09-05 14:59:11.013165,2023-09-05 14:59:11.971940,0 days 00:00:00.958775,Tanh,Tanh,,,,47,16,23.0,,,,0.0001686789771494005,2,323,0.4721449883914793,0.057119579754580645,338.3237815484768,COMPLETE
1619,0.32623881101608276,2023-09-05 14:59:11.972413,2023-09-05 14:59:12.363183,0 days 00:00:00.390770,Leaky,ReLU,ReLU,,,52,13,24.0,15.0,,,0.008975422578891033,3,344,0.33525191115052594,0.0008717971659884157,295.33607416567594,COMPLETE
1620,0.9484818577766418,2023-09-05 14:59:12.363671,2023-09-05 14:59:13.150015,0 days 00:00:00.786344,ReLU,Sigmoid,Leaky,,,45,21,21.0,11.0,,,3.107607546977199e-05,3,359,0.12622074989925675,6.319355489671602e-05,251.83650615554,COMPLETE
1621,0.9087986946105957,2023-09-05 14:59:13.150493,2023-09-05 14:59:15.934465,0 days 00:00:02.783972,Tanh,Tanh,Sigmoid,,,40,15,22.0,12.0,,,1.1962180252215096e-05,3,336,0.541720084037142,1.5408449310721647e-05,168.44154178528558,COMPLETE
1622,0.37994521856307983,2023-09-05 14:59:15.934944,2023-09-05 14:59:16.278268,0 days 00:00:00.343324,Leaky,Tanh,,,,49,20,4.0,,,,0.005344532869822789,2,378,0.3915386216580521,1.135938778118937e-05,249.19323975699288,COMPLETE
1623,0.9205392599105835,2023-09-05 14:59:16.278759,2023-09-05 14:59:16.522419,0 days 00:00:00.243660,Tanh,ReLU,Sigmoid,,,56,23,24.0,18.0,,,0.018477572011569656,3,393,0.7568750449988292,0.05357634560310966,127.0701517377581,COMPLETE
1624,0.4148757755756378,2023-09-05 14:59:16.522897,2023-09-05 14:59:16.808552,0 days 00:00:00.285655,ReLU,Tanh,Sigmoid,,,43,23,23.0,13.0,,,0.0788429561103403,3,406,0.5886637897674106,1.9268505110187173e-05,231.34048614501953,COMPLETE
1625,0.3836674094200134,2023-09-05 14:59:16.809037,2023-09-05 14:59:21.716061,0 days 00:00:04.907024,Leaky,Sigmoid,Leaky,Sigmoid,Leaky,38,22,19.0,17.0,5.0,11.0,0.0004387750447386814,5,368,0.6606364669499615,0.0006751829300232548,361.8444056925566,COMPLETE
1626,0.332442045211792,2023-09-05 14:59:21.716559,2023-09-05 14:59:22.102627,0 days 00:00:00.386068,Leaky,Tanh,Sigmoid,,,51,24,23.0,17.0,,,0.024869711643593157,3,349,0.43319509588822364,0.00022515927088237301,345.19253767297624,COMPLETE
1627,0.2850298285484314,2023-09-05 14:59:22.103102,2023-09-05 14:59:22.564691,0 days 00:00:00.461589,Tanh,ReLU,Sigmoid,,,47,21,22.0,15.0,,,0.011215157502576607,3,327,0.4796161271621094,8.265981487892448e-05,196.6539219043873,COMPLETE
1628,0.570221483707428,2023-09-05 14:59:22.565169,2023-09-05 14:59:22.788429,0 days 00:00:00.223260,ReLU,Tanh,,,,54,19,24.0,,,,0.007106395293757615,2,312,0.35116936555257716,0.09016483503983325,134.17805814743042,COMPLETE
1629,0.9733944535255432,2023-09-05 14:59:22.788906,2023-09-05 14:59:23.008951,0 days 00:00:00.220045,Sigmoid,Sigmoid,Tanh,,,49,22,18.0,16.0,,,0.015681997777777398,3,342,0.7401705664598733,0.011591225471092278,104.78393138538708,COMPLETE
1630,0.26100993156433105,2023-09-05 14:59:23.009433,2023-09-05 14:59:23.729615,0 days 00:00:00.720182,Leaky,Leaky,ReLU,,,45,17,20.0,22.0,,,0.004132899502485837,3,357,0.7075636154618863,4.379397209676311e-05,174.5919698861929,COMPLETE
1631,0.31894853711128235,2023-09-05 14:59:23.730110,2023-09-05 14:59:24.537813,0 days 00:00:00.807703,Tanh,Tanh,Leaky,,,27,24,23.0,14.0,,,0.023111188189778125,3,333,0.7706429341916439,0.0026324386155187783,281.3717498779297,COMPLETE
1632,0.2838771641254425,2023-09-05 14:59:24.538287,2023-09-05 14:59:25.023699,0 days 00:00:00.485412,ReLU,ReLU,,,,43,23,23.0,,,,0.031040177655898806,2,385,0.7442708512261889,5.4306548146973434e-05,142.0178657737938,COMPLETE
1633,0.2852323651313782,2023-09-05 14:59:25.024205,2023-09-05 14:59:26.034944,0 days 00:00:01.010739,Leaky,Tanh,Sigmoid,,,52,20,24.0,19.0,,,0.001980135786510891,3,323,0.6849306754077679,7.104941909143962e-05,220.44554173180816,COMPLETE
1634,0.29384851455688477,2023-09-05 14:59:26.035416,2023-09-05 14:59:26.571275,0 days 00:00:00.535859,Tanh,Sigmoid,Sigmoid,,,46,21,22.0,12.0,,,0.013361513046206456,3,371,0.45744704534098035,0.00025763292643416857,340.13970605650945,COMPLETE
1635,1.0668104887008667,2023-09-05 14:59:26.571761,2023-09-05 14:59:26.780096,0 days 00:00:00.208335,ReLU,Tanh,Sigmoid,Sigmoid,,40,18,23.0,18.0,7.0,,0.018698126383012492,4,340,0.2692543278673868,0.0053384990732296455,132.0054733276367,COMPLETE
1636,0.33206304907798767,2023-09-05 14:59:26.780600,2023-09-05 14:59:27.178242,0 days 00:00:00.397642,Leaky,ReLU,Leaky,,,48,22,24.0,23.0,,,0.009830123484006935,3,358,0.7991599547624406,3.2500437028984315e-05,160.83984674726213,COMPLETE
1637,0.3627464175224304,2023-09-05 14:59:27.178727,2023-09-05 14:59:28.617496,0 days 00:00:01.438769,Tanh,Tanh,,,,50,24,19.0,,,,0.0010180553230985097,2,289,0.4522899465588509,0.0014369816340689188,175.22968505967594,COMPLETE
1638,0.9882802963256836,2023-09-05 14:59:28.617969,2023-09-05 14:59:29.819110,0 days 00:00:01.201141,Leaky,Tanh,Sigmoid,Sigmoid,,42,23,21.0,14.0,24.0,,2.1615910254327048e-05,4,350,0.17297743037608282,0.00038891939842872816,270.4187727355957,COMPLETE
1639,0.6340036392211914,2023-09-05 14:59:29.819604,2023-09-05 14:59:31.133823,0 days 00:00:01.314219,ReLU,Sigmoid,Sigmoid,,,37,15,22.0,13.0,,,0.00016795538155974153,3,304,0.22591951171902103,0.0004814154765511368,265.7641864073904,COMPLETE
1640,0.8340175151824951,2023-09-05 14:59:31.134300,2023-09-05 14:59:32.077424,0 days 00:00:00.943124,Tanh,ReLU,ReLU,Sigmoid,ReLU,47,16,18.0,21.0,10.0,13.0,0.00013260748093064681,5,332,0.1312801448638536,2.3586076956762612e-05,114.53753071520703,COMPLETE
1641,0.2750050127506256,2023-09-05 14:59:32.077929,2023-09-05 14:59:32.505887,0 days 00:00:00.427958,Leaky,Tanh,Leaky,,,53,22,23.0,17.0,,,0.02511172859767972,3,376,0.7699797491764132,0.0011587756838294923,325.70393461339614,COMPLETE
1642,0.29577991366386414,2023-09-05 14:59:32.506374,2023-09-05 14:59:33.034844,0 days 00:00:00.528470,ReLU,Tanh,Sigmoid,,,30,23,23.0,15.0,,,0.015276311703807995,3,343,0.7998401353960765,4.01866024430153e-05,170.47565133231026,COMPLETE
1643,0.3429146111011505,2023-09-05 14:59:33.035328,2023-09-05 14:59:33.286188,0 days 00:00:00.250860,Leaky,ReLU,,,,44,14,19.0,,,,0.047939753373173966,2,438,0.25248586947581597,0.0007753282317997368,187.55008239746093,COMPLETE
1644,0.32151004672050476,2023-09-05 14:59:33.286679,2023-09-05 14:59:33.931196,0 days 00:00:00.644517,Tanh,Sigmoid,Sigmoid,Sigmoid,,50,19,20.0,24.0,20.0,,0.03805392743777302,4,363,0.495891777869528,0.0001062340869653436,160.95159792218888,COMPLETE
1645,0.3530423939228058,2023-09-05 14:59:33.931675,2023-09-05 14:59:34.418116,0 days 00:00:00.486441,Leaky,Tanh,Sigmoid,,,46,24,24.0,12.0,,,0.07157528983498415,3,320,0.7210965827267947,1.4504342560309836e-05,201.7736053466797,COMPLETE
1646,0.3286885917186737,2023-09-05 14:59:34.418634,2023-09-05 14:59:34.801536,0 days 00:00:00.382902,ReLU,Tanh,Leaky,Leaky,,48,21,23.0,16.0,21.0,,0.020745790134468714,4,353,0.4198440934449491,6.315013522223847e-05,133.38719998873196,COMPLETE
1647,0.2979527711868286,2023-09-05 14:59:34.802038,2023-09-05 14:59:35.260997,0 days 00:00:00.458959,Tanh,ReLU,Sigmoid,,,52,23,22.0,13.0,,,0.012027507122106262,3,490,0.5768583860597397,0.0001329260304040965,177.0909738346022,COMPLETE
1648,0.7336089611053467,2023-09-05 14:59:35.261492,2023-09-05 14:59:38.725648,0 days 00:00:03.464156,Leaky,Tanh,ReLU,,,43,20,24.0,18.0,,,1.478170291903862e-05,3,329,0.7484912719358596,0.01759378246272957,140.6721096792482,COMPLETE
1649,0.5214895606040955,2023-09-05 14:59:38.726122,2023-09-05 14:59:40.083788,0 days 00:00:01.357666,ReLU,Sigmoid,Sigmoid,,,55,17,22.0,19.0,,,0.0026762182457719477,3,389,0.7023160406313356,0.005030087211033609,7682.12267876918,COMPLETE
1650,0.6910263299942017,2023-09-05 14:59:40.084288,2023-09-05 14:59:40.265711,0 days 00:00:00.181423,Tanh,Tanh,Leaky,Tanh,,45,22,17.0,17.0,22.0,,0.01804993857079909,4,312,0.11306930512358819,4.83199814648281e-05,666.3702457972935,COMPLETE
1651,0.32488659024238586,2023-09-05 14:59:40.266228,2023-09-05 14:59:41.233874,0 days 00:00:00.967646,Leaky,ReLU,,,,40,24,23.0,,,,0.0012779141021856556,2,367,0.6073230698498489,0.00034520758087887765,236.82210178698523,COMPLETE
1652,0.5717687606811523,2023-09-05 14:59:41.234400,2023-09-05 14:59:44.500137,0 days 00:00:03.265737,Sigmoid,Tanh,Sigmoid,,,50,21,24.0,16.0,,,8.749221750184362e-05,3,336,0.7646309331601145,1.0334428795730114e-05,173.06122713997252,COMPLETE
1653,0.8126521110534668,2023-09-05 14:59:44.500629,2023-09-05 14:59:44.671562,0 days 00:00:00.170933,ReLU,Sigmoid,Tanh,,,48,23,22.0,15.0,,,0.028385321669404582,3,417,0.1846016409332382,0.02788560286156675,163.92443296644421,COMPLETE
1654,0.3575524091720581,2023-09-05 14:59:44.672060,2023-09-05 14:59:45.530696,0 days 00:00:00.858636,Tanh,Tanh,Sigmoid,Sigmoid,,42,19,21.0,20.0,23.0,,0.00800045984456345,4,346,0.6671391116435965,0.0016847165841531605,220.78246105418486,COMPLETE
1655,0.39800122380256653,2023-09-05 14:59:45.531218,2023-09-05 14:59:45.987749,0 days 00:00:00.456531,Leaky,Leaky,Leaky,Sigmoid,Leaky,38,23,23.0,14.0,10.0,15.0,0.015294736987176661,5,380,0.2929305656216441,2.8852922368903302e-05,250.36686370849608,COMPLETE
1656,0.5549828410148621,2023-09-05 14:59:45.988284,2023-09-05 14:59:48.559650,0 days 00:00:02.571366,Tanh,Tanh,,,,57,22,20.0,,,,4.345556071645267e-05,2,356,0.7357155955114184,1.9984121849408344e-05,635.8643495366814,COMPLETE
1657,0.2617034912109375,2023-09-05 14:59:48.560148,2023-09-05 14:59:49.284305,0 days 00:00:00.724157,Leaky,ReLU,Sigmoid,,,46,16,23.0,18.0,,,0.006000189714939198,3,396,0.7711998924539374,8.473528999929578e-05,144.49040705362955,COMPLETE
1658,0.5114196538925171,2023-09-05 14:59:49.284826,2023-09-05 14:59:49.960483,0 days 00:00:00.675657,ReLU,Tanh,Sigmoid,,,51,24,19.0,13.0,,,0.0007297279340969274,3,323,0.10109781263986094,5.602448844984081e-05,281.9952094724673,COMPLETE
1659,0.35998523235321045,2023-09-05 14:59:49.961009,2023-09-05 14:59:50.351261,0 days 00:00:00.390252,Leaky,Sigmoid,ReLU,,,48,22,24.0,17.0,,,0.023118489451672056,3,346,0.24609981092812955,3.8535099153895716e-05,328.88760058910816,COMPLETE
1660,0.6553748846054077,2023-09-05 14:59:50.351767,2023-09-05 14:59:50.987172,0 days 00:00:00.635405,Tanh,Tanh,,,,44,20,23.0,,,,5.284640121408208e-05,2,336,0.12012518701951906,0.00019727990945154288,234.07411838713148,COMPLETE
1661,0.34727969765663147,2023-09-05 14:59:50.987670,2023-09-05 14:59:51.784302,0 days 00:00:00.796632,ReLU,ReLU,Sigmoid,Sigmoid,,19,17,24.0,19.0,9.0,,0.013033366108607626,4,363,0.5666267381552124,0.0006695144391292419,258.8940947683234,COMPLETE
1662,0.25678834319114685,2023-09-05 14:59:51.784844,2023-09-05 14:59:52.145943,0 days 00:00:00.361099,Leaky,Tanh,Leaky,,,54,21,22.0,14.0,,,0.01031526283946888,3,299,0.7243268668438663,7.485959043976165e-05,150.08421979631697,COMPLETE
1663,0.31545668840408325,2023-09-05 14:59:52.146449,2023-09-05 14:59:52.599564,0 days 00:00:00.453115,Tanh,Sigmoid,Sigmoid,Sigmoid,,49,18,18.0,16.0,12.0,,0.03215916897943685,4,328,0.433437810026024,0.00016124562372703526,255.14707348393458,COMPLETE
1664,0.4817337989807129,2023-09-05 14:59:52.600080,2023-09-05 14:59:54.283361,0 days 00:00:01.683281,ReLU,Tanh,Sigmoid,,,46,15,19.0,18.0,,,0.0002202448029267766,3,409,0.2718674432566028,0.0005457260348122014,257.3048032839899,COMPLETE
1665,0.3112448751926422,2023-09-05 14:59:54.283840,2023-09-05 14:59:54.693190,0 days 00:00:00.409350,Leaky,ReLU,Leaky,,,40,23,21.0,15.0,,,0.019977457965017376,3,372,0.3788482093257153,0.008693330286504524,268.3719691226357,COMPLETE
1666,0.5721407532691956,2023-09-05 14:59:54.693703,2023-09-05 14:59:54.870952,0 days 00:00:00.177249,Tanh,Tanh,Sigmoid,,,52,24,23.0,13.0,,,0.01656381574723341,3,342,0.1344217820002179,1.7667311783879183e-05,183.29657246516302,COMPLETE
1667,0.30557528138160706,2023-09-05 14:59:54.871491,2023-09-05 14:59:55.275082,0 days 00:00:00.403591,Leaky,Tanh,,,,44,22,24.0,,,,0.026387309725669328,2,353,0.7740371007720932,0.0009022864597737051,146.33444528018728,COMPLETE
1668,0.444297194480896,2023-09-05 14:59:55.275586,2023-09-05 14:59:55.784540,0 days 00:00:00.508954,ReLU,Sigmoid,Sigmoid,Sigmoid,,42,24,23.0,14.0,11.0,,0.0037333542149739904,4,320,0.10968903267579228,2.7478214524047276e-05,287.7745567745633,COMPLETE
1669,0.29946577548980713,2023-09-05 14:59:55.785141,2023-09-05 14:59:56.227933,0 days 00:00:00.442792,Tanh,ReLU,ReLU,,,61,21,22.0,12.0,,,0.008744192496773506,3,309,0.6376454695766474,0.0003004866046089736,159.24159590403238,COMPLETE
1670,1.0279653072357178,2023-09-05 14:59:56.228454,2023-09-05 14:59:56.933563,0 days 00:00:00.705109,Leaky,Tanh,Sigmoid,,,50,14,23.0,17.0,,,1.2806816145093159e-05,3,67,0.7037904031781185,0.01951512476337827,166.7057747912051,COMPLETE
1671,0.5180587768554688,2023-09-05 14:59:56.934073,2023-09-05 14:59:57.223077,0 days 00:00:00.289004,ReLU,Tanh,Leaky,Sigmoid,,47,23,24.0,23.0,12.0,,0.05301295152243995,4,385,0.20251549663291027,4.8277514931332375e-05,446.0059883811257,COMPLETE
1672,0.30802878737449646,2023-09-05 14:59:57.223590,2023-09-05 14:59:58.851233,0 days 00:00:01.627643,Leaky,Sigmoid,Sigmoid,,,53,22,22.0,19.0,,,0.00232298017405253,3,362,0.7451581713570462,0.0011943473724192117,198.3891708195558,COMPLETE
1673,0.5754855871200562,2023-09-05 14:59:58.851768,2023-09-05 14:59:59.401010,0 days 00:00:00.549242,Tanh,ReLU,Sigmoid,,,37,16,3.0,20.0,,,0.013407755167599478,3,346,0.7996741417696914,0.015035450196956839,247.4300388760037,COMPLETE
1674,0.42099472880363464,2023-09-05 14:59:59.401544,2023-09-05 14:59:59.778714,0 days 00:00:00.377170,ReLU,,,,,45,23,,,,,0.004521932811205286,1,335,0.2866692525431263,6.461424093403339e-05,355.5493924010034,COMPLETE
1675,0.5648167729377747,2023-09-05 14:59:59.779202,2023-09-05 15:00:00.575203,0 days 00:00:00.796001,Leaky,Tanh,,,,49,20,23.0,,,,0.00014885119319745467,2,356,0.16773579214911072,0.04504721901434245,297.6172857820318,COMPLETE
1676,0.5248948335647583,2023-09-05 15:00:00.575689,2023-09-05 15:00:01.598091,0 days 00:00:01.022402,Tanh,Tanh,Leaky,,,51,21,1.0,15.0,,,0.0008857433609863341,3,375,0.21569734841445445,3.360281511711896e-05,401.29907916481346,COMPLETE
1677,0.2749735414981842,2023-09-05 15:00:01.598573,2023-09-05 15:00:02.170644,0 days 00:00:00.572071,Leaky,ReLU,Sigmoid,,,47,22,9.0,18.0,,,0.020844956727394733,3,328,0.7709897877126861,2.2989719810649006e-05,138.4288686669391,COMPLETE
1678,0.5013108849525452,2023-09-05 15:00:02.171115,2023-09-05 15:00:02.663640,0 days 00:00:00.492525,Sigmoid,Sigmoid,Tanh,Tanh,Sigmoid,39,24,23.0,16.0,20.0,24.0,0.011043218503290443,5,279,0.10538729078439506,9.907262147094739e-05,222.48685636018453,COMPLETE
1679,0.27683529257774353,2023-09-05 15:00:02.664145,2023-09-05 15:00:04.588314,0 days 00:00:01.924169,ReLU,Tanh,ReLU,Sigmoid,,55,20,17.0,24.0,24.0,,0.0014747295229604461,4,340,0.6863093248317105,0.0037792583834861744,237.36318237458042,COMPLETE
1680,0.9987372159957886,2023-09-05 15:00:04.588809,2023-09-05 15:00:04.806544,0 days 00:00:00.217735,Tanh,Leaky,Sigmoid,Leaky,,42,17,24.0,13.0,13.0,,0.016954296456224063,4,151,0.23454544704169558,0.03962117252637699,101.38501378109581,COMPLETE
1681,0.3085486590862274,2023-09-05 15:00:04.807033,2023-09-05 15:00:05.458610,0 days 00:00:00.651577,Leaky,Tanh,,,,48,22,20.0,,,,0.006957278937103148,2,403,0.7298230447123275,0.0004301765140626808,208.83864969602772,COMPLETE
1682,0.29517120122909546,2023-09-05 15:00:05.459079,2023-09-05 15:00:05.840204,0 days 00:00:00.381125,ReLU,ReLU,Sigmoid,,,45,23,18.0,18.0,,,0.0425399587783204,3,316,0.39922888546444385,1.4114175263955332e-05,290.5062545140584,COMPLETE
1683,0.33090516924858093,2023-09-05 15:00:05.840688,2023-09-05 15:00:06.165927,0 days 00:00:00.325239,Tanh,Tanh,Leaky,,,52,23,24.0,14.0,,,0.02286108000705179,3,352,0.33720309546355365,0.000123384299400137,616.183033818784,COMPLETE
1684,0.3641626536846161,2023-09-05 15:00:06.166415,2023-09-05 15:00:06.519379,0 days 00:00:00.352964,Leaky,Sigmoid,Sigmoid,,,50,18,19.0,17.0,,,0.033329432096992344,3,364,0.3177152408496178,5.281140416869548e-05,208.51958403716216,COMPLETE
1685,0.3634814918041229,2023-09-05 15:00:06.519862,2023-09-05 15:00:10.292028,0 days 00:00:03.772166,Tanh,Tanh,Sigmoid,,,31,15,22.0,16.0,,,0.00048436209635616595,3,389,0.5279393704343239,4.09113745751537e-05,158.5727460807271,COMPLETE
1686,0.2833898961544037,2023-09-05 15:00:10.292524,2023-09-05 15:00:10.870209,0 days 00:00:00.577685,Leaky,ReLU,Leaky,Sigmoid,,43,24,23.0,15.0,22.0,,0.015039756981714518,4,339,0.7994921099941898,0.0006071233938186733,259.3968767438616,COMPLETE
1687,0.3422713577747345,2023-09-05 15:00:10.870720,2023-09-05 15:00:11.200279,0 days 00:00:00.329559,ReLU,Tanh,,,,46,19,23.0,,,,0.01892661384014195,2,378,0.30536739829323273,1.771044409507809e-05,612.8958774689705,COMPLETE
1688,0.45295581221580505,2023-09-05 15:00:11.200758,2023-09-05 15:00:12.070719,0 days 00:00:00.869961,Leaky,Sigmoid,Sigmoid,,,48,21,24.0,17.0,,,0.0006734615019946142,3,326,0.16258776723615667,6.884068142230488e-05,300.16747798802663,COMPLETE
1689,0.28070592880249023,2023-09-05 15:00:12.071224,2023-09-05 15:00:13.172052,0 days 00:00:01.100828,Tanh,Tanh,ReLU,,,36,24,22.0,21.0,,,0.0032536919807037747,3,132,0.7497122308136999,8.681196147080329e-05,170.72027860369002,COMPLETE
1690,0.3416452407836914,2023-09-05 15:00:13.172530,2023-09-05 15:00:13.559363,0 days 00:00:00.386833,ReLU,,,,,41,17,,,,,0.01234451862711261,1,349,0.5168078936700192,1.1760989738613375e-05,125.14793848587294,COMPLETE
1691,0.8940189480781555,2023-09-05 15:00:13.559845,2023-09-05 15:00:16.790984,0 days 00:00:03.231139,Leaky,ReLU,Sigmoid,,,54,20,23.0,13.0,,,1.9918418183306896e-05,3,371,0.7123169070022698,0.012888365675128308,194.06468558504253,COMPLETE
