number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_activation5,params_activation6,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_fl5,params_fl6,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
206,0.14990481734275818,2023-09-02 00:14:35.402008,2023-09-02 00:14:45.265680,0 days 00:00:09.863672,Tanh,ReLU,Leaky,Leaky,,,12,19,17.0,24.0,15.0,,,0.0011345817489301366,4,100,0.7472793121403449,6.676143183884243e-05,COMPLETE
207,0.16733905673027039,2023-09-02 00:14:45.265996,2023-09-02 00:14:54.786833,0 days 00:00:09.520837,Tanh,ReLU,Leaky,Leaky,,,12,20,17.0,24.0,13.0,,,0.0009695350075978655,4,100,0.7266587311245021,6.473329265217775e-05,COMPLETE
208,0.15152636170387268,2023-09-02 00:14:54.787143,2023-09-02 00:15:04.679453,0 days 00:00:09.892310,Tanh,ReLU,Leaky,Leaky,,,12,19,18.0,24.0,15.0,,,0.0013430495367370485,4,100,0.7536352075579402,8.945324750916397e-05,COMPLETE
209,0.13048315048217773,2023-09-02 00:15:04.679770,2023-09-02 00:15:14.619865,0 days 00:00:09.940095,Tanh,ReLU,Leaky,Leaky,,,12,19,18.0,24.0,15.0,,,0.0006971778872116767,4,100,0.759219088226825,5.406837627953376e-05,COMPLETE
210,0.16019895672798157,2023-09-02 00:15:14.620168,2023-09-02 00:15:24.598746,0 days 00:00:09.978578,Tanh,ReLU,Leaky,Leaky,,,12,19,18.0,24.0,15.0,,,0.0007205104044631622,4,100,0.7599383973220831,5.313901841718715e-05,COMPLETE
211,0.15275733172893524,2023-09-02 00:15:24.599057,2023-09-02 00:15:34.401611,0 days 00:00:09.802554,Tanh,ReLU,Leaky,Leaky,,,12,19,18.0,24.0,13.0,,,0.0012545768558267193,4,100,0.7471134011350489,8.784174795070632e-05,COMPLETE
212,0.18531416356563568,2023-09-02 00:15:34.401921,2023-09-02 00:15:44.436348,0 days 00:00:10.034427,Tanh,ReLU,Leaky,Leaky,,,12,20,17.0,24.0,13.0,,,0.0011955060565803897,4,100,0.7640897034699347,8.841272814171696e-05,COMPLETE
213,0.18338529765605927,2023-09-02 00:15:44.436662,2023-09-02 00:15:54.249683,0 days 00:00:09.813021,Tanh,ReLU,Leaky,Leaky,,,12,19,18.0,24.0,15.0,,,0.0008910919893035276,4,100,0.7464239227454688,7.16684829869643e-05,COMPLETE
214,0.12699872255325317,2023-09-02 00:15:54.250002,2023-09-02 00:16:04.752656,0 days 00:00:10.502654,Tanh,ReLU,Leaky,Leaky,,,12,19,18.0,23.0,12.0,,,0.0012331278956348335,4,100,0.7995152528909659,5.7791800021347566e-05,COMPLETE
215,0.16686806082725525,2023-09-02 00:16:04.752961,2023-09-02 00:16:15.268053,0 days 00:00:10.515092,Tanh,ReLU,Leaky,Leaky,,,12,19,17.0,23.0,12.0,,,0.0006234522957356881,4,100,0.799057129310224,5.045726026377821e-05,COMPLETE
216,0.13606132566928864,2023-09-02 00:16:15.268368,2023-09-02 00:16:25.427156,0 days 00:00:10.158788,Tanh,ReLU,Leaky,Leaky,,,12,19,18.0,24.0,14.0,,,0.001112844605142373,4,100,0.7691853223438482,8.367996906465335e-05,COMPLETE
217,0.1930909901857376,2023-09-02 00:16:25.427467,2023-09-02 00:16:35.167292,0 days 00:00:09.739825,Tanh,ReLU,Leaky,Leaky,,,12,20,18.0,24.0,14.0,,,0.0010495554211300908,4,100,0.7384648649888569,6.0912238803197976e-05,COMPLETE
218,0.15448559820652008,2023-09-02 00:16:35.167598,2023-09-02 00:16:44.458602,0 days 00:00:09.291004,Tanh,ReLU,Leaky,Leaky,,,12,19,18.0,23.0,15.0,,,0.0012861896722975808,4,100,0.7066764238749507,8.39831358339711e-05,COMPLETE
219,0.157853364944458,2023-09-02 00:16:44.458917,2023-09-02 00:16:54.677774,0 days 00:00:10.218857,Tanh,ReLU,Leaky,Leaky,,,12,21,17.0,24.0,12.0,,,0.0009462173388402604,4,100,0.7690000251510539,4.76868981608267e-05,COMPLETE
220,0.14870315790176392,2023-09-02 00:16:54.678083,2023-09-02 00:17:03.855450,0 days 00:00:09.177367,Tanh,ReLU,Leaky,Leaky,,,12,19,18.0,23.0,11.0,,,0.0007349768753199613,4,100,0.6946016672171335,8.367047567256407e-05,COMPLETE
221,0.18051783740520477,2023-09-02 00:17:03.855772,2023-09-02 00:17:13.022954,0 days 00:00:09.167182,Tanh,ReLU,Leaky,Leaky,,,12,19,18.0,23.0,10.0,,,0.0007475700808445795,4,100,0.6980237502170844,8.730940755654008e-05,COMPLETE
222,0.1765146553516388,2023-09-02 00:17:13.023264,2023-09-02 00:17:22.808276,0 days 00:00:09.785012,Tanh,ReLU,Leaky,Leaky,,,12,19,18.0,24.0,11.0,,,0.0005059257444974023,4,100,0.7431395020290229,6.439667758407645e-05,COMPLETE
223,0.15999580919742584,2023-09-02 00:17:22.808588,2023-09-02 00:17:33.056598,0 days 00:00:10.248010,Tanh,ReLU,Leaky,Leaky,,,12,21,18.0,23.0,13.0,,,0.0011101754291653657,4,100,0.7708662276582979,7.85323854775807e-05,COMPLETE
224,0.20473065972328186,2023-09-02 00:17:33.056915,2023-09-02 00:17:36.929225,0 days 00:00:03.872310,Tanh,ReLU,Leaky,Leaky,,,12,20,17.0,24.0,14.0,,,0.001380008528046591,4,100,0.28879519152276806,9.70106619037832e-05,COMPLETE
225,0.1834016889333725,2023-09-02 00:17:36.929543,2023-09-02 00:17:42.616739,0 days 00:00:05.687196,Tanh,ReLU,Leaky,Leaky,,,12,19,18.0,23.0,16.0,,,0.0012748020003612972,4,100,0.4315819843559388,4.0649792097100763e-05,COMPLETE
226,0.16179880499839783,2023-09-02 00:17:42.617062,2023-09-02 00:17:52.153399,0 days 00:00:09.536337,Tanh,ReLU,Leaky,Leaky,,,12,18,17.0,24.0,16.0,,,0.0009070324074894728,4,100,0.7272816531474161,7.000640357885072e-05,COMPLETE
227,0.15275131165981293,2023-09-02 00:17:52.153712,2023-09-02 00:18:02.286047,0 days 00:00:10.132335,Tanh,ReLU,Leaky,Leaky,,,12,20,19.0,23.0,11.0,,,0.0007666772108197219,4,100,0.7707568351559795,9.776131448289882e-05,COMPLETE
228,0.17132137715816498,2023-09-02 00:18:02.286364,2023-09-02 00:18:12.426476,0 days 00:00:10.140112,Tanh,ReLU,Leaky,Leaky,,,12,18,19.0,23.0,11.0,,,0.0006747664671329646,4,100,0.7733012397269448,9.819556600265344e-05,COMPLETE
229,0.179841086268425,2023-09-02 00:18:12.426797,2023-09-02 00:18:21.710932,0 days 00:00:09.284135,Tanh,ReLU,Leaky,Leaky,,,12,21,19.0,23.0,10.0,,,0.0005699577147198489,4,100,0.7000730722816325,6.204088276999387e-05,COMPLETE
230,0.17303155362606049,2023-09-02 00:18:21.711253,2023-09-02 00:18:28.335007,0 days 00:00:06.623754,Tanh,ReLU,Leaky,Leaky,,,12,20,16.0,22.0,17.0,,,0.0008859723425603768,4,100,0.49986209821955263,7.891508782937013e-05,COMPLETE
231,0.16660679876804352,2023-09-02 00:18:28.335317,2023-09-02 00:18:33.162501,0 days 00:00:04.827184,Tanh,ReLU,Leaky,Leaky,,,12,19,18.0,24.0,15.0,,,0.0007963255582556063,4,100,0.3621149918368484,9.408455706054841e-05,COMPLETE
232,0.21446435153484344,2023-09-02 00:18:33.162830,2023-09-02 00:18:36.715835,0 days 00:00:03.553005,Tanh,ReLU,Leaky,Leaky,,,12,20,18.0,23.0,12.0,,,0.0010720151562850317,4,100,0.2634960184380372,0.0001121427415459824,COMPLETE
233,0.11468779295682907,2023-09-02 00:18:36.716147,2023-09-02 00:18:46.574348,0 days 00:00:09.858201,Tanh,ReLU,Leaky,Leaky,,,12,19,19.0,24.0,14.0,,,0.0014494115301930388,4,100,0.7487604090593926,7.750154976356531e-05,COMPLETE
234,0.13358362019062042,2023-09-02 00:18:46.574659,2023-09-02 00:18:56.661183,0 days 00:00:10.086524,Tanh,ReLU,Leaky,Leaky,,,12,19,19.0,24.0,14.0,,,0.0014885127389652386,4,100,0.7655456718706765,6.932380428110257e-05,COMPLETE
235,0.1440449357032776,2023-09-02 00:18:56.661492,2023-09-02 00:19:07.159642,0 days 00:00:10.498150,Tanh,ReLU,Leaky,Leaky,,,12,18,19.0,24.0,14.0,,,0.0014643924558504847,4,100,0.7988073908453628,4.265537446195711e-05,COMPLETE
236,0.14698749780654907,2023-09-02 00:19:07.159956,2023-09-02 00:19:17.594239,0 days 00:00:10.434283,Tanh,ReLU,Leaky,Leaky,,,12,18,19.0,24.0,14.0,,,0.0014136929215920397,4,100,0.7920732710637085,4.443596905050331e-05,COMPLETE
237,0.15036125481128693,2023-09-02 00:19:17.594562,2023-09-02 00:19:28.083884,0 days 00:00:10.489322,Tanh,ReLU,Leaky,Leaky,,,12,18,19.0,24.0,14.0,,,0.001399779709451077,4,100,0.7969667076516193,4.092502462966263e-05,COMPLETE
238,0.1542157381772995,2023-09-02 00:19:28.084201,2023-09-02 00:19:38.580073,0 days 00:00:10.495872,Tanh,ReLU,Leaky,Leaky,,,12,18,19.0,24.0,14.0,,,0.0014874096206540087,4,100,0.7968762236750108,4.417896349662366e-05,COMPLETE
239,0.1921481043100357,2023-09-02 00:19:38.580383,2023-09-02 00:19:44.730497,0 days 00:00:06.150114,Tanh,ReLU,Leaky,Leaky,,,12,18,19.0,24.0,15.0,,,0.001042073364254743,4,100,0.46271956467865416,5.5706915057828106e-05,COMPLETE
240,0.16428671777248383,2023-09-02 00:19:44.730807,2023-09-02 00:19:51.954589,0 days 00:00:07.223782,Tanh,ReLU,Leaky,Leaky,,,12,19,19.0,24.0,14.0,,,0.001515324446368582,4,100,0.5449617661052469,3.6587616118617686e-05,COMPLETE
241,0.15290199220180511,2023-09-02 00:19:51.954907,2023-09-02 00:20:02.391892,0 days 00:00:10.436985,Tanh,ReLU,Leaky,Leaky,,,12,18,19.0,24.0,14.0,,,0.0012190005417573872,4,100,0.7932660259756705,3.6557293309858866e-05,COMPLETE
242,0.153999462723732,2023-09-02 00:20:02.392220,2023-09-02 00:20:12.579224,0 days 00:00:10.187004,Tanh,ReLU,Leaky,Leaky,,,12,18,19.0,24.0,15.0,,,0.0010536542323544538,4,100,0.7716206055548039,5.915941323220198e-05,COMPLETE
243,0.14182204008102417,2023-09-02 00:20:12.579547,2023-09-02 00:20:22.171395,0 days 00:00:09.591848,Tanh,ReLU,Leaky,Leaky,,,12,18,19.0,23.0,16.0,,,0.0015112481006165908,4,100,0.7269591761843367,4.4101598871024226e-05,COMPLETE
244,0.14235495030879974,2023-09-02 00:20:22.171717,2023-09-02 00:20:31.723659,0 days 00:00:09.551942,Tanh,ReLU,Tanh,Leaky,,,12,19,18.0,23.0,16.0,,,0.0015662972869695437,4,100,0.7264047121852366,4.7481076157281106e-05,COMPLETE
245,0.16918332874774933,2023-09-02 00:20:31.723965,2023-09-02 00:20:41.271032,0 days 00:00:09.547067,Tanh,ReLU,Tanh,Leaky,,,12,19,17.0,23.0,16.0,,,0.0015357318389705257,4,100,0.7250990861698561,5.0667772799366114e-05,COMPLETE
246,0.15469138324260712,2023-09-02 00:20:41.271346,2023-09-02 00:20:50.946364,0 days 00:00:09.675018,Tanh,ReLU,Tanh,Leaky,,,12,19,18.0,23.0,16.0,,,0.001557082165057615,4,100,0.7383443785576442,6.926351541923965e-05,COMPLETE
247,0.13178448379039764,2023-09-02 00:20:50.946693,2023-09-02 00:21:01.500754,0 days 00:00:10.554061,Tanh,ReLU,Tanh,Leaky,,,12,18,17.0,23.0,15.0,,,0.0012010490151153563,4,100,0.7992068107770438,3.501888809942748e-05,COMPLETE
248,0.19300569593906403,2023-09-02 00:21:01.501073,2023-09-02 00:21:11.226150,0 days 00:00:09.725077,Tanh,ReLU,Tanh,Leaky,,,12,19,17.0,23.0,15.0,,,0.0011918798711677355,4,100,0.7411973246344978,3.666195193687164e-05,COMPLETE
249,0.29769426584243774,2023-09-02 00:21:11.226476,2023-09-02 00:21:12.742129,0 days 00:00:01.515653,Tanh,ReLU,Tanh,Leaky,,,12,18,18.0,9.0,17.0,,,0.000948902751080097,4,100,0.10941140150217253,4.7920403013190876e-05,COMPLETE
250,0.1515929251909256,2023-09-02 00:21:12.742448,2023-09-02 00:21:22.811721,0 days 00:00:10.069273,Tanh,ReLU,Tanh,Leaky,,,12,18,17.0,24.0,16.0,,,0.0016675078788644837,4,100,0.7677204007077897,5.8743805606164037e-05,COMPLETE
251,0.1928185224533081,2023-09-02 00:21:22.812033,2023-09-02 00:21:32.197707,0 days 00:00:09.385674,Tanh,ReLU,Tanh,Sigmoid,,,12,19,18.0,23.0,15.0,,,0.0012848858963862286,4,100,0.715660164108803,2.5904475741832286e-05,COMPLETE
252,0.1565924882888794,2023-09-02 00:21:32.198014,2023-09-02 00:21:42.737608,0 days 00:00:10.539594,Tanh,ReLU,Tanh,Leaky,,,12,20,18.0,22.0,17.0,,,0.0011057131337079166,4,100,0.7958705362704577,7.060612394926548e-05,COMPLETE
253,0.1551779806613922,2023-09-02 00:21:42.737925,2023-09-02 00:21:53.501609,0 days 00:00:10.763684,Tanh,ReLU,Leaky,ReLU,,,12,18,16.0,24.0,13.0,,,0.0014848658783148682,4,100,0.7996631978616668,4.2808458985871744e-05,COMPLETE
254,0.31095412373542786,2023-09-02 00:21:53.501932,2023-09-02 00:22:02.552934,0 days 00:00:09.051002,Tanh,ReLU,Leaky,Leaky,,,12,19,19.0,24.0,14.0,,,1.4848066837564333e-05,4,100,0.6849918971555513,3.261017054136017e-05,COMPLETE
255,0.19261685013771057,2023-09-02 00:22:02.553254,2023-09-02 00:22:12.364916,0 days 00:00:09.811662,Tanh,ReLU,Leaky,Leaky,,,12,18,18.0,23.0,15.0,,,0.0008336354550866542,4,100,0.7423371558075319,5.9909769454389004e-05,COMPLETE
256,0.180809885263443,2023-09-02 00:22:12.365237,2023-09-02 00:22:17.870672,0 days 00:00:05.505435,Tanh,ReLU,Leaky,Tanh,,,12,17,17.0,24.0,16.0,,,0.015928529686561305,4,100,0.40725125217819913,5.231722252281466e-05,COMPLETE
257,0.16292934119701385,2023-09-02 00:22:17.870994,2023-09-02 00:22:28.024113,0 days 00:00:10.153119,Tanh,ReLU,Leaky,Leaky,,,12,20,19.0,22.0,14.0,,,0.00043652924567211834,4,100,0.7629850531958106,2.9273976764656356e-05,COMPLETE
258,0.16699808835983276,2023-09-02 00:22:28.024436,2023-09-02 00:22:37.466727,0 days 00:00:09.442291,Tanh,ReLU,Tanh,Leaky,,,12,18,19.0,23.0,15.0,,,0.001774627194832957,4,100,0.7176915812065946,4.7198102159483134e-05,COMPLETE
259,0.20736227929592133,2023-09-02 00:22:37.467039,2023-09-02 00:23:25.829597,0 days 00:00:48.362558,Tanh,ReLU,Leaky,Leaky,,,2,19,17.0,24.0,17.0,,,0.02447818863868321,4,100,0.6577323694149837,7.684264559156028e-05,COMPLETE
260,0.22635363042354584,2023-09-02 00:23:25.829921,2023-09-02 00:23:36.317884,0 days 00:00:10.487963,Tanh,ReLU,Leaky,Leaky,,,12,18,18.0,22.0,16.0,,,5.5274526143961386e-05,4,100,0.7991669697863848,6.764002742255413e-05,COMPLETE
261,0.18880929052829742,2023-09-02 00:23:36.318205,2023-09-02 00:23:46.085255,0 days 00:00:09.767050,Tanh,Sigmoid,Leaky,Leaky,,,12,17,18.0,23.0,13.0,,,0.0012730682107943408,4,100,0.7465804600641303,4.3104475963734686e-05,COMPLETE
262,0.15700899064540863,2023-09-02 00:23:46.085570,2023-09-02 00:23:55.173923,0 days 00:00:09.088353,Tanh,ReLU,Leaky,Leaky,,,12,19,18.0,24.0,14.0,,,0.0006587263489856541,4,100,0.688580404716736,5.6482477354482235e-05,COMPLETE
263,0.14625999331474304,2023-09-02 00:23:55.174245,2023-09-02 00:24:05.228454,0 days 00:00:10.054209,Tanh,ReLU,Leaky,Leaky,,,12,17,19.0,23.0,15.0,,,0.0010406695841646873,4,100,0.7651966679531925,7.802810940302538e-05,COMPLETE
264,0.19482150673866272,2023-09-02 00:24:05.228779,2023-09-02 00:24:11.958733,0 days 00:00:06.729954,Tanh,ReLU,Tanh,Leaky,,,12,17,20.0,22.0,16.0,,,0.0005353180693825725,4,100,0.5092466744318184,3.277055818077665e-05,COMPLETE
265,0.1757834255695343,2023-09-02 00:24:11.959054,2023-09-02 00:24:22.136232,0 days 00:00:10.177178,Tanh,ReLU,Leaky,Leaky,,,12,17,19.0,23.0,12.0,,,0.000968716208833336,4,100,0.7716353678721584,8.511096985146467e-05,COMPLETE
266,0.16441787779331207,2023-09-02 00:24:22.136558,2023-09-02 00:24:31.583291,0 days 00:00:09.446733,Tanh,ReLU,Leaky,Leaky,,,12,17,20.0,23.0,18.0,,,0.0016480313307703938,4,100,0.7170863703368607,7.924161561697575e-05,COMPLETE
267,0.16330364346504211,2023-09-02 00:24:31.583610,2023-09-02 00:24:41.694782,0 days 00:00:10.111172,Tanh,ReLU,Leaky,Leaky,,,12,23,19.0,23.0,15.0,,,0.00028704735335541857,4,100,0.7675475275876235,0.00013871144413444747,COMPLETE
268,0.1404573768377304,2023-09-02 00:24:41.695111,2023-09-02 00:24:49.216598,0 days 00:00:07.521487,Tanh,ReLU,Leaky,Leaky,,,12,18,19.0,20.0,14.0,,,0.001361124936894294,4,100,0.5684589672839537,0.00011399045094900447,COMPLETE
269,0.17280517518520355,2023-09-02 00:24:49.216917,2023-09-02 00:24:57.311053,0 days 00:00:08.094136,Tanh,ReLU,Leaky,Leaky,,,12,18,19.0,6.0,13.0,,,0.0013924531935925154,4,100,0.6168575260145506,0.00011900921806543714,COMPLETE
270,0.16902153193950653,2023-09-02 00:24:57.311370,2023-09-02 00:25:07.814621,0 days 00:00:10.503251,Tanh,ReLU,Leaky,Leaky,,,12,18,19.0,22.0,14.0,,,0.0008209831216741747,4,100,0.7990811624930807,0.00010641951973452455,COMPLETE
271,0.16243337094783783,2023-09-02 00:25:07.814928,2023-09-02 00:25:17.499772,0 days 00:00:09.684844,Tanh,ReLU,Leaky,Leaky,,,12,18,20.0,19.0,16.0,,,0.001055243005213855,4,100,0.7372929418210142,7.837945836900505e-05,COMPLETE
272,0.176333487033844,2023-09-02 00:25:17.500093,2023-09-02 00:25:27.584256,0 days 00:00:10.084163,Tanh,ReLU,Tanh,Sigmoid,,,12,18,19.0,24.0,15.0,,,0.001354931697418058,4,100,0.7678315577348764,0.0001418560356218729,COMPLETE
273,0.16245374083518982,2023-09-02 00:25:27.584585,2023-09-02 00:25:35.131490,0 days 00:00:07.546905,ReLU,ReLU,Leaky,Leaky,,,12,19,19.0,21.0,4.0,,,0.001877876012554161,4,100,0.5756545155607588,4.568034319065545e-05,COMPLETE
274,0.1542411893606186,2023-09-02 00:25:35.131808,2023-09-02 00:25:42.568993,0 days 00:00:07.437185,Tanh,ReLU,Leaky,ReLU,,,16,17,18.0,20.0,14.0,,,0.0016897636070354318,4,100,0.7203848637343612,6.232546101764292e-05,COMPLETE
275,0.1544305384159088,2023-09-02 00:25:42.569305,2023-09-02 00:25:51.422253,0 days 00:00:08.852948,Tanh,ReLU,Leaky,Leaky,,,12,19,18.0,23.0,15.0,,,0.0012382377666035251,4,100,0.6728632054478281,2.782598910614766e-05,COMPLETE
276,0.14874553680419922,2023-09-02 00:25:51.422577,2023-09-02 00:25:57.774431,0 days 00:00:06.351854,Tanh,ReLU,Leaky,Leaky,,,12,20,19.0,24.0,17.0,,,0.0009304935550762005,4,60,0.799366116686957,2.2294261950342836e-05,COMPLETE
277,0.17830613255500793,2023-09-02 00:25:57.774747,2023-09-02 00:26:02.866343,0 days 00:00:05.091596,Tanh,ReLU,Leaky,Leaky,,,12,20,19.0,24.0,17.0,,,0.0006997224377419955,4,60,0.6404577918506165,3.450345771117689e-05,COMPLETE
278,0.19514702260494232,2023-09-02 00:26:02.866667,2023-09-02 00:26:07.518309,0 days 00:00:04.651642,Tanh,ReLU,Leaky,Leaky,,,12,22,10.0,24.0,16.0,,,0.0008941533230329116,4,60,0.5888749580510688,9.921066965391032e-05,COMPLETE
279,0.18792316317558289,2023-09-02 00:26:07.518642,2023-09-02 00:26:13.632751,0 days 00:00:06.114109,Tanh,ReLU,Leaky,Leaky,,,12,20,20.0,23.0,14.0,,,0.0010512943446311421,4,60,0.769288677046237,2.3423293551488438e-05,COMPLETE
280,0.1576787233352661,2023-09-02 00:26:13.633073,2023-09-02 00:26:18.091322,0 days 00:00:04.458249,Tanh,ReLU,Leaky,Leaky,,,12,21,18.0,24.0,18.0,,,0.0008149817261703429,4,60,0.5572099842628888,2.048843843621588e-05,COMPLETE
281,0.14887861907482147,2023-09-02 00:26:18.091637,2023-09-02 00:26:27.916692,0 days 00:00:09.825055,Tanh,ReLU,Leaky,Leaky,,,12,20,19.0,23.0,17.0,,,0.0014813857611306516,4,100,0.7468416294630037,5.2355667744365196e-05,COMPLETE
282,0.14943353831768036,2023-09-02 00:26:27.917012,2023-09-02 00:26:38.408307,0 days 00:00:10.491295,Tanh,ReLU,Leaky,Tanh,,,12,19,19.0,20.0,15.0,,,0.0011897244929254972,4,100,0.7996834808150448,1.3621924361487395e-05,COMPLETE
283,0.18774643540382385,2023-09-02 00:26:38.408624,2023-09-02 00:26:47.717842,0 days 00:00:09.309218,Tanh,ReLU,Sigmoid,Leaky,,,12,19,18.0,24.0,13.0,,,0.0006500149944416555,4,100,0.700956612987187,3.9540843153406236e-05,COMPLETE
284,0.15444061160087585,2023-09-02 00:26:47.718160,2023-09-02 00:26:57.420212,0 days 00:00:09.702052,Tanh,ReLU,Leaky,Leaky,,,12,18,20.0,23.0,12.0,,,0.0019726244626470974,4,100,0.7371956976720869,0.00011841961325849067,COMPLETE
285,0.5013403296470642,2023-09-02 00:26:57.420527,2023-09-02 00:27:01.492448,0 days 00:00:04.071921,Tanh,ReLU,Tanh,Leaky,,,12,19,3.0,21.0,16.0,,,1.078991183648183e-05,4,100,0.3070359353808244,0.00015548165156895828,COMPLETE
286,0.16103295981884003,2023-09-02 00:27:01.492769,2023-09-02 00:27:12.003182,0 days 00:00:10.510413,Tanh,Sigmoid,Leaky,Leaky,,,12,20,19.0,24.0,14.0,,,0.001019545159750632,4,100,0.7995226360689192,3.112952440728214e-05,COMPLETE
287,0.1508890688419342,2023-09-02 00:27:12.003508,2023-09-02 00:27:45.434810,0 days 00:00:33.431302,Tanh,ReLU,Leaky,Leaky,,,2,18,18.0,22.0,16.0,,,0.0013586908125114549,4,60,0.7647388729031913,7.884588378809575e-05,COMPLETE
288,0.1688707321882248,2023-09-02 00:27:45.435136,2023-09-02 00:27:52.331671,0 days 00:00:06.896535,Tanh,ReLU,Leaky,Leaky,,,12,18,18.0,19.0,15.0,,,0.001644645803685677,4,100,0.5253858012006107,6.36807810105534e-05,COMPLETE
289,0.21306432783603668,2023-09-02 00:27:52.332009,2023-09-02 00:27:54.175981,0 days 00:00:01.843972,Tanh,ReLU,Leaky,Leaky,,,12,21,20.0,23.0,15.0,,,0.0008606661307885382,4,40,0.34160724361943234,8.578148422628815e-05,COMPLETE
290,0.20626623928546906,2023-09-02 00:27:54.176300,2023-09-02 00:27:57.075326,0 days 00:00:02.899026,Tanh,ReLU,Leaky,Leaky,,,12,19,18.0,24.0,17.0,,,0.0020517946546584373,4,100,0.2143241419336324,4.4405939140489604e-05,COMPLETE
291,0.21649686992168427,2023-09-02 00:27:57.075656,2023-09-02 00:28:03.477488,0 days 00:00:06.401832,Sigmoid,ReLU,Tanh,Leaky,,,12,20,19.0,23.0,14.0,,,0.0005606105178292993,4,100,0.46763522233917715,1.7931380950033178e-05,COMPLETE
292,0.1519978940486908,2023-09-02 00:28:03.477808,2023-09-02 00:28:12.945921,0 days 00:00:09.468113,Tanh,ReLU,Leaky,Leaky,,,12,19,17.0,22.0,13.0,,,0.001215979845323256,4,100,0.718776914389628,0.00010505637742448799,COMPLETE
293,0.16742515563964844,2023-09-02 00:28:12.946241,2023-09-02 00:28:23.192959,0 days 00:00:10.246718,Tanh,ReLU,ReLU,Leaky,,,12,18,19.0,20.0,16.0,,,0.0014974094111148155,4,100,0.7638783639742559,5.415379134129194e-05,COMPLETE
294,0.15281671285629272,2023-09-02 00:28:23.193282,2023-09-02 00:28:32.086128,0 days 00:00:08.892846,ReLU,ReLU,Leaky,Leaky,,,12,17,19.0,24.0,11.0,,,0.0009606221306223653,4,100,0.6801065289253774,7.061929631674506e-05,COMPLETE
295,0.20732100307941437,2023-09-02 00:28:32.086461,2023-09-02 00:28:42.009116,0 days 00:00:09.922655,Tanh,ReLU,ReLU,Leaky,,,12,3,18.0,19.0,15.0,,,0.0011498584870596623,4,100,0.7359140107437511,0.00012466181481475937,COMPLETE
296,0.2047596424818039,2023-09-02 00:28:42.009450,2023-09-02 00:28:45.683240,0 days 00:00:03.673790,Tanh,ReLU,Leaky,Leaky,,,12,19,18.0,24.0,9.0,,,0.0007485213300663461,4,100,0.2737653100882337,3.7944020600732615e-05,COMPLETE
297,0.14178581535816193,2023-09-02 00:28:45.683563,2023-09-02 00:28:55.868170,0 days 00:00:10.184607,Tanh,ReLU,Leaky,Leaky,,,12,21,20.0,23.0,18.0,,,0.0017967475332456295,4,100,0.7715379867622645,0.00016455109295421266,COMPLETE
298,0.13230347633361816,2023-09-02 00:28:55.868486,2023-09-02 00:29:06.045774,0 days 00:00:10.177288,Tanh,ReLU,Leaky,Leaky,,,12,20,20.0,24.0,18.0,,,0.001647402259594672,4,100,0.7723941218977736,2.2960704802015046e-05,COMPLETE
299,0.1531190425157547,2023-09-02 00:29:06.046097,2023-09-02 00:29:16.942174,0 days 00:00:10.896077,Tanh,ReLU,Leaky,Leaky,ReLU,,12,21,20.0,23.0,18.0,21.0,,0.0017205593957927902,5,100,0.6984005343342061,9.164856371120577e-05,COMPLETE
300,0.17983092367649078,2023-09-02 00:29:16.942519,2023-09-02 00:29:24.919637,0 days 00:00:07.977118,Tanh,ReLU,Leaky,Leaky,,,12,22,20.0,20.0,18.0,,,0.001449995962557795,4,100,0.6070062188013153,2.930544853126395e-05,COMPLETE
301,0.13639885187149048,2023-09-02 00:29:24.920052,2023-09-02 00:29:33.453455,0 days 00:00:08.533403,Tanh,ReLU,Leaky,Leaky,,,12,21,21.0,19.0,14.0,,,0.0019654445153238467,4,100,0.6463693893142515,0.00015956420617295976,COMPLETE
302,0.13859687745571136,2023-09-02 00:29:33.453775,2023-09-02 00:29:41.216905,0 days 00:00:07.763130,Tanh,ReLU,Leaky,Leaky,,,16,21,21.0,19.0,14.0,,,0.0017111297727001363,4,100,0.769371992385816,0.00016697429771106762,COMPLETE
303,0.16382460296154022,2023-09-02 00:29:41.217231,2023-09-02 00:29:49.029600,0 days 00:00:07.812369,Tanh,ReLU,Leaky,Leaky,,,16,20,21.0,18.0,14.0,,,0.0021336279742794626,4,100,0.7734675852916382,0.0001452111247477242,COMPLETE
304,0.14984194934368134,2023-09-02 00:29:49.029931,2023-09-02 00:29:56.951315,0 days 00:00:07.921384,Tanh,ReLU,Leaky,Leaky,,,16,21,21.0,19.0,13.0,,,0.0018400823129893096,4,100,0.7705098456273162,0.0001945231623405083,COMPLETE
305,0.1922970414161682,2023-09-02 00:29:56.951634,2023-09-02 00:30:01.709341,0 days 00:00:04.757707,Tanh,ReLU,Tanh,ReLU,,,12,21,21.0,19.0,14.0,,,0.0016520199812364916,4,100,0.3340106469531144,0.00017806683386662327,COMPLETE
306,0.18795397877693176,2023-09-02 00:30:01.709674,2023-09-02 00:30:07.450448,0 days 00:00:05.740774,Tanh,ReLU,Leaky,Sigmoid,,,12,22,21.0,18.0,19.0,,,0.002044382428607282,4,100,0.42305573616554637,0.0001586878481275016,COMPLETE
