number,value,datetime_start,datetime_complete,duration,params_activation1,params_batch_size,params_fl1,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
384,0.21587221324443817,2023-09-02 00:07:57.427983,2023-09-02 00:08:24.112420,0 days 00:00:26.684437,Tanh,2,17,0.0010455173047512834,1,100,0.7431566557734676,1.4922542131052646e-05,COMPLETE
385,0.21059660613536835,2023-09-02 00:08:24.112716,2023-09-02 00:08:51.601286,0 days 00:00:27.488570,Tanh,2,18,0.0005080468811592126,1,100,0.7648717294107279,1.7561088513624615e-05,COMPLETE
386,0.1870337724685669,2023-09-02 00:08:51.601574,2023-09-02 00:09:20.411640,0 days 00:00:28.810066,Tanh,2,17,0.005814578779545325,1,100,0.7973568854096753,1.8444809049720225e-05,COMPLETE
387,0.2612888813018799,2023-09-02 00:09:20.411926,2023-09-02 00:09:46.334074,0 days 00:00:25.922148,Tanh,2,5,0.0009015890757235368,1,100,0.7257840177389352,1.2229086469160178e-05,COMPLETE
388,0.3074888586997986,2023-09-02 00:09:46.334379,2023-09-02 00:10:11.672106,0 days 00:00:25.337727,Tanh,2,17,4.5544523416653366e-05,1,100,0.7088397886000795,1.0021113719463365e-05,COMPLETE
389,0.20092958211898804,2023-09-02 00:10:11.672415,2023-09-02 00:10:38.289409,0 days 00:00:26.616994,Tanh,2,19,0.0007769656284787416,1,100,0.7445040688700647,1.509366628771098e-05,COMPLETE
390,0.17536000907421112,2023-09-02 00:10:38.289688,2023-09-02 00:10:44.360040,0 days 00:00:06.070352,Tanh,10,18,0.004631660067463014,1,100,0.7714840267437917,0.00010020247475889467,COMPLETE
391,0.17651242017745972,2023-09-02 00:10:44.360321,2023-09-02 00:10:50.434941,0 days 00:00:06.074620,Tanh,10,11,0.004618393146227733,1,100,0.774020674467519,0.00010309679480489436,COMPLETE
392,0.20662982761859894,2023-09-02 00:10:50.435219,2023-09-02 00:10:54.241028,0 days 00:00:03.805809,Tanh,10,11,0.0046065495656072535,1,100,0.4812802882913452,0.0001005755665807054,COMPLETE
393,0.19410409033298492,2023-09-02 00:10:54.241309,2023-09-02 00:11:00.343366,0 days 00:00:06.102057,Tanh,10,12,0.004027384702430504,1,100,0.7720126454073157,0.00011808196073283303,COMPLETE
394,0.20316444337368011,2023-09-02 00:11:00.343649,2023-09-02 00:11:06.643280,0 days 00:00:06.299631,Tanh,10,18,0.0013703423683053715,1,100,0.7978220781750971,8.995050122157513e-05,COMPLETE
395,0.19862167537212372,2023-09-02 00:11:06.643569,2023-09-02 00:11:12.735077,0 days 00:00:06.091508,Tanh,10,10,0.004661436235970468,1,100,0.7722055302249337,0.0001032974491245032,COMPLETE
396,0.21245139837265015,2023-09-02 00:11:12.735355,2023-09-02 00:11:19.009503,0 days 00:00:06.274148,Tanh,10,11,0.003474959877382421,1,100,0.7982214891181613,7.341965578831575e-05,COMPLETE
397,0.22428444027900696,2023-09-02 00:11:19.009784,2023-09-02 00:11:24.979505,0 days 00:00:05.969721,Tanh,10,10,0.0054099675483794425,1,100,0.7571313287443846,0.00012435306281326415,COMPLETE
398,0.23537501692771912,2023-09-02 00:11:24.979781,2023-09-02 00:11:27.331377,0 days 00:00:02.351596,Tanh,10,19,0.0039549449911324835,1,40,0.7423877370560343,9.055533499829312e-05,COMPLETE
399,0.19559118151664734,2023-09-02 00:11:27.331662,2023-09-02 00:11:33.412954,0 days 00:00:06.081292,Tanh,10,11,0.002885243280893333,1,100,0.7717397701125829,0.0001595877030878745,COMPLETE
400,0.18256895244121552,2023-09-02 00:11:33.413235,2023-09-02 00:11:39.083959,0 days 00:00:05.670724,Tanh,10,11,0.005453515726359593,1,100,0.7194991637430842,7.733266342966407e-05,COMPLETE
401,0.19101014733314514,2023-09-02 00:11:39.084252,2023-09-02 00:11:45.387266,0 days 00:00:06.303014,ReLU,10,18,0.006857107015560197,1,100,0.7974854168885173,0.00014199795688311023,COMPLETE
402,0.22409385442733765,2023-09-02 00:11:45.387544,2023-09-02 00:11:48.084508,0 days 00:00:02.696964,Tanh,10,10,0.004866935959884675,1,100,0.3403108092788811,6.390393635766233e-05,COMPLETE
403,0.21526403725147247,2023-09-02 00:11:48.084803,2023-09-02 00:11:54.002628,0 days 00:00:05.917825,Tanh,10,12,0.0012757096773903529,1,100,0.7477841639031731,0.00010524904409796427,COMPLETE
404,0.22793039679527283,2023-09-02 00:11:54.002909,2023-09-02 00:11:57.885135,0 days 00:00:03.882226,Tanh,8,18,0.0031525475330625836,1,100,0.40130352496632565,7.604341930106416e-05,COMPLETE
405,0.20343591272830963,2023-09-02 00:11:57.885442,2023-09-02 00:12:01.545700,0 days 00:00:03.660258,Tanh,10,18,0.0064090207787328955,1,100,0.4616484016327839,5.884712180059656e-05,COMPLETE
406,0.22845305502414703,2023-09-02 00:12:01.545980,2023-09-02 00:12:04.693733,0 days 00:00:03.147753,Leaky,8,19,0.008116154681872647,1,100,0.32348495277949857,0.0004660586258162931,COMPLETE
407,0.2056213915348053,2023-09-02 00:12:04.694014,2023-09-02 00:12:08.442558,0 days 00:00:03.748544,Tanh,16,18,0.0041007143343454065,1,100,0.7161936418358398,0.00013312961023347804,COMPLETE
408,0.23062343895435333,2023-09-02 00:12:08.442838,2023-09-02 00:12:11.396841,0 days 00:00:02.954003,Tanh,12,13,0.005732391396381443,1,100,0.4392326407274406,0.0001960483674165131,COMPLETE
409,0.32303503155708313,2023-09-02 00:12:11.397119,2023-09-02 00:12:14.458481,0 days 00:00:03.061362,Tanh,10,12,0.0002746525237257371,1,100,0.38574516999133734,1.2038002867111968e-05,COMPLETE
410,0.22759318351745605,2023-09-02 00:12:14.458765,2023-09-02 00:12:20.415335,0 days 00:00:05.956570,Tanh,8,11,0.007779822356894782,1,80,0.7704224870565476,9.165899825662406e-05,COMPLETE
411,0.18893709778785706,2023-09-02 00:12:20.415617,2023-09-02 00:12:25.837354,0 days 00:00:05.421737,Tanh,8,19,0.009666464050273415,1,100,0.5628935933406288,6.473965400341652e-05,COMPLETE
412,0.21027551591396332,2023-09-02 00:12:25.837641,2023-09-02 00:12:32.135442,0 days 00:00:06.297801,Tanh,10,17,0.01801311883419241,1,100,0.7999348427767078,0.00011192565462773242,COMPLETE
413,0.21743066608905792,2023-09-02 00:12:32.135728,2023-09-02 00:12:35.757324,0 days 00:00:03.621596,Tanh,8,18,0.0017083068560024828,1,100,0.3742059311168042,5.097867036477021e-05,COMPLETE
414,0.20191329717636108,2023-09-02 00:12:35.757609,2023-09-02 00:12:41.288943,0 days 00:00:05.531334,Tanh,10,13,0.06838927452020699,1,100,0.7049619130329909,1.0147023440687403e-05,COMPLETE
415,0.19393889605998993,2023-09-02 00:12:41.289224,2023-09-02 00:12:51.928329,0 days 00:00:10.639105,Tanh,2,20,0.004650041873695269,1,40,0.7391674061636239,1.3778011115332778e-05,COMPLETE
416,0.20602521300315857,2023-09-02 00:12:51.928609,2023-09-02 00:13:19.222061,0 days 00:00:27.293452,Tanh,2,17,0.006248264041390408,1,100,0.759553032990365,0.0001745070143832866,COMPLETE
417,0.20858065783977509,2023-09-02 00:13:19.222345,2023-09-02 00:13:25.963035,0 days 00:00:06.740690,ReLU,8,18,0.003582259003715517,1,100,0.6958274119883533,1.2332283238295138e-05,COMPLETE
418,0.23333226144313812,2023-09-02 00:13:25.963313,2023-09-02 00:13:28.376724,0 days 00:00:02.413411,Tanh,10,12,0.0023567365646250146,1,100,0.304305337606966,4.5456385939713544e-05,COMPLETE
419,0.21088293194770813,2023-09-02 00:13:28.377009,2023-09-02 00:13:54.487161,0 days 00:00:26.110152,Tanh,2,16,0.0081838484905516,1,100,0.7281413285874134,7.782827721738109e-05,COMPLETE
420,0.2825580835342407,2023-09-02 00:13:54.487463,2023-09-02 00:14:22.190035,0 days 00:00:27.702572,Tanh,2,13,0.006753326462200935,1,100,0.7710015877877996,0.013628435033852677,COMPLETE
421,0.2369159311056137,2023-09-02 00:14:22.190336,2023-09-02 00:14:29.393706,0 days 00:00:07.203370,Tanh,8,18,0.009759995610415505,1,100,0.7469107116771329,0.0018314801796894375,COMPLETE
422,0.22882196307182312,2023-09-02 00:14:29.393979,2023-09-02 00:14:38.660338,0 days 00:00:09.266359,Leaky,2,17,0.0050684983635659086,1,100,0.25861277988912007,0.00025680444903574697,COMPLETE
423,0.3925754427909851,2023-09-02 00:14:38.660615,2023-09-02 00:14:41.191539,0 days 00:00:02.530924,Tanh,10,19,1.2026860300087284e-05,1,80,0.39788992334521733,0.00036629169239578343,COMPLETE
424,0.2066129893064499,2023-09-02 00:14:41.191825,2023-09-02 00:15:06.041270,0 days 00:00:24.849445,Tanh,2,13,0.016429262120533014,1,100,0.6926810705522665,5.9956384942874336e-05,COMPLETE
425,0.18631574511528015,2023-09-02 00:15:06.041570,2023-09-02 00:15:11.158455,0 days 00:00:05.116885,Tanh,12,16,0.01105352107823126,1,100,0.7710905388214031,9.732687427994557e-05,COMPLETE
426,0.21572522819042206,2023-09-02 00:15:11.158733,2023-09-02 00:15:28.745304,0 days 00:00:17.586571,Tanh,2,23,0.00767623361917861,1,100,0.4886781841920694,1.2083609943275487e-05,COMPLETE
427,0.2194603979587555,2023-09-02 00:15:28.745588,2023-09-02 00:15:33.795024,0 days 00:00:05.049436,Tanh,8,20,0.0006008971986823303,1,100,0.5209476873064972,7.137169774144815e-05,COMPLETE
428,0.19097812473773956,2023-09-02 00:15:33.795299,2023-09-02 00:15:59.589640,0 days 00:00:25.794341,Tanh,2,12,0.005598549181108192,1,100,0.7195744922879771,5.062493063925e-05,COMPLETE
429,0.2095276564359665,2023-09-02 00:15:59.589943,2023-09-02 00:16:03.603368,0 days 00:00:04.013425,Tanh,16,18,0.014224705687915165,1,100,0.7727888708109403,0.0006932287609419739,COMPLETE
430,0.19536520540714264,2023-09-02 00:16:03.603647,2023-09-02 00:16:09.873489,0 days 00:00:06.269842,Tanh,10,17,0.004074791815453134,1,100,0.7976877913313992,1.919801525163035e-05,COMPLETE
431,0.18923237919807434,2023-09-02 00:16:09.873780,2023-09-02 00:16:20.472967,0 days 00:00:10.599187,Tanh,2,13,0.0012641869859059014,1,40,0.7372501529504866,0.00015576710628287154,COMPLETE
432,0.21961960196495056,2023-09-02 00:16:20.473264,2023-09-02 00:16:45.812518,0 days 00:00:25.339254,ReLU,2,16,0.0025915017012386444,1,100,0.7051202390918648,1.0134968934479612e-05,COMPLETE
433,0.23686951398849487,2023-09-02 00:16:45.812808,2023-09-02 00:16:48.191237,0 days 00:00:02.378429,Tanh,8,10,0.009581902559265266,1,100,0.24498753290091801,0.0002745307894243523,COMPLETE
434,0.33237123489379883,2023-09-02 00:16:48.191521,2023-09-02 00:16:51.453511,0 days 00:00:03.261990,Tanh,2,14,0.07670197055786095,1,60,0.15147613794632334,1.4552977650125952e-05,COMPLETE
435,0.23643635213375092,2023-09-02 00:16:51.453801,2023-09-02 00:16:57.281799,0 days 00:00:05.827998,Tanh,10,9,0.006931254037666211,1,100,0.7469704510517605,2.385326415978689e-05,COMPLETE
436,0.252763032913208,2023-09-02 00:16:57.282087,2023-09-02 00:17:07.078591,0 days 00:00:09.796504,Tanh,2,19,0.000431376184774571,1,100,0.27369090372648036,0.00011730331371642591,COMPLETE
437,0.21658100187778473,2023-09-02 00:17:07.078871,2023-09-02 00:17:11.689892,0 days 00:00:04.611021,Tanh,8,14,0.0008767150860464423,1,60,0.7992819949812145,8.51315238072412e-05,COMPLETE
438,0.26209163665771484,2023-09-02 00:17:11.690174,2023-09-02 00:17:18.209324,0 days 00:00:06.519150,Leaky,2,18,0.012730572551321108,1,100,0.1820170945590977,0.0030935851738716795,COMPLETE
439,0.2276086062192917,2023-09-02 00:17:18.209607,2023-09-02 00:17:21.400217,0 days 00:00:03.190610,Tanh,10,16,0.017279806492848777,1,60,0.6754049728421496,4.156443467053091e-05,COMPLETE
440,0.220261350274086,2023-09-02 00:17:21.400496,2023-09-02 00:17:32.901161,0 days 00:00:11.500665,Tanh,2,12,0.003163477848523894,1,100,0.3212027358651285,5.413062138287582e-05,COMPLETE
441,0.17666824162006378,2023-09-02 00:17:32.901450,2023-09-02 00:17:53.368181,0 days 00:00:20.466731,Tanh,2,17,0.004610406766958156,1,100,0.5724307480565656,1.4284737082788087e-05,COMPLETE
442,0.21110226213932037,2023-09-02 00:17:53.368490,2023-09-02 00:17:58.735855,0 days 00:00:05.367365,Tanh,8,17,0.0047320333857359025,1,100,0.5564669403366095,1.5167131563655524e-05,COMPLETE
443,0.19331930577754974,2023-09-02 00:17:58.736146,2023-09-02 00:18:26.062463,0 days 00:00:27.326317,Tanh,2,17,0.0037638812713211988,1,100,0.7683811527033042,1.1975732310686092e-05,COMPLETE
444,0.19107525050640106,2023-09-02 00:18:26.062752,2023-09-02 00:18:31.759280,0 days 00:00:05.696528,Tanh,10,17,0.005404519509855647,1,100,0.7287061926371647,1.7142825629950017e-05,COMPLETE
445,0.2259751260280609,2023-09-02 00:18:31.759565,2023-09-02 00:19:00.130884,0 days 00:00:28.371319,Tanh,2,18,0.006093801274117083,1,100,0.7992679323112641,0.001230441154662251,COMPLETE
446,0.1787092238664627,2023-09-02 00:19:00.131162,2023-09-02 00:19:25.548021,0 days 00:00:25.416859,Tanh,2,16,0.004784470531762893,1,100,0.7104886760431909,1.3213371618994826e-05,COMPLETE
447,0.20410458743572235,2023-09-02 00:19:25.548324,2023-09-02 00:19:32.210963,0 days 00:00:06.662639,Tanh,8,16,0.004556988220796966,1,100,0.6936673005342341,1.9259777799094635e-05,COMPLETE
448,0.2082369178533554,2023-09-02 00:19:32.211246,2023-09-02 00:19:52.744676,0 days 00:00:20.533430,Tanh,2,16,0.0033886452080359782,1,100,0.5746574812845959,0.0009261890848946212,COMPLETE
449,0.19660381972789764,2023-09-02 00:19:52.744972,2023-09-02 00:19:57.517552,0 days 00:00:04.772580,Tanh,10,16,0.004172390775727822,1,100,0.6104963597233736,1.1654189296030969e-05,COMPLETE
450,0.20860759913921356,2023-09-02 00:19:57.517846,2023-09-02 00:20:22.995824,0 days 00:00:25.477978,Tanh,2,17,0.005611062660210232,1,100,0.7106228696103163,2.156433030033101e-05,COMPLETE
451,0.21100609004497528,2023-09-02 00:20:22.996114,2023-09-02 00:20:29.438154,0 days 00:00:06.442040,Tanh,8,16,0.007317614566971664,1,100,0.6705685922884015,1.5368130873067465e-05,COMPLETE
452,0.21218743920326233,2023-09-02 00:20:29.438444,2023-09-02 00:20:32.570042,0 days 00:00:03.131598,Tanh,12,17,0.004820445168419356,1,80,0.5867532859289815,1.0175988217166093e-05,COMPLETE
453,0.21288813650608063,2023-09-02 00:20:32.570328,2023-09-02 00:20:45.747477,0 days 00:00:13.177149,Tanh,2,18,0.0029148354644480154,1,100,0.36732540492618226,1.3558277437374347e-05,COMPLETE
454,0.21888013184070587,2023-09-02 00:20:45.747760,2023-09-02 00:20:49.309677,0 days 00:00:03.561917,Tanh,10,17,0.006221143604853884,1,100,0.4526727478734838,9.643072059678938e-05,COMPLETE
455,0.2139846682548523,2023-09-02 00:20:49.309965,2023-09-02 00:21:15.557848,0 days 00:00:26.247883,Tanh,2,9,0.0038045084612192675,1,100,0.7334541439256891,0.0005396192619817913,COMPLETE
456,0.19571374356746674,2023-09-02 00:21:15.558151,2023-09-02 00:21:19.150708,0 days 00:00:03.592557,Tanh,16,17,0.0011196855210324052,1,100,0.6905635402271855,0.00012814045006797264,COMPLETE
457,0.2163117378950119,2023-09-02 00:21:19.150990,2023-09-02 00:21:29.810041,0 days 00:00:10.659051,ReLU,2,16,0.008563021947318427,1,40,0.7423052037219039,1.8005606663731703e-05,COMPLETE
458,0.3671797215938568,2023-09-02 00:21:29.810356,2023-09-02 00:21:36.716824,0 days 00:00:06.906468,Tanh,8,18,0.004786173218692619,1,100,0.7179206292373705,0.03859218813771958,COMPLETE
459,0.1747882217168808,2023-09-02 00:21:36.717112,2023-09-02 00:22:03.796210,0 days 00:00:27.079098,Tanh,2,16,0.002102093964427254,1,100,0.7585404933235242,2.409670397612739e-05,COMPLETE
460,0.21101628243923187,2023-09-02 00:22:03.796519,2023-09-02 00:22:07.164053,0 days 00:00:03.367534,Tanh,10,16,0.003263097160607651,1,100,0.4273683448956989,2.594457195494699e-05,COMPLETE
461,0.209283709526062,2023-09-02 00:22:07.164340,2023-09-02 00:22:30.989760,0 days 00:00:23.825420,Tanh,2,15,0.006610176978005171,1,100,0.6632551677341743,2.231952555132164e-05,COMPLETE
462,0.20292928814888,2023-09-02 00:22:30.990058,2023-09-02 00:22:38.263947,0 days 00:00:07.273889,Tanh,8,15,0.00400677486225621,1,100,0.7560821080989982,1.5849019541415642e-05,COMPLETE
463,0.21031290292739868,2023-09-02 00:22:38.264236,2023-09-02 00:23:03.588380,0 days 00:00:25.324144,Tanh,2,16,0.00553316076387104,1,100,0.7055981631510924,0.00039170586311039387,COMPLETE
464,0.2029096782207489,2023-09-02 00:23:03.588673,2023-09-02 00:23:09.437163,0 days 00:00:05.848490,Leaky,10,15,0.00217600997789069,1,100,0.7471538585281013,1.3194010454795484e-05,COMPLETE
465,0.3433438539505005,2023-09-02 00:23:09.437448,2023-09-02 00:23:34.174361,0 days 00:00:24.736913,Tanh,2,19,1.7760314382823203e-05,1,100,0.6898917338575586,1.9211953775300874e-05,COMPLETE
466,0.23682855069637299,2023-09-02 00:23:34.174652,2023-09-02 00:24:00.086307,0 days 00:00:25.911655,Tanh,2,16,0.008053222313994388,1,100,0.7220339869239951,2.9547278545338023e-05,COMPLETE
467,0.24006864428520203,2023-09-02 00:24:00.086643,2023-09-02 00:24:01.786668,0 days 00:00:01.700025,Tanh,8,19,0.004522035569821071,1,60,0.2898210073620509,0.0006311865389667934,COMPLETE
468,0.22624626755714417,2023-09-02 00:24:01.786947,2023-09-02 00:24:13.857853,0 days 00:00:12.070906,Tanh,2,16,0.002590868831884123,1,100,0.3361049869892659,1.1661872526135004e-05,COMPLETE
469,0.23638956248760223,2023-09-02 00:24:13.858147,2023-09-02 00:24:17.474640,0 days 00:00:03.616493,Tanh,10,15,0.006712761113421948,1,60,0.7650679072675443,1.4345724859371144e-05,COMPLETE
470,0.21836595237255096,2023-09-02 00:24:17.474926,2023-09-02 00:24:36.179755,0 days 00:00:18.704829,Sigmoid,2,15,0.009586082996093924,1,80,0.6491539510139936,0.0007340136420060663,COMPLETE
471,0.19666603207588196,2023-09-02 00:24:36.180054,2023-09-02 00:24:43.074388,0 days 00:00:06.894334,Tanh,8,9,0.005323745125470387,1,100,0.7223502477457606,2.152854273466598e-05,COMPLETE
472,0.3847982883453369,2023-09-02 00:24:43.074677,2023-09-02 00:25:04.929769,0 days 00:00:21.855092,Tanh,2,18,0.09023208185238946,1,100,0.6078511875207493,0.0009226650183246426,COMPLETE
473,0.4757258892059326,2023-09-02 00:25:04.930081,2023-09-02 00:25:08.552181,0 days 00:00:03.622100,Sigmoid,10,17,3.096733283109541e-05,1,60,0.7647034835154506,0.00022423314006140936,COMPLETE
474,0.23956485092639923,2023-09-02 00:25:08.552467,2023-09-02 00:25:19.611271,0 days 00:00:11.058804,Tanh,2,19,0.008053517144688643,1,100,0.30552999559399174,3.616031921689267e-05,COMPLETE
475,0.2017049342393875,2023-09-02 00:25:19.611563,2023-09-02 00:25:44.375603,0 days 00:00:24.764040,ReLU,2,16,0.0036043911722269993,1,100,0.6894354439901175,1.689388256585324e-05,COMPLETE
476,0.18657559156417847,2023-09-02 00:25:44.375915,2023-09-02 00:25:48.696135,0 days 00:00:04.320220,Tanh,8,14,0.001942214371382202,1,60,0.7446855440449669,1.0279354694570174e-05,COMPLETE
477,0.16191698610782623,2023-09-02 00:25:48.696426,2023-09-02 00:26:12.781268,0 days 00:00:24.084842,Sigmoid,2,15,0.005987278447819037,1,100,0.6690424356025907,1.2494636250555223e-05,COMPLETE
478,0.2023247480392456,2023-09-02 00:26:12.781576,2023-09-02 00:26:32.299171,0 days 00:00:19.517595,Tanh,2,15,0.005775609735522609,1,100,0.5444405210755947,1.237914623878451e-05,COMPLETE
479,0.18545635044574738,2023-09-02 00:26:32.299470,2023-09-02 00:26:56.289282,0 days 00:00:23.989812,Sigmoid,2,16,0.006486082240886504,1,100,0.6681613565400609,1.412623546636517e-05,COMPLETE
480,0.19652174413204193,2023-09-02 00:26:56.289584,2023-09-02 00:27:19.020084,0 days 00:00:22.730500,Tanh,2,15,0.004569018796044179,1,100,0.6319357894940257,1.0176069920523858e-05,COMPLETE
481,0.21693481504917145,2023-09-02 00:27:19.020398,2023-09-02 00:27:33.365187,0 days 00:00:14.344789,Tanh,2,15,0.007269515779960695,1,100,0.3993834103360448,1.226507583001281e-05,COMPLETE
482,0.18496277928352356,2023-09-02 00:27:33.365477,2023-09-02 00:27:57.415803,0 days 00:00:24.050326,Sigmoid,2,16,0.005208232206585578,1,100,0.6703861824185298,1.7093388705914892e-05,COMPLETE
483,0.20187373459339142,2023-09-02 00:27:57.416106,2023-09-02 00:28:16.349774,0 days 00:00:18.933668,Tanh,2,20,0.008720913491935506,1,100,0.5284906178014732,2.4371583222036788e-05,COMPLETE
484,0.22307530045509338,2023-09-02 00:28:16.350064,2023-09-02 00:28:41.853243,0 days 00:00:25.503179,Leaky,2,15,0.0031729446060845125,1,100,0.7084167229783147,1.524763707830316e-05,COMPLETE
485,0.18445876240730286,2023-09-02 00:28:41.853550,2023-09-02 00:29:09.396090,0 days 00:00:27.542540,Sigmoid,2,17,0.0060692616828342625,1,100,0.7703189375235147,1.9990728060452187e-05,COMPLETE
486,0.18447184562683105,2023-09-02 00:29:09.396380,2023-09-02 00:29:14.240732,0 days 00:00:04.844352,Tanh,12,18,0.004209288546366698,1,100,0.7223665125876448,0.00014999757570764849,COMPLETE
487,0.27390214800834656,2023-09-02 00:29:14.241019,2023-09-02 00:29:16.056286,0 days 00:00:01.815267,Tanh,2,15,0.010528270254941229,1,40,0.12502723109404562,1.1864959909063218e-05,COMPLETE
488,0.18364264070987701,2023-09-02 00:29:16.056580,2023-09-02 00:29:22.580249,0 days 00:00:06.523669,Sigmoid,8,14,0.007373767343667303,1,100,0.6799391977184664,1.3869569207417202e-05,COMPLETE
489,0.2612761855125427,2023-09-02 00:29:22.580536,2023-09-02 00:29:33.105217,0 days 00:00:10.524681,Tanh,2,8,0.0054568320012154895,1,100,0.2954734550179726,0.00010931020126193654,COMPLETE
490,0.224441796541214,2023-09-02 00:29:33.105500,2023-09-02 00:29:49.963431,0 days 00:00:16.857931,Tanh,2,16,0.002654337341109237,1,100,0.4717913286922038,0.004555743393878399,COMPLETE
491,0.2559753656387329,2023-09-02 00:29:49.963727,2023-09-02 00:29:57.680230,0 days 00:00:07.716503,Sigmoid,2,18,0.004220143674906277,1,100,0.21537784000131216,1.8099003896586915e-05,COMPLETE
492,0.24559712409973145,2023-09-02 00:29:57.680526,2023-09-02 00:30:00.219514,0 days 00:00:02.538988,Tanh,8,16,0.008338508455333637,1,100,0.261853780931521,0.0002915456794756052,COMPLETE
493,0.2984224557876587,2023-09-02 00:30:00.219803,2023-09-02 00:30:21.556466,0 days 00:00:21.336663,Tanh,2,17,0.0001458066602265468,1,100,0.5968206811985335,0.006802256382968237,COMPLETE
494,0.20202289521694183,2023-09-02 00:30:21.556771,2023-09-02 00:30:23.542820,0 days 00:00:01.986049,Sigmoid,16,19,0.006558972923379928,1,100,0.37644399465892847,1.151605260515312e-05,COMPLETE
495,0.17638620734214783,2023-09-02 00:30:23.543110,2023-09-02 00:30:51.215059,0 days 00:00:27.671949,Tanh,2,14,0.010880546441364852,1,100,0.7714468030566966,0.00019348881369129692,COMPLETE
496,0.23304630815982819,2023-09-02 00:30:51.215360,2023-09-02 00:31:18.855367,0 days 00:00:27.640007,Tanh,2,14,0.010825475128631844,1,100,0.7705214404544848,0.00017873477500641793,COMPLETE
497,0.22973135113716125,2023-09-02 00:31:18.855683,2023-09-02 00:31:46.660392,0 days 00:00:27.804709,Tanh,2,14,0.003499685026924365,1,100,0.7750074184710612,0.00014166339389060548,COMPLETE
498,0.33558189868927,2023-09-02 00:31:46.660703,2023-09-02 00:32:13.364745,0 days 00:00:26.704042,Sigmoid,2,14,0.00014446786365892217,1,100,0.7438617083162083,0.0001293488999561065,COMPLETE
499,0.21193477511405945,2023-09-02 00:32:13.365048,2023-09-02 00:32:36.265053,0 days 00:00:22.900005,Tanh,2,14,0.011259922879909906,1,80,0.7942519833231747,0.0011426286252762053,COMPLETE
