number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_batch_size,params_fl1,params_fl2,params_fl3,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
69,0.09641584753990173,2023-09-02 12:37:06.964794,2023-09-02 12:37:15.072874,0 days 00:00:08.108080,Tanh,ReLU,,12,17,24.0,,0.002462087365766206,2,100,0.43529293827989907,0.0001766459294734538,COMPLETE
70,0.10402387380599976,2023-09-02 12:37:15.073140,2023-09-02 12:37:23.247447,0 days 00:00:08.174307,Tanh,ReLU,,12,15,24.0,,0.0024566662570168984,2,100,0.4353465921347075,0.00010128902222341511,COMPLETE
71,0.1038636714220047,2023-09-02 12:37:23.247719,2023-09-02 12:37:30.929411,0 days 00:00:07.681692,Tanh,ReLU,,12,19,23.0,,0.0037214374216697813,2,100,0.4002796801933352,0.00017017171936470032,COMPLETE
72,0.10156954824924469,2023-09-02 12:37:30.929679,2023-09-02 12:37:38.040861,0 days 00:00:07.111182,Tanh,ReLU,,12,20,24.0,,0.0022438771179027124,2,100,0.37092004255733557,0.00021495106868079733,COMPLETE
73,0.09937664866447449,2023-09-02 12:37:38.041133,2023-09-02 12:37:46.643529,0 days 00:00:08.602396,Tanh,ReLU,,12,18,23.0,,0.0013491761772720988,2,100,0.46341444940501797,0.00014476967489677374,COMPLETE
74,0.10030645877122879,2023-09-02 12:37:46.643802,2023-09-02 12:37:54.448046,0 days 00:00:07.804244,Tanh,ReLU,,12,16,15.0,,0.0006592150721706336,2,100,0.4263699106442801,7.357619693662234e-05,COMPLETE
75,0.10395854711532593,2023-09-02 12:37:54.448322,2023-09-02 12:38:01.791603,0 days 00:00:07.343281,Tanh,ReLU,,12,19,4.0,,0.0011364031486381361,2,100,0.39748463680687923,0.00019858135799718198,COMPLETE
76,0.10884352773427963,2023-09-02 12:38:01.791907,2023-09-02 12:38:08.268005,0 days 00:00:06.476098,Tanh,ReLU,,10,12,24.0,,0.0016336568174449538,2,100,0.29825002784447174,0.00024175624049431663,COMPLETE
77,0.10465794056653976,2023-09-02 12:38:08.268279,2023-09-02 12:38:42.974924,0 days 00:00:34.706645,Tanh,ReLU,,2,21,10.0,,0.000967850228306999,2,100,0.3415218096680901,0.0003838081945531193,COMPLETE
78,0.09947521239519119,2023-09-02 12:38:42.975198,2023-09-02 12:38:51.621826,0 days 00:00:08.646628,Leaky,Sigmoid,,12,17,7.0,,0.0027186317991178973,2,100,0.4737560198699849,0.0001620641094450386,COMPLETE
