number,value,datetime_start,datetime_complete,duration,params_a_1,params_a_2,params_batch_size,params_l_1,params_l_2,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,user_attrs_mse,state
308,0.39963313937187195,2023-10-30 13:48:48.591123,2023-10-30 13:48:51.773067,0 days 00:00:03.181944,Tanh,Sigmoid,54,23,11.0,0.002252732492239701,2,383,0.6049383048464614,0.00011196464510215575,"tensor(0.3996, device='cuda:0')",COMPLETE
309,0.3979766070842743,2023-10-30 13:48:51.773511,2023-10-30 13:48:53.588366,0 days 00:00:01.814855,Tanh,Sigmoid,53,24,8.0,0.0012637869731226665,2,178,0.6722073470660342,7.322833325331642e-05,"tensor(0.3980, device='cuda:0')",COMPLETE
310,0.4455234706401825,2023-10-30 13:48:53.588800,2023-10-30 13:48:55.146537,0 days 00:00:01.557737,Tanh,Sigmoid,59,16,12.0,0.003190918846046706,2,169,0.5832759993848237,0.00013939142907576916,"tensor(0.4455, device='cuda:0')",COMPLETE
311,0.8534098863601685,2023-10-30 13:48:55.146974,2023-10-30 13:48:55.226731,0 days 00:00:00.079757,Tanh,Sigmoid,56,23,20.0,0.03916431115424888,2,200,0.23969449501976087,0.09010560599730773,"tensor(0.8534, device='cuda:0')",COMPLETE
312,0.3442590832710266,2023-10-30 13:48:55.227148,2023-10-30 13:48:56.146506,0 days 00:00:00.919358,Tanh,Leaky,51,24,12.0,0.03381290592921618,2,426,0.7004905128937507,0.00011553766589386956,"tensor(0.3443, device='cuda:0')",COMPLETE
313,0.3516353368759155,2023-10-30 13:48:56.146952,2023-10-30 13:48:58.687268,0 days 00:00:02.540316,Tanh,Sigmoid,55,24,10.0,0.0016164971418230127,2,325,0.5319619066064665,8.405654949775753e-05,"tensor(0.3516, device='cuda:0')",COMPLETE
314,0.30360904335975647,2023-10-30 13:48:58.687690,2023-10-30 13:49:00.171775,0 days 00:00:01.484085,Tanh,Sigmoid,52,22,12.0,0.008970668276845686,2,157,0.6390759505970462,0.0001680157256668753,"tensor(0.3036, device='cuda:0')",COMPLETE
315,0.289114385843277,2023-10-30 13:49:00.172242,2023-10-30 13:49:03.322151,0 days 00:00:03.149909,Leaky,Sigmoid,57,23,8.0,0.0007441839390098927,2,312,0.7451316476607552,9.870186585108864e-05,"tensor(0.2891, device='cuda:0')",COMPLETE
316,1.2887461185455322,2023-10-30 13:49:03.322563,2023-10-30 13:49:05.402070,0 days 00:00:02.079507,Leaky,Sigmoid,96,24,16.0,1.1034490923511955e-05,2,268,0.767726532003979,0.006312291073375478,"tensor(1.2887, device='cuda:0')",COMPLETE
317,0.35886499285697937,2023-10-30 13:49:05.402532,2023-10-30 13:49:06.415164,0 days 00:00:01.012632,Leaky,Sigmoid,55,24,11.0,0.026163868174316506,2,363,0.7295459019404833,0.00013556236916596685,"tensor(0.3589, device='cuda:0')",COMPLETE
318,0.3183874487876892,2023-10-30 13:49:06.415595,2023-10-30 13:49:07.294502,0 days 00:00:00.878907,Leaky,Sigmoid,53,23,20.0,0.02990089297859164,2,334,0.6858839218001802,0.0001950515720680304,"tensor(0.3184, device='cuda:0')",COMPLETE
319,0.32886046171188354,2023-10-30 13:49:07.294927,2023-10-30 13:49:08.413372,0 days 00:00:01.118445,Leaky,Sigmoid,100,7,6.0,0.002775827882134325,2,225,0.5031226989878917,0.00024610247247084066,"tensor(0.3289, device='cuda:0')",COMPLETE
320,0.3873278498649597,2023-10-30 13:49:08.413815,2023-10-30 13:49:09.075023,0 days 00:00:00.661208,Tanh,Sigmoid,88,24,12.0,0.003844118741908542,2,184,0.30793466213399295,5.9811846370951596e-05,"tensor(0.3873, device='cuda:0')",COMPLETE
321,0.2760252058506012,2023-10-30 13:49:09.075450,2023-10-30 13:49:10.140028,0 days 00:00:01.064578,Leaky,Sigmoid,50,23,11.0,0.02114017833465206,2,92,0.7992528651146937,0.00017029698504828785,"tensor(0.2760, device='cuda:0')",COMPLETE
322,0.2857241928577423,2023-10-30 13:49:10.140467,2023-10-30 13:49:10.413697,0 days 00:00:00.273230,Leaky,,59,22,,0.04346927687734313,1,141,0.45205682362900573,0.00012643726929915987,"tensor(0.2857, device='cuda:0')",COMPLETE
323,0.3100324869155884,2023-10-30 13:49:10.414112,2023-10-30 13:49:11.067442,0 days 00:00:00.653330,Leaky,Sigmoid,48,24,19.0,0.02509781857693927,2,446,0.6180358178730758,0.000219041943998548,"tensor(0.3100, device='cuda:0')",COMPLETE
324,0.3354721963405609,2023-10-30 13:49:11.067884,2023-10-30 13:49:11.592522,0 days 00:00:00.524638,Leaky,ReLU,51,23,12.0,0.014595268133705243,2,102,0.6507001506485769,0.0001531329703951089,"tensor(0.3355, device='cuda:0')",COMPLETE
325,0.35871410369873047,2023-10-30 13:49:11.593002,2023-10-30 13:49:12.209937,0 days 00:00:00.616935,Sigmoid,Sigmoid,92,24,17.0,0.05441240893472149,2,78,0.7703152232512921,0.0002998532705989742,"tensor(0.3587, device='cuda:0')",COMPLETE
326,0.37273862957954407,2023-10-30 13:49:12.210358,2023-10-30 13:49:13.860745,0 days 00:00:01.650387,Leaky,Sigmoid,62,24,13.0,0.010474422246943385,2,150,0.7081196989346352,7.755145735225092e-05,"tensor(0.3727, device='cuda:0')",COMPLETE
327,0.33598145842552185,2023-10-30 13:49:13.861208,2023-10-30 13:49:14.384468,0 days 00:00:00.523260,Leaky,Sigmoid,58,23,21.0,0.017914770871128294,2,110,0.5575466071373455,0.00010159449442297925,"tensor(0.3360, device='cuda:0')",COMPLETE
328,0.4264462888240814,2023-10-30 13:49:14.384889,2023-10-30 13:49:14.816585,0 days 00:00:00.431696,Tanh,Sigmoid,54,24,9.0,0.03252388082974205,2,138,0.7356795605435167,0.00017483512193771066,"tensor(0.4264, device='cuda:0')",COMPLETE
329,0.24205447733402252,2023-10-30 13:49:14.817006,2023-10-30 13:49:15.849168,0 days 00:00:01.032162,Leaky,Sigmoid,36,23,18.0,0.021964643016618487,2,374,0.6738457962875886,0.0001201094163684489,"tensor(0.2421, device='cuda:0')",COMPLETE
330,0.29827260971069336,2023-10-30 13:49:15.849605,2023-10-30 13:49:16.321445,0 days 00:00:00.471840,Leaky,Sigmoid,56,22,18.0,0.020803131891584038,2,290,0.6637908185497746,0.00011666143285470134,"tensor(0.2983, device='cuda:0')",COMPLETE
331,0.27932560443878174,2023-10-30 13:49:16.321862,2023-10-30 13:49:17.853704,0 days 00:00:01.531842,Leaky,Sigmoid,38,23,18.0,0.0035660095373496754,2,410,0.6273260138624309,9.24128799702041e-05,"tensor(0.2793, device='cuda:0')",COMPLETE
332,0.3364865481853485,2023-10-30 13:49:17.854117,2023-10-30 13:49:18.889099,0 days 00:00:01.034982,Leaky,Sigmoid,34,23,19.0,0.012635733129039723,2,374,0.6076852962267228,2.802831239403962e-05,"tensor(0.3365, device='cuda:0')",COMPLETE
333,0.34107422828674316,2023-10-30 13:49:18.889530,2023-10-30 13:49:19.505786,0 days 00:00:00.616256,Leaky,Sigmoid,36,21,17.0,0.016887339234325238,2,163,0.5819974336241106,0.0001296317575009586,"tensor(0.3411, device='cuda:0')",COMPLETE
334,0.3019808530807495,2023-10-30 13:49:19.506238,2023-10-30 13:49:19.745306,0 days 00:00:00.239068,Leaky,Sigmoid,36,23,18.0,0.02443040568549656,2,398,0.28791539685751766,3.9094273734440275e-05,"tensor(0.3020, device='cuda:0')",COMPLETE
335,0.34047967195510864,2023-10-30 13:49:19.745749,2023-10-30 13:49:20.211793,0 days 00:00:00.466044,Leaky,Sigmoid,31,22,20.0,0.01908648512324807,2,350,0.6844168629785999,6.904948335883856e-05,"tensor(0.3405, device='cuda:0')",COMPLETE
336,0.4022858142852783,2023-10-30 13:49:20.212233,2023-10-30 13:49:20.640698,0 days 00:00:00.428465,Tanh,Leaky,60,23,19.0,0.007030832633436783,2,383,0.4726442419391242,1.0434480206720329e-05,"tensor(0.4023, device='cuda:0')",COMPLETE
337,0.32160142064094543,2023-10-30 13:49:20.641141,2023-10-30 13:49:23.174462,0 days 00:00:02.533321,Leaky,Sigmoid,98,24,18.0,0.002307847497313583,2,391,0.6511597018105659,0.00010569779110127578,"tensor(0.3216, device='cuda:0')",COMPLETE
338,0.5052027702331543,2023-10-30 13:49:23.174903,2023-10-30 13:49:23.519978,0 days 00:00:00.345075,Leaky,Sigmoid,39,24,16.0,0.0407048073264387,2,117,0.4161601745821972,0.00014217052599439897,"tensor(0.5052, device='cuda:0')",COMPLETE
339,0.5100177526473999,2023-10-30 13:49:23.520493,2023-10-30 13:49:24.226669,0 days 00:00:00.706176,Leaky,Sigmoid,70,23,17.0,0.014461423817385344,2,404,0.7025242746203295,0.00019270503898064637,"tensor(0.5100, device='cuda:0')",COMPLETE
340,0.3700334131717682,2023-10-30 13:49:24.227107,2023-10-30 13:49:24.651921,0 days 00:00:00.424814,Leaky,Sigmoid,33,24,20.0,0.027813038854722895,2,193,0.3322113207843147,8.319727326972218e-05,"tensor(0.3700, device='cuda:0')",COMPLETE
341,0.2991812229156494,2023-10-30 13:49:24.652366,2023-10-30 13:49:24.967257,0 days 00:00:00.314891,ReLU,Sigmoid,52,22,10.0,0.022665628440017772,2,134,0.435355832741331,1.89307568724356e-05,"tensor(0.2992, device='cuda:0')",COMPLETE
342,0.46816369891166687,2023-10-30 13:49:24.967693,2023-10-30 13:49:25.103267,0 days 00:00:00.135574,Leaky,Sigmoid,57,23,19.0,0.07191632471422002,2,375,0.1625130818514309,0.00011591053316431751,"tensor(0.4682, device='cuda:0')",COMPLETE
343,0.36308997869491577,2023-10-30 13:49:25.103726,2023-10-30 13:49:25.675525,0 days 00:00:00.571799,Tanh,Sigmoid,40,24,22.0,0.05236187992006007,2,152,0.7571107348585627,0.00015664608178560358,"tensor(0.3631, device='cuda:0')",COMPLETE
344,0.8013229966163635,2023-10-30 13:49:25.675989,2023-10-30 13:49:26.489479,0 days 00:00:00.813490,Leaky,Tanh,85,18,8.0,5.5199733548361374e-05,2,127,0.5968818160842339,0.00018095811653430797,"tensor(0.8013, device='cuda:0')",COMPLETE
345,0.44923943281173706,2023-10-30 13:49:26.489905,2023-10-30 13:49:27.834283,0 days 00:00:01.344378,Leaky,Sigmoid,54,23,11.0,0.00877245943272133,2,144,0.6713350634649745,0.0002507474025401004,"tensor(0.4492, device='cuda:0')",COMPLETE
346,0.23492100834846497,2023-10-30 13:49:27.834713,2023-10-30 13:49:28.297085,0 days 00:00:00.462372,Leaky,Sigmoid,36,10,18.0,0.03300658202795586,2,171,0.6310958117183316,5.846367893821478e-05,"tensor(0.2349, device='cuda:0')",COMPLETE
347,0.2693023979663849,2023-10-30 13:49:28.297518,2023-10-30 13:49:28.596620,0 days 00:00:00.299102,Leaky,Sigmoid,37,15,18.0,0.0348465767692827,2,193,0.6257212566755147,4.937355498694988e-05,"tensor(0.2693, device='cuda:0')",COMPLETE
348,0.3690917193889618,2023-10-30 13:49:28.597070,2023-10-30 13:49:28.931784,0 days 00:00:00.334714,Leaky,Sigmoid,35,10,17.0,0.02731600680663573,2,164,0.35940409769059584,6.072912447510168e-05,"tensor(0.3691, device='cuda:0')",COMPLETE
349,0.3804284334182739,2023-10-30 13:49:28.932219,2023-10-30 13:49:29.534099,0 days 00:00:00.601880,Leaky,ReLU,33,10,18.0,0.020703238973246284,2,178,0.6384078611356162,0.0009254497505519683,"tensor(0.3804, device='cuda:0')",COMPLETE
350,0.41120487451553345,2023-10-30 13:49:29.534537,2023-10-30 13:49:32.590807,0 days 00:00:03.056270,Sigmoid,Sigmoid,75,24,18.0,0.0019506067116813177,2,466,0.5879888560939719,3.6749703373609916e-05,"tensor(0.4112, device='cuda:0')",COMPLETE
351,0.36009910702705383,2023-10-30 13:49:32.591252,2023-10-30 13:49:33.302425,0 days 00:00:00.711173,Tanh,Sigmoid,35,11,19.0,0.031929434652465394,2,173,0.6581860649862565,7.763479169734899e-05,"tensor(0.3601, device='cuda:0')",COMPLETE
352,0.3464365601539612,2023-10-30 13:49:33.302839,2023-10-30 13:49:33.703838,0 days 00:00:00.400999,Leaky,Sigmoid,38,8,17.0,0.023933281992811136,2,181,0.5300123008547537,5.621183265125767e-05,"tensor(0.3464, device='cuda:0')",COMPLETE
353,0.5009422898292542,2023-10-30 13:49:33.704294,2023-10-30 13:49:34.627030,0 days 00:00:00.922736,Leaky,Sigmoid,96,24,20.0,0.0015722650716984707,2,170,0.5627459600984238,9.673270741669768e-05,"tensor(0.5009, device='cuda:0')",COMPLETE
354,0.41183599829673767,2023-10-30 13:49:34.627463,2023-10-30 13:49:35.488514,0 days 00:00:00.861051,Leaky,Sigmoid,42,9,4.0,0.01580174127615132,2,185,0.6106736070164853,6.815698836292665e-05,"tensor(0.4118, device='cuda:0')",COMPLETE
355,0.36686787009239197,2023-10-30 13:49:35.488962,2023-10-30 13:49:36.210027,0 days 00:00:00.721065,Leaky,Sigmoid,95,24,16.0,0.006172097486767938,2,302,0.39466689680254535,0.000853738556950988,"tensor(0.3669, device='cuda:0')",COMPLETE
356,0.654684841632843,2023-10-30 13:49:36.210452,2023-10-30 13:49:36.629278,0 days 00:00:00.418826,ReLU,Sigmoid,79,2,11.0,0.04002106023797709,2,432,0.6898793188768587,0.00033234941273357633,"tensor(0.6547, device='cuda:0')",COMPLETE
357,0.3338525593280792,2023-10-30 13:49:36.629724,2023-10-30 13:49:37.141064,0 days 00:00:00.511340,Leaky,Tanh,37,24,19.0,0.02884748105113532,2,211,0.6338902260268275,0.00012380661598712344,"tensor(0.3339, device='cuda:0')",COMPLETE
358,0.3041377365589142,2023-10-30 13:49:37.141500,2023-10-30 13:49:38.974341,0 days 00:00:01.832841,Tanh,Sigmoid,29,24,21.0,0.011126167170740808,2,155,0.7223050596463363,8.409012972046426e-05,"tensor(0.3041, device='cuda:0')",COMPLETE
359,0.34831467270851135,2023-10-30 13:49:38.974761,2023-10-30 13:49:39.427666,0 days 00:00:00.452905,Leaky,Sigmoid,40,7,15.0,0.018388898689503556,2,365,0.24743568361181736,0.00015255055771255905,"tensor(0.3483, device='cuda:0')",COMPLETE
360,0.4722490608692169,2023-10-30 13:49:39.428093,2023-10-30 13:49:40.306216,0 days 00:00:00.878123,Leaky,Sigmoid,49,24,12.0,0.0005769488035248421,2,168,0.31303475110019585,0.002204097615837357,"tensor(0.4722, device='cuda:0')",COMPLETE
361,0.34816649556159973,2023-10-30 13:49:40.306635,2023-10-30 13:49:41.080685,0 days 00:00:00.774050,Leaky,Sigmoid,100,23,15.0,0.004405385801963845,2,156,0.49146850412578613,0.003555667686110415,"tensor(0.3482, device='cuda:0')",COMPLETE
362,0.2856113314628601,2023-10-30 13:49:41.081123,2023-10-30 13:49:42.667387,0 days 00:00:01.586264,Leaky,Leaky,68,23,18.0,0.00340337557526618,2,451,0.6629938688632785,0.0005050757857267381,"tensor(0.2856, device='cuda:0')",COMPLETE
363,0.280697226524353,2023-10-30 13:49:42.667839,2023-10-30 13:49:43.085016,0 days 00:00:00.417177,Leaky,Sigmoid,63,24,17.0,0.03618437953434824,2,116,0.6975511127960012,0.0014125702734920948,"tensor(0.2807, device='cuda:0')",COMPLETE
364,0.34096357226371765,2023-10-30 13:49:43.085456,2023-10-30 13:49:43.480469,0 days 00:00:00.395013,Leaky,Sigmoid,83,24,16.0,0.02471059922554245,2,201,0.5650841724688451,0.00010328496252042165,"tensor(0.3410, device='cuda:0')",COMPLETE
365,0.5075033903121948,2023-10-30 13:49:43.480915,2023-10-30 13:49:44.095173,0 days 00:00:00.614258,Tanh,Sigmoid,51,23,10.0,0.01329567756663647,2,51,0.7375482029266867,0.00021517479059668374,"tensor(0.5075, device='cuda:0')",COMPLETE
366,0.4928063750267029,2023-10-30 13:49:44.095628,2023-10-30 13:49:44.709920,0 days 00:00:00.614292,Leaky,Sigmoid,98,24,19.0,0.020133964343360556,2,106,0.5975217229494314,0.0011183770248238028,"tensor(0.4928, device='cuda:0')",COMPLETE
367,0.4463578164577484,2023-10-30 13:49:44.710343,2023-10-30 13:49:48.017589,0 days 00:00:03.307246,Leaky,Sigmoid,61,6,20.0,0.002394016007781676,2,322,0.7687061842559358,0.0001379471029334383,"tensor(0.4464, device='cuda:0')",COMPLETE
368,0.4005671739578247,2023-10-30 13:49:48.018034,2023-10-30 13:49:48.300196,0 days 00:00:00.282162,Leaky,,88,22,,0.03012140347315748,1,353,0.642597999729489,0.010563411201212288,"tensor(0.4006, device='cuda:0')",COMPLETE
369,0.2908562123775482,2023-10-30 13:49:48.300605,2023-10-30 13:49:48.609602,0 days 00:00:00.308997,ReLU,Sigmoid,92,23,11.0,0.0465961902788307,2,337,0.3894226054709043,0.0003868917733114016,"tensor(0.2909, device='cuda:0')",COMPLETE
370,0.6554611325263977,2023-10-30 13:49:48.610036,2023-10-30 13:49:48.703952,0 days 00:00:00.093916,Leaky,Sigmoid,48,24,21.0,0.02387204795427604,2,419,0.11783028403048136,4.909386378114497e-05,"tensor(0.6555, device='cuda:0')",COMPLETE
371,0.3430660665035248,2023-10-30 13:49:48.704401,2023-10-30 13:49:50.300850,0 days 00:00:01.596449,Leaky,Tanh,36,10,14.0,0.01747354125867432,2,174,0.6767597807388486,0.0002778723376478505,"tensor(0.3431, device='cuda:0')",COMPLETE
372,0.31631264090538025,2023-10-30 13:49:50.301284,2023-10-30 13:49:50.671783,0 days 00:00:00.370499,Tanh,Sigmoid,58,23,12.0,0.03126579244845353,2,144,0.5197416980424697,0.00011474168361528836,"tensor(0.3163, device='cuda:0')",COMPLETE
373,0.36076197028160095,2023-10-30 13:49:50.672239,2023-10-30 13:49:52.652203,0 days 00:00:01.979964,Leaky,Sigmoid,53,24,9.0,0.0013927379438842848,2,186,0.7067211626287568,0.00018434839182628675,"tensor(0.3608, device='cuda:0')",COMPLETE
374,0.31740376353263855,2023-10-30 13:49:52.652641,2023-10-30 13:49:53.223007,0 days 00:00:00.570366,Leaky,Sigmoid,65,12,3.0,0.01015172037613653,2,97,0.6177041387555542,0.00023468233574100173,"tensor(0.3174, device='cuda:0')",COMPLETE
375,0.41993850469589233,2023-10-30 13:49:53.223443,2023-10-30 13:49:53.743357,0 days 00:00:00.519914,Leaky,ReLU,50,23,15.0,0.039588277032328735,2,160,0.7462276381782686,9.05974623084411e-05,"tensor(0.4199, device='cuda:0')",COMPLETE
376,0.4300329387187958,2023-10-30 13:49:53.743798,2023-10-30 13:49:54.925327,0 days 00:00:01.181529,Leaky,Sigmoid,73,22,17.0,0.0054072437822701306,2,126,0.799086124615985,0.0005625041544654505,"tensor(0.4300, device='cuda:0')",COMPLETE
377,0.49481818079948425,2023-10-30 13:49:54.925762,2023-10-30 13:49:56.233876,0 days 00:00:01.308114,Sigmoid,Sigmoid,44,24,13.0,0.020205421559553474,2,115,0.6604545922175337,6.548046239247097e-05,"tensor(0.4948, device='cuda:0')",COMPLETE
378,0.375813752412796,2023-10-30 13:49:56.234353,2023-10-30 13:49:56.758718,0 days 00:00:00.524365,Leaky,Sigmoid,46,23,14.0,0.002823118771161454,2,138,0.1958176090670736,0.00013454715773760073,"tensor(0.3758, device='cuda:0')",COMPLETE
379,0.33203744888305664,2023-10-30 13:49:56.759162,2023-10-30 13:49:57.109193,0 days 00:00:00.350031,Tanh,Sigmoid,33,24,11.0,0.02703641653724045,2,167,0.2694304475812006,0.00031491995562000976,"tensor(0.3320, device='cuda:0')",COMPLETE
380,0.34439897537231445,2023-10-30 13:49:57.109618,2023-10-30 13:49:57.496643,0 days 00:00:00.387025,Leaky,Sigmoid,94,24,19.0,0.015382438831433195,2,68,0.5463996115306466,0.00015455880716157584,"tensor(0.3444, device='cuda:0')",COMPLETE
381,0.26925128698349,2023-10-30 13:49:57.497073,2023-10-30 13:49:58.052741,0 days 00:00:00.555668,Leaky,Sigmoid,56,24,22.0,0.036638512333375756,2,120,0.5829574718682953,0.00020779226639475756,"tensor(0.2693, device='cuda:0')",COMPLETE
382,0.6313865184783936,2023-10-30 13:49:58.053196,2023-10-30 13:49:58.877081,0 days 00:00:00.823885,ReLU,Sigmoid,42,23,18.0,0.0002215709962787371,2,150,0.2991782132500783,0.000702874561619234,"tensor(0.6314, device='cuda:0')",COMPLETE
383,0.31354984641075134,2023-10-30 13:49:58.877537,2023-10-30 13:49:59.448290,0 days 00:00:00.570753,Leaky,Sigmoid,52,24,12.0,0.058827340886918426,2,432,0.719323794011663,0.00011067781153815372,"tensor(0.3135, device='cuda:0')",COMPLETE
384,0.8062806129455566,2023-10-30 13:49:59.448725,2023-10-30 13:50:01.133424,0 days 00:00:01.684699,Leaky,Sigmoid,39,23,16.0,2.2094873822597467e-05,2,108,0.7759338167127761,5.651582254002473e-05,"tensor(0.8063, device='cuda:0')",COMPLETE
385,0.42902231216430664,2023-10-30 13:50:01.133879,2023-10-30 13:50:01.920946,0 days 00:00:00.787067,Leaky,Tanh,81,24,14.0,0.001127391385721424,2,133,0.42696138486070706,0.0002661682822275202,"tensor(0.4290, device='cuda:0')",COMPLETE
386,0.36389845609664917,2023-10-30 13:50:01.921377,2023-10-30 13:50:02.272820,0 days 00:00:00.351443,Tanh,Sigmoid,86,23,12.0,0.023243346619123292,2,413,0.6160414338555085,1.3957749651196281e-05,"tensor(0.3639, device='cuda:0')",COMPLETE
387,0.2354145050048828,2023-10-30 13:50:02.273270,2023-10-30 13:50:03.212800,0 days 00:00:00.939530,Leaky,Sigmoid,47,22,10.0,0.007941384598372004,2,99,0.6853610960526294,7.556246758473363e-05,"tensor(0.2354, device='cuda:0')",COMPLETE
388,0.4142330586910248,2023-10-30 13:50:03.213269,2023-10-30 13:50:04.208364,0 days 00:00:00.995095,Leaky,Sigmoid,47,21,10.0,0.004487708242073819,2,83,0.688561796821416,7.398587515032876e-05,"tensor(0.4142, device='cuda:0')",COMPLETE
389,0.3085554242134094,2023-10-30 13:50:04.208836,2023-10-30 13:50:04.730151,0 days 00:00:00.521315,Leaky,Leaky,48,22,10.0,0.009261150985770223,2,106,0.3496918228584895,0.0001875897524328277,"tensor(0.3086, device='cuda:0')",COMPLETE
390,0.24268518388271332,2023-10-30 13:50:04.730602,2023-10-30 13:50:05.806648,0 days 00:00:01.076046,Leaky,Sigmoid,50,20,9.0,0.014327880477773664,2,91,0.7248889958931521,0.00016169560449405266,"tensor(0.2427, device='cuda:0')",COMPLETE
391,0.36099886894226074,2023-10-30 13:50:05.807086,2023-10-30 13:50:06.883865,0 days 00:00:01.076779,Leaky,Sigmoid,49,21,9.0,0.012320373167542644,2,92,0.7130207823647107,3.355356409736018e-05,"tensor(0.3610, device='cuda:0')",COMPLETE
392,0.25511330366134644,2023-10-30 13:50:06.884332,2023-10-30 13:50:07.722133,0 days 00:00:00.837801,Leaky,Sigmoid,51,22,8.0,0.013455447499928856,2,79,0.6747104945053277,4.575517929035579e-05,"tensor(0.2551, device='cuda:0')",COMPLETE
393,0.3594960868358612,2023-10-30 13:50:07.722603,2023-10-30 13:50:08.384889,0 days 00:00:00.662286,Leaky,Sigmoid,50,20,8.0,0.011322412711633615,2,73,0.6750732508572886,6.253462117700211e-05,"tensor(0.3595, device='cuda:0')",COMPLETE
394,0.46113941073417664,2023-10-30 13:50:08.385353,2023-10-30 13:50:09.313693,0 days 00:00:00.928340,Tanh,Sigmoid,53,19,9.0,0.013522155413546974,2,91,0.684997189520302,5.356122319986791e-05,"tensor(0.4611, device='cuda:0')",COMPLETE
395,0.2793012261390686,2023-10-30 13:50:09.314150,2023-10-30 13:50:11.139002,0 days 00:00:01.824852,Leaky,Sigmoid,19,17,8.0,0.010661496923175364,2,81,0.6497255051470835,0.0003494822672344222,"tensor(0.2793, device='cuda:0')",COMPLETE
396,0.3830428123474121,2023-10-30 13:50:11.139468,2023-10-30 13:50:11.950275,0 days 00:00:00.810807,ReLU,Sigmoid,51,20,8.0,0.008250445247919144,2,389,0.7276926811841069,3.655889145518155e-05,"tensor(0.3830, device='cuda:0')",COMPLETE
397,0.3242124021053314,2023-10-30 13:50:11.950737,2023-10-30 13:50:13.239658,0 days 00:00:01.288921,Leaky,Sigmoid,24,21,8.0,0.015987094940768467,2,68,0.7060965094663321,4.942511340499208e-05,"tensor(0.3242, device='cuda:0')",COMPLETE
398,0.33332887291908264,2023-10-30 13:50:13.240088,2023-10-30 13:50:13.642996,0 days 00:00:00.402908,Leaky,Sigmoid,48,22,7.0,0.09993847470157476,2,98,0.7436040836705649,4.543738209451556e-05,"tensor(0.3333, device='cuda:0')",COMPLETE
399,0.4996824264526367,2023-10-30 13:50:13.643461,2023-10-30 13:50:14.216544,0 days 00:00:00.573083,Leaky,Sigmoid,50,22,9.0,0.006593283954371897,2,83,0.4111721666262412,2.2963188966080227e-05,"tensor(0.4997, device='cuda:0')",COMPLETE
400,0.40039950609207153,2023-10-30 13:50:14.217006,2023-10-30 13:50:14.962442,0 days 00:00:00.745436,Leaky,Tanh,55,21,10.0,0.007992798745550214,2,76,0.6611261261303206,0.0002335196185631355,"tensor(0.4004, device='cuda:0')",COMPLETE
401,0.43592679500579834,2023-10-30 13:50:14.962877,2023-10-30 13:50:15.684465,0 days 00:00:00.721588,Sigmoid,ReLU,52,23,9.0,0.012918740258779414,2,64,0.6926916772229995,4.352075622841978e-05,"tensor(0.4359, device='cuda:0')",COMPLETE
402,0.32116061449050903,2023-10-30 13:50:15.684918,2023-10-30 13:50:16.001173,0 days 00:00:00.316255,Leaky,,46,22,,0.08221352684087704,1,101,0.744531637360468,2.6715721984849477e-05,"tensor(0.3212, device='cuda:0')",COMPLETE
403,0.29118812084198,2023-10-30 13:50:16.001632,2023-10-30 13:50:18.765451,0 days 00:00:02.763819,Tanh,Sigmoid,53,22,10.0,0.006664510878643926,2,402,0.6411385741339406,0.0002901830748664829,"tensor(0.2912, device='cuda:0')",COMPLETE
404,0.2592083811759949,2023-10-30 13:50:18.765889,2023-10-30 13:50:19.260215,0 days 00:00:00.494326,Leaky,Sigmoid,49,22,9.0,0.017552595860747464,2,89,0.7758578068272711,0.00017364916877729051,"tensor(0.2592, device='cuda:0')",COMPLETE
405,0.25334376096725464,2023-10-30 13:50:19.260665,2023-10-30 13:50:20.942271,0 days 00:00:01.681606,Leaky,Sigmoid,51,13,8.0,0.00556611718484284,2,289,0.7169789804132058,4.264720705588031e-05,"tensor(0.2533, device='cuda:0')",COMPLETE
406,0.28925713896751404,2023-10-30 13:50:20.942721,2023-10-30 13:50:24.159673,0 days 00:00:03.216952,Leaky,Sigmoid,51,17,8.0,0.0018777699533628442,2,288,0.7137811836128374,4.21988298705116e-05,"tensor(0.2893, device='cuda:0')",COMPLETE
407,0.40953850746154785,2023-10-30 13:50:24.160131,2023-10-30 13:50:24.718762,0 days 00:00:00.558631,Leaky,Sigmoid,54,14,7.0,0.007930917121356582,2,313,0.6841271691482235,3.234846407176395e-05,"tensor(0.4095, device='cuda:0')",COMPLETE
408,0.2505609393119812,2023-10-30 13:50:24.719223,2023-10-30 13:50:25.870909,0 days 00:00:01.151686,Leaky,Sigmoid,48,21,8.0,0.006371317372767399,2,93,0.7426761089807076,3.023381905572388e-05,"tensor(0.2506, device='cuda:0')",COMPLETE
409,0.34417617321014404,2023-10-30 13:50:25.871390,2023-10-30 13:50:27.909636,0 days 00:00:02.038246,Leaky,Sigmoid,50,21,8.0,0.005672677708133112,2,252,0.764067575647429,2.6275214333994663e-05,"tensor(0.3442, device='cuda:0')",COMPLETE
410,0.37196189165115356,2023-10-30 13:50:27.910075,2023-10-30 13:50:29.741269,0 days 00:00:01.831194,Leaky,Sigmoid,52,21,8.0,0.006294716137257702,2,233,0.7436350584190459,3.0732346824476985e-05,"tensor(0.3720, device='cuda:0')",COMPLETE
