number,value,datetime_start,datetime_complete,duration,params_a_1,params_a_2,params_a_3,params_batch_size,params_l_1,params_l_2,params_l_3,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,user_attrs_mre,user_attrs_mse,user_attrs_r2,state
180,0.15637831389904022,2023-10-31 17:48:08.109421,2023-10-31 17:48:08.452136,0 days 00:00:00.342715,Leaky,Leaky,Leaky,54,23,22.0,17.0,0.00534640420743802,3,290,0.6909621527176679,5.684091990352873e-05,70.42895057873848,tensor(0.1564),tensor(0.8547),COMPLETE
181,0.14176377654075623,2023-10-31 17:48:08.452519,2023-10-31 17:48:08.800378,0 days 00:00:00.347859,Leaky,Leaky,Tanh,44,23,21.0,17.0,0.011281173331749925,3,281,0.6667401603323918,7.769501585772536e-05,73.07315220552333,tensor(0.1418),tensor(0.8612),COMPLETE
182,0.17879651486873627,2023-10-31 17:48:08.800801,2023-10-31 17:48:09.015601,0 days 00:00:00.214800,Leaky,Leaky,Tanh,52,23,20.0,16.0,0.010375759238296691,3,283,0.6444864940468331,5.0312699692734486e-05,96.00584570566814,tensor(0.1788),tensor(0.8328),COMPLETE
183,0.1674536019563675,2023-10-31 17:48:09.016033,2023-10-31 17:48:09.247529,0 days 00:00:00.231496,Leaky,Leaky,Tanh,44,23,21.0,17.0,0.017557653730632235,3,284,0.726199709739088,7.728122434749969e-05,66.46987018585205,tensor(0.1675),tensor(0.8504),COMPLETE
184,0.14563380181789398,2023-10-31 17:48:09.247927,2023-10-31 17:48:09.621426,0 days 00:00:00.373499,Leaky,Leaky,Tanh,47,22,23.0,24.0,0.009199499106505117,3,305,0.6737098212842981,7.583795680127e-05,87.7814430823693,tensor(0.1456),tensor(0.8620),COMPLETE
185,0.19366218149662018,2023-10-31 17:48:09.621826,2023-10-31 17:48:09.877717,0 days 00:00:00.255891,Leaky,Leaky,Tanh,47,22,23.0,24.0,0.008839773418186307,3,283,0.6251225547930521,7.232330007369017e-05,87.35736790409794,tensor(0.1937),tensor(0.8164),COMPLETE
186,0.14753051102161407,2023-10-31 17:48:09.878119,2023-10-31 17:48:10.128466,0 days 00:00:00.250347,Leaky,Leaky,Tanh,51,22,23.0,24.0,0.012392447317259574,3,301,0.6612492585877889,4.705577427736902e-05,77.07964904220016,tensor(0.1475),tensor(0.8615),COMPLETE
187,0.23023228347301483,2023-10-31 17:48:10.128869,2023-10-31 17:48:10.435363,0 days 00:00:00.306494,Leaky,Leaky,Tanh,46,21,24.0,23.0,0.006861258486076593,3,292,0.4311691556023737,6.912334293565413e-05,142.39224667019315,tensor(0.2302),tensor(0.7947),COMPLETE
188,0.15008631348609924,2023-10-31 17:48:10.435775,2023-10-31 17:48:10.726207,0 days 00:00:00.290432,Leaky,Leaky,Tanh,60,23,22.0,23.0,0.009901771197402301,3,307,0.6855481145203726,9.252804950829669e-05,86.5800334706026,tensor(0.1501),tensor(0.8596),COMPLETE
189,0.18904034793376923,2023-10-31 17:48:10.726602,2023-10-31 17:48:11.125984,0 days 00:00:00.399382,Leaky,Tanh,Sigmoid,57,22,22.0,16.0,0.01457127616717567,3,272,0.5851604032719667,0.00011465615105952193,93.67275647763853,tensor(0.1890),tensor(0.8300),COMPLETE
190,0.1434943974018097,2023-10-31 17:48:11.126376,2023-10-31 17:48:11.893584,0 days 00:00:00.767208,Leaky,Leaky,Tanh,23,24,21.0,11.0,0.004380346550510747,3,201,0.7053157276534113,5.5248504598071345e-05,75.63103069729276,tensor(0.1435),tensor(0.8609),COMPLETE
191,0.14814813435077667,2023-10-31 17:48:11.893995,2023-10-31 17:48:12.188750,0 days 00:00:00.294755,Leaky,Leaky,Tanh,49,24,21.0,11.0,0.005611432978469281,3,200,0.701847837043348,4.377171986757094e-05,71.24573504130045,tensor(0.1481),tensor(0.8611),COMPLETE
192,0.15228791534900665,2023-10-31 17:48:12.189166,2023-10-31 17:48:12.840532,0 days 00:00:00.651366,Leaky,Leaky,Tanh,22,24,21.0,11.0,0.007663524015322005,3,298,0.6646533095134454,5.8739468217520766e-05,83.1012935149364,tensor(0.1523),tensor(0.8562),COMPLETE
193,0.17353840172290802,2023-10-31 17:48:12.840920,2023-10-31 17:48:13.229125,0 days 00:00:00.388205,Leaky,Leaky,Tanh,44,23,20.0,9.0,0.004558114168614053,3,206,0.6386444725688247,7.844396917388858e-05,78.06987829208374,tensor(0.1735),tensor(0.8398),COMPLETE
194,0.16246746480464935,2023-10-31 17:48:13.229541,2023-10-31 17:48:13.691493,0 days 00:00:00.461952,Leaky,Leaky,Tanh,24,24,22.0,13.0,0.009502757432310738,3,338,0.7223391342217408,5.1274027054708094e-05,78.50195637455693,tensor(0.1625),tensor(0.8426),COMPLETE
195,0.14577971398830414,2023-10-31 17:48:13.691903,2023-10-31 17:48:14.602167,0 days 00:00:00.910264,Leaky,Leaky,Tanh,16,23,21.0,11.0,0.0038649131282301134,3,179,0.6771871243308175,3.53230609324501e-05,86.60006304485042,tensor(0.1458),tensor(0.8619),COMPLETE
196,0.19308564066886902,2023-10-31 17:48:14.602596,2023-10-31 17:48:15.126316,0 days 00:00:00.523720,Leaky,ReLU,Tanh,21,23,21.0,11.0,0.004022301403696597,3,173,0.5004647006213309,3.925117093290434e-05,132.89522050556383,tensor(0.1931),tensor(0.8287),COMPLETE
197,0.20745813846588135,2023-10-31 17:48:15.126711,2023-10-31 17:48:16.094728,0 days 00:00:00.968017,Leaky,Leaky,Tanh,13,24,22.0,10.0,0.003273067898796249,3,188,0.6118196597813429,2.9785125322913678e-05,114.18938961029053,tensor(0.2075),tensor(0.8115),COMPLETE
198,0.15469491481781006,2023-10-31 17:48:16.095139,2023-10-31 17:48:16.714717,0 days 00:00:00.619578,Leaky,Leaky,Tanh,20,17,20.0,11.0,0.0058542408882929255,3,198,0.664056847080031,3.560291176526433e-05,92.00071402157054,tensor(0.1547),tensor(0.8573),COMPLETE
199,0.15473848581314087,2023-10-31 17:48:16.715125,2023-10-31 17:48:17.462921,0 days 00:00:00.747796,Leaky,ReLU,Tanh,17,22,21.0,12.0,0.005044177879628672,3,160,0.6888168386728993,5.3814030932197094e-05,89.4660925023696,tensor(0.1547),tensor(0.8539),COMPLETE
200,0.15792599320411682,2023-10-31 17:48:17.463310,2023-10-31 17:48:17.966198,0 days 00:00:00.502888,Leaky,Leaky,Leaky,47,23,23.0,24.0,0.011215602226478619,3,182,0.6390705582751662,2.5433218723517253e-05,74.8313476830198,tensor(0.1579),tensor(0.8473),COMPLETE
201,0.1411164253950119,2023-10-31 17:48:17.966595,2023-10-31 17:48:18.925109,0 days 00:00:00.958514,ReLU,Leaky,Tanh,27,23,22.0,10.0,0.007970721942763565,3,227,0.70713143033925,0.0012945579330221346,77.41935360431671,tensor(0.1411),tensor(0.8650),COMPLETE
202,0.26473549008369446,2023-10-31 17:48:18.925505,2023-10-31 17:48:19.102132,0 days 00:00:00.176627,ReLU,Leaky,Tanh,24,23,22.0,10.0,0.0070329412095362295,3,149,0.32037173109183137,6.692178628393533e-05,153.28168648167662,tensor(0.2647),tensor(0.7637),COMPLETE
203,0.14835624396800995,2023-10-31 17:48:19.102527,2023-10-31 17:48:20.126597,0 days 00:00:01.024070,ReLU,Leaky,Tanh,25,24,23.0,9.0,0.0023622547379162,3,233,0.6890465016344295,0.0011661230520845557,74.04566874648586,tensor(0.1484),tensor(0.8619),COMPLETE
204,0.1602461040019989,2023-10-31 17:48:20.126998,2023-10-31 17:48:20.553124,0 days 00:00:00.426126,ReLU,Leaky,Tanh,52,22,21.0,12.0,0.003923870519374259,3,261,0.7376297090953455,9.015855902150206e-05,70.06270998174494,tensor(0.1602),tensor(0.8476),COMPLETE
205,0.15650196373462677,2023-10-31 17:48:20.553537,2023-10-31 17:48:21.051685,0 days 00:00:00.498148,ReLU,Leaky,Tanh,28,24,22.0,10.0,0.008795749632746548,3,212,0.6649502215337322,0.0013059648039743963,87.0632537841797,tensor(0.1565),tensor(0.8501),COMPLETE
206,0.15437431633472443,2023-10-31 17:48:21.052062,2023-10-31 17:48:21.733339,0 days 00:00:00.681277,ReLU,Leaky,Tanh,15,23,21.0,17.0,0.006252440586327654,3,227,0.7030164950540989,4.2360940334555624e-05,83.4513080738209,tensor(0.1544),tensor(0.8560),COMPLETE
207,0.1530609279870987,2023-10-31 17:48:21.733758,2023-10-31 17:48:23.086768,0 days 00:00:01.353010,Leaky,ReLU,Tanh,11,24,22.0,15.0,0.011786013587425351,3,177,0.7682137243887234,6.79690481993492e-05,92.10081667513461,tensor(0.1531),tensor(0.8582),COMPLETE
208,0.16337813436985016,2023-10-31 17:48:23.087218,2023-10-31 17:48:23.399141,0 days 00:00:00.311923,ReLU,Leaky,Tanh,27,23,21.0,11.0,0.014579569835312037,3,274,0.6497207095122329,3.507701934468079e-05,84.26293364025298,tensor(0.1634),tensor(0.8384),COMPLETE
209,0.25066325068473816,2023-10-31 17:48:23.399549,2023-10-31 17:48:23.537870,0 days 00:00:00.138321,Leaky,Leaky,Tanh,17,20,20.0,24.0,0.0047151317399540295,3,237,0.19589274153266117,0.0011050577684640407,175.2805705350988,tensor(0.2507),tensor(0.7405),COMPLETE
210,0.1511348932981491,2023-10-31 17:48:23.538260,2023-10-31 17:48:23.972314,0 days 00:00:00.434054,ReLU,ReLU,Tanh,45,22,24.0,23.0,0.007935959884661248,3,253,0.7103922910817881,0.001835535239560459,76.01656564852087,tensor(0.1511),tensor(0.8556),COMPLETE
211,0.19952015578746796,2023-10-31 17:48:23.972723,2023-10-31 17:48:24.328079,0 days 00:00:00.355356,Leaky,Leaky,Tanh,43,23,23.0,18.0,0.010541431853948204,3,216,0.4580297129969664,0.00010956096663025048,124.38709084192912,tensor(0.1995),tensor(0.8212),COMPLETE
212,0.16171225905418396,2023-10-31 17:48:24.328468,2023-10-31 17:48:25.455479,0 days 00:00:01.127011,ReLU,Leaky,Tanh,26,23,22.0,17.0,0.0015972568720351743,3,223,0.7438784035375937,0.0014820515972940147,69.13611586197563,tensor(0.1617),tensor(0.8515),COMPLETE
213,0.147096648812294,2023-10-31 17:48:25.455900,2023-10-31 17:48:25.750337,0 days 00:00:00.294437,Leaky,Leaky,Tanh,48,15,21.0,16.0,0.013099110458270537,3,203,0.6785202716572349,0.00014712576963617718,88.04026234944662,tensor(0.1471),tensor(0.8616),COMPLETE
214,0.16510091722011566,2023-10-31 17:48:25.750758,2023-10-31 17:48:26.799486,0 days 00:00:01.048728,ReLU,Leaky,Tanh,50,24,22.0,17.0,0.0006967017998861198,3,189,0.7096722063209552,4.742548386296274e-05,74.59115242747079,tensor(0.1651),tensor(0.8477),COMPLETE
215,0.15220265090465546,2023-10-31 17:48:26.799871,2023-10-31 17:48:28.165000,0 days 00:00:01.365129,Sigmoid,Leaky,Tanh,43,24,20.0,18.0,0.009179568131910846,3,231,0.7333115624819339,8.753740161084515e-05,67.94031081088754,tensor(0.1522),tensor(0.8591),COMPLETE
216,0.15455231070518494,2023-10-31 17:48:28.165423,2023-10-31 17:48:28.653537,0 days 00:00:00.488114,Leaky,Leaky,Tanh,46,23,23.0,10.0,0.016029143829364684,3,215,0.6766132577381382,0.0009488637767069632,81.72422866821289,tensor(0.1546),tensor(0.8570),COMPLETE
217,0.1829676777124405,2023-10-31 17:48:28.653917,2023-10-31 17:48:28.899724,0 days 00:00:00.245807,ReLU,Leaky,ReLU,55,22,21.0,16.0,0.01114714888640102,3,282,0.6259942499094608,1.9459073641972987e-05,102.01611801673626,tensor(0.1830),tensor(0.8256),COMPLETE
218,0.16047561168670654,2023-10-31 17:48:28.900131,2023-10-31 17:48:29.206587,0 days 00:00:00.306456,Leaky,ReLU,Tanh,42,23,22.0,12.0,0.007657507181411564,3,297,0.6560251233324923,0.00013789379996673374,79.1576656473094,tensor(0.1605),tensor(0.8490),COMPLETE
219,0.14730870723724365,2023-10-31 17:48:29.207045,2023-10-31 17:48:29.833020,0 days 00:00:00.625975,Tanh,Leaky,Tanh,29,24,20.0,17.0,0.014039112293296336,3,264,0.7074441091378986,6.657305832839213e-05,77.38347661217978,tensor(0.1473),tensor(0.8551),COMPLETE
220,0.25022053718566895,2023-10-31 17:48:29.833399,2023-10-31 17:48:30.068118,0 days 00:00:00.234719,ReLU,Leaky,Leaky,46,23,21.0,24.0,0.006221264160982213,3,223,0.40176088078423844,0.00010620261787637686,130.58559269375272,tensor(0.2502),tensor(0.7700),COMPLETE
221,0.15524938702583313,2023-10-31 17:48:30.068496,2023-10-31 17:48:30.643491,0 days 00:00:00.574995,Tanh,Leaky,Tanh,40,23,22.0,18.0,0.02144584339370555,3,238,0.7750198800307747,0.00016223235307330464,93.85122956620886,tensor(0.1552),tensor(0.8488),COMPLETE
222,0.14450088143348694,2023-10-31 17:48:30.643911,2023-10-31 17:48:31.072492,0 days 00:00:00.428581,Tanh,Leaky,Tanh,44,23,17.0,18.0,0.0161182765313219,3,255,0.7386445270461851,0.0002414591580948958,67.1848878126878,tensor(0.1445),tensor(0.8637),COMPLETE
223,0.15560151636600494,2023-10-31 17:48:31.072920,2023-10-31 17:48:31.628429,0 days 00:00:00.555509,Tanh,Leaky,Tanh,44,21,23.0,17.0,0.012278306571979711,3,247,0.736989659187345,2.967064168679296e-05,69.3293035918591,tensor(0.1556),tensor(0.8560),COMPLETE
224,0.15207070112228394,2023-10-31 17:48:31.628851,2023-10-31 17:48:31.925794,0 days 00:00:00.296943,Tanh,Leaky,Tanh,48,22,19.0,18.0,0.0181455166163112,3,256,0.6908604577499152,0.00022323553242739087,67.39007822672527,tensor(0.1521),tensor(0.8511),COMPLETE
225,0.14313659071922302,2023-10-31 17:48:31.926221,2023-10-31 17:48:32.444547,0 days 00:00:00.518326,Tanh,Leaky,Tanh,81,24,17.0,19.0,0.010040577147152304,3,277,0.7089809828076775,0.000396032167580617,86.64306701660156,tensor(0.1431),tensor(0.8638),COMPLETE
226,0.23270471394062042,2023-10-31 17:48:32.444929,2023-10-31 17:48:32.512652,0 days 00:00:00.067723,Tanh,Leaky,Tanh,87,24,17.0,19.0,0.009555125994390795,3,277,0.13539008839186487,0.0007043185995560691,95.84652610447095,tensor(0.2327),tensor(0.7679),COMPLETE
227,0.16613413393497467,2023-10-31 17:48:32.513035,2023-10-31 17:48:33.556519,0 days 00:00:01.043484,Leaky,ReLU,Sigmoid,19,24,17.0,19.0,0.014972682273689255,3,290,0.6681806086722738,0.0004180874644038989,104.1447843155771,tensor(0.1661),tensor(0.8485),COMPLETE
228,0.18728773295879364,2023-10-31 17:48:33.556915,2023-10-31 17:48:33.754712,0 days 00:00:00.197797,Tanh,Leaky,Tanh,78,9,22.0,20.0,0.011007580026279926,3,278,0.6379316512022981,0.00035209958437767746,104.96247100830078,tensor(0.1873),tensor(0.8160),COMPLETE
229,0.15344616770744324,2023-10-31 17:48:33.755153,2023-10-31 17:48:34.176605,0 days 00:00:00.421452,ReLU,Leaky,Tanh,82,24,21.0,11.0,0.007600464749180113,3,266,0.7472143271582566,0.0005253834372088848,73.62104002095886,tensor(0.1534),tensor(0.8561),COMPLETE
230,0.15034380555152893,2023-10-31 17:48:34.177038,2023-10-31 17:48:34.697274,0 days 00:00:00.520236,Tanh,Leaky,Tanh,50,23,18.0,9.0,0.009339430053208612,3,255,0.6991637395610747,0.0006095475244489958,85.23331604003906,tensor(0.1503),tensor(0.8572),COMPLETE
231,0.1464218944311142,2023-10-31 17:48:34.697658,2023-10-31 17:48:35.200147,0 days 00:00:00.502489,Tanh,Leaky,Tanh,69,23,18.0,18.0,0.014049551076348006,3,228,0.7130824211136083,0.0002984821642968859,83.64738626191111,tensor(0.1464),tensor(0.8576),COMPLETE
232,0.24657392501831055,2023-10-31 17:48:35.200542,2023-10-31 17:48:35.383926,0 days 00:00:00.183384,Tanh,Tanh,Tanh,89,22,17.0,18.0,0.011395066643001954,3,208,0.3781077557522844,0.00024309388385046425,137.26957893371582,tensor(0.2466),tensor(0.7785),COMPLETE
233,0.23741981387138367,2023-10-31 17:48:35.384446,2023-10-31 17:48:37.343234,0 days 00:00:01.958788,Tanh,Leaky,Tanh,42,24,17.0,15.0,2.508169405580759e-05,3,195,0.6753895043456476,0.00045403703813945233,104.51851763603015,tensor(0.2374),tensor(0.7849),COMPLETE
234,0.15685871243476868,2023-10-31 17:48:37.343621,2023-10-31 17:48:37.741114,0 days 00:00:00.397493,Tanh,Leaky,Tanh,45,23,23.0,23.0,0.01718010922306472,3,242,0.7218329161429093,8.19265796014965e-05,66.21507665846083,tensor(0.1569),tensor(0.8513),COMPLETE
235,0.16591253876686096,2023-10-31 17:48:37.741496,2023-10-31 17:48:38.035676,0 days 00:00:00.294180,Tanh,Leaky,Tanh,98,23,22.0,2.0,0.008941413812954878,3,270,0.758680825700153,5.851866176069336e-05,98.58527029128302,tensor(0.1659),tensor(0.8518),COMPLETE
236,0.14281490445137024,2023-10-31 17:48:38.036075,2023-10-31 17:48:38.783293,0 days 00:00:00.747218,Leaky,ReLU,Tanh,23,24,21.0,17.0,0.005298012799285506,3,288,0.6847217119542502,0.00017904604214237553,98.67510314214798,tensor(0.1428),tensor(0.8627),COMPLETE
237,0.16293637454509735,2023-10-31 17:48:38.783705,2023-10-31 17:48:39.074210,0 days 00:00:00.290505,Leaky,ReLU,Tanh,73,24,21.0,16.0,0.003889756167779214,3,298,0.6528330311286454,0.00018699915270818247,85.55964474561738,tensor(0.1629),tensor(0.8494),COMPLETE
238,0.20934784412384033,2023-10-31 17:48:39.074613,2023-10-31 17:48:39.722662,0 days 00:00:00.648049,Leaky,ReLU,Tanh,22,24,21.0,17.0,0.002752585562646199,3,312,0.613829809005161,0.00012273613896949476,128.71354489210177,tensor(0.2093),tensor(0.8140),COMPLETE
239,0.16360768675804138,2023-10-31 17:48:39.723090,2023-10-31 17:48:40.269742,0 days 00:00:00.546652,Leaky,ReLU,Leaky,25,24,20.0,10.0,0.004698967561701726,3,303,0.6882017528963601,0.001655960243209041,82.05793108258929,tensor(0.1636),tensor(0.8485),COMPLETE
240,0.21361719071865082,2023-10-31 17:48:40.270168,2023-10-31 17:48:40.964971,0 days 00:00:00.694803,Leaky,ReLU,Tanh,23,2,22.0,17.0,0.005781704029796329,3,287,0.6708689892561649,0.0001700540403520057,104.72347223191034,tensor(0.2136),tensor(0.8025),COMPLETE
241,0.15272514522075653,2023-10-31 17:48:40.965353,2023-10-31 17:48:41.561285,0 days 00:00:00.595932,Leaky,Leaky,Tanh,44,23,10.0,19.0,0.007128382902511999,3,290,0.7184434181962284,0.00028042893383020397,64.1194475765886,tensor(0.1527),tensor(0.8603),COMPLETE
242,0.16951407492160797,2023-10-31 17:48:41.561709,2023-10-31 17:48:41.937046,0 days 00:00:00.375337,Tanh,ReLU,Tanh,27,22,21.0,18.0,0.010323436032486462,3,281,0.6941147210817717,0.00021981122669629472,91.58436489105225,tensor(0.1695),tensor(0.8275),COMPLETE
243,0.1654779314994812,2023-10-31 17:48:41.937438,2023-10-31 17:48:42.539777,0 days 00:00:00.602339,ReLU,Leaky,Tanh,48,24,19.0,17.0,0.012260253023862678,3,387,0.7342883934567951,0.0020756885697602763,78.7662736925028,tensor(0.1655),tensor(0.8480),COMPLETE
244,0.1508788764476776,2023-10-31 17:48:42.540221,2023-10-31 17:48:43.905405,0 days 00:00:01.365184,Leaky,Leaky,Tanh,20,23,22.0,24.0,0.0035553050321260275,3,235,0.7809862846012177,0.00037935611396743886,89.03188676100511,tensor(0.1509),tensor(0.8673),COMPLETE
245,0.1679977923631668,2023-10-31 17:48:43.905822,2023-10-31 17:48:44.736091,0 days 00:00:00.830269,Tanh,ReLU,Tanh,41,23,18.0,13.0,0.005195747773463653,3,220,0.648355631433574,0.0012823723641708631,80.13570973959314,tensor(0.1680),tensor(0.8408),COMPLETE
246,0.16490782797336578,2023-10-31 17:48:44.736478,2023-10-31 17:48:46.830021,0 days 00:00:02.093543,Leaky,Leaky,Tanh,94,24,22.0,18.0,0.0002923506980545775,3,356,0.697254200309728,0.00287036337155305,74.73995547348194,tensor(0.1649),tensor(0.8476),COMPLETE
247,0.14839021861553192,2023-10-31 17:48:46.830415,2023-10-31 17:48:47.172706,0 days 00:00:00.342291,ReLU,Leaky,Tanh,46,22,17.0,16.0,0.012801286325619226,3,267,0.6672121464658897,4.3634139782453125e-05,80.61884846406825,tensor(0.1484),tensor(0.8556),COMPLETE
248,0.19800429046154022,2023-10-31 17:48:47.173158,2023-10-31 17:48:47.405111,0 days 00:00:00.231953,Tanh,Leaky,Tanh,43,23,20.0,19.0,0.015574080146391325,3,245,0.42372478034247046,9.942032384750259e-05,241.03009218158144,tensor(0.1980),tensor(0.8221),COMPLETE
249,0.2631913721561432,2023-10-31 17:48:47.405503,2023-10-31 17:48:47.514170,0 days 00:00:00.108667,Leaky,ReLU,Tanh,39,24,21.0,17.0,0.008656210734061342,3,293,0.2320341396494817,0.00030944743065512855,87.94095290334602,tensor(0.2632),tensor(0.7389),COMPLETE
250,0.20076268911361694,2023-10-31 17:48:47.514561,2023-10-31 17:48:47.869008,0 days 00:00:00.354447,Tanh,Leaky,Tanh,52,14,23.0,22.0,0.006559164434224067,3,255,0.4815722800553619,0.0002573258494692142,226.17392760056717,tensor(0.2008),tensor(0.8201),COMPLETE
251,0.3384578824043274,2023-10-31 17:48:47.869415,2023-10-31 17:48:47.972853,0 days 00:00:00.103438,ReLU,Leaky,Tanh,45,22,21.0,18.0,0.09096997631322187,3,171,0.44793527464490257,0.026189764896597443,164.0059419111772,tensor(0.3385),tensor(0.6329),COMPLETE
252,0.2577550411224365,2023-10-31 17:48:47.973246,2023-10-31 17:48:48.130477,0 days 00:00:00.157231,Tanh,Leaky,Tanh,42,23,22.0,16.0,0.0204211416033247,3,229,0.33243817304023676,0.00016557617123928324,265.60732714335126,tensor(0.2578),tensor(0.7766),COMPLETE
253,0.22287148237228394,2023-10-31 17:48:48.130889,2023-10-31 17:48:48.462422,0 days 00:00:00.331533,Sigmoid,ReLU,Tanh,47,24,21.0,24.0,0.010319722457088173,3,276,0.7324894575036401,0.0002069439210805104,86.65213012695312,tensor(0.2229),tensor(0.7936),COMPLETE
254,0.18097279965877533,2023-10-31 17:48:48.462860,2023-10-31 17:48:48.942164,0 days 00:00:00.479304,Leaky,Leaky,ReLU,16,23,22.0,17.0,0.013795493284242389,3,211,0.633962842527214,5.3359843395126065e-05,102.65997141057795,tensor(0.1810),tensor(0.8118),COMPLETE
255,0.1447223424911499,2023-10-31 17:48:48.942609,2023-10-31 17:48:49.389989,0 days 00:00:00.447380,ReLU,Leaky,Tanh,50,24,22.0,21.0,0.008470074845153695,3,239,0.7077712248679289,8.348553381547098e-05,77.9835029270338,tensor(0.1447),tensor(0.8594),COMPLETE
256,0.15089739859104156,2023-10-31 17:48:49.390421,2023-10-31 17:48:49.750329,0 days 00:00:00.359908,ReLU,Leaky,Tanh,50,24,23.0,20.0,0.008414552575734372,3,237,0.675734777501314,8.000609906483195e-05,85.65676197252776,tensor(0.1509),tensor(0.8605),COMPLETE
257,0.17976641654968262,2023-10-31 17:48:49.750747,2023-10-31 17:48:50.128380,0 days 00:00:00.377633,ReLU,ReLU,Tanh,49,24,22.0,11.0,0.007003184721501249,3,329,0.5217567799580866,9.909823672368032e-05,156.3439614868164,tensor(0.1798),tensor(0.8408),COMPLETE
258,0.19355730712413788,2023-10-31 17:48:50.128776,2023-10-31 17:48:50.422194,0 days 00:00:00.293418,ReLU,Leaky,Leaky,50,19,20.0,20.0,0.005839745198973284,3,255,0.5900788510056488,7.01141650148252e-05,101.31515829903739,tensor(0.1936),tensor(0.8230),COMPLETE
259,0.17242689430713654,2023-10-31 17:48:50.422616,2023-10-31 17:48:51.340785,0 days 00:00:00.918169,ReLU,Leaky,Tanh,12,24,21.0,12.0,0.010751753873122528,3,263,0.7060064404664537,0.0008017437441083609,95.33145319620768,tensor(0.1724),tensor(0.8319),COMPLETE
260,0.18356551229953766,2023-10-31 17:48:51.341188,2023-10-31 17:48:52.059791,0 days 00:00:00.718603,ReLU,Tanh,Tanh,31,24,24.0,21.0,0.007890765048474913,3,244,0.5497004975722779,0.0015115150442878717,119.41986050325282,tensor(0.1836),tensor(0.8422),COMPLETE
261,0.14749257266521454,2023-10-31 17:48:52.060190,2023-10-31 17:48:52.634976,0 days 00:00:00.574786,Leaky,Leaky,Tanh,53,23,23.0,21.0,0.004917336066301028,3,302,0.7598278028023602,0.00012553470274901087,89.0980936686198,tensor(0.1475),tensor(0.8663),COMPLETE
262,0.15339778363704681,2023-10-31 17:48:52.635368,2023-10-31 17:48:53.215507,0 days 00:00:00.580139,ReLU,ReLU,Tanh,46,22,20.0,23.0,0.012625042291431932,3,273,0.655488711986621,0.0010845248764796873,73.56022828625095,tensor(0.1534),tensor(0.8550),COMPLETE
263,0.16171838343143463,2023-10-31 17:48:53.215927,2023-10-31 17:48:53.507529,0 days 00:00:00.291602,Leaky,Leaky,Sigmoid,51,23,22.0,16.0,0.015440066555934596,3,286,0.799483296881163,6.240584472476756e-05,72.34034093221028,tensor(0.1617),tensor(0.8622),COMPLETE
264,0.1873409003019333,2023-10-31 17:48:53.507989,2023-10-31 17:48:53.855162,0 days 00:00:00.347173,ReLU,Leaky,Tanh,47,24,21.0,24.0,0.004220075317111415,3,229,0.6239315133950646,8.908644912161058e-05,98.45311324660842,tensor(0.1873),tensor(0.8269),COMPLETE
265,0.15130142867565155,2023-10-31 17:48:53.855571,2023-10-31 17:48:54.180231,0 days 00:00:00.324660,Leaky,Leaky,Tanh,44,24,22.0,19.0,0.009582635500564261,3,179,0.6887298179844861,7.640181477488274e-05,73.58093470911825,tensor(0.1513),tensor(0.8557),COMPLETE
266,0.2067147046327591,2023-10-31 17:48:54.180625,2023-10-31 17:48:55.955906,0 days 00:00:01.775281,ReLU,ReLU,Tanh,54,22,23.0,11.0,6.685759841913472e-05,3,201,0.7204517627209339,3.621549591059525e-05,86.57128071191892,tensor(0.2067),tensor(0.8134),COMPLETE
267,0.1688665896654129,2023-10-31 17:48:55.956296,2023-10-31 17:48:56.425903,0 days 00:00:00.469607,Leaky,Leaky,Tanh,58,16,22.0,10.0,0.0031590487252950088,3,247,0.7466346930801842,0.0003877816066300755,72.25272398174934,tensor(0.1689),tensor(0.8471),COMPLETE
268,0.14185088872909546,2023-10-31 17:48:56.426296,2023-10-31 17:48:56.851931,0 days 00:00:00.425635,Tanh,Leaky,Tanh,48,10,21.0,17.0,0.01773063044260082,3,283,0.6813466790102842,0.0005402777483419565,73.89108233981662,tensor(0.1419),tensor(0.8679),COMPLETE
269,0.156936913728714,2023-10-31 17:48:56.852311,2023-10-31 17:48:57.200712,0 days 00:00:00.348401,Tanh,Leaky,Tanh,48,12,20.0,17.0,0.017959033768172906,3,282,0.6512665808207102,0.0004265527161228352,79.4139091904099,tensor(0.1569),tensor(0.8527),COMPLETE
270,0.25571125745773315,2023-10-31 17:48:57.201128,2023-10-31 17:48:57.323817,0 days 00:00:00.122689,Tanh,ReLU,Leaky,49,18,21.0,17.0,0.019852134370512815,3,312,0.2942092138427771,0.0005285243245993892,195.87085905529204,tensor(0.2557),tensor(0.7389),COMPLETE
271,0.15558362007141113,2023-10-31 17:48:57.324206,2023-10-31 17:48:57.662881,0 days 00:00:00.338675,Tanh,Leaky,Tanh,51,8,22.0,22.0,0.023915479563301097,3,294,0.7091805021564568,0.0003450269467576826,67.86196899414062,tensor(0.1556),tensor(0.8517),COMPLETE
272,0.19126451015472412,2023-10-31 17:48:57.663269,2023-10-31 17:48:57.839565,0 days 00:00:00.176296,Tanh,Leaky,Tanh,76,21,23.0,15.0,0.01228874057852748,3,270,0.6828819010628928,0.0005367208087520624,120.85875389792703,tensor(0.1913),tensor(0.8242),COMPLETE
