number,value,datetime_start,datetime_complete,duration,params_a_1,params_a_2,params_a_3,params_batch_size,params_l_1,params_l_2,params_l_3,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,user_attrs_mre,user_attrs_mse,user_attrs_r2,state
366,0.22535987198352814,2023-10-31 17:49:43.476136,2023-10-31 17:49:45.875348,0 days 00:00:02.399212,Leaky,ReLU,Tanh,47,24,22.0,23.0,5.48146659163245e-05,3,231,0.7624179787704333,0.006061616513747587,91.67543667219418,tensor(0.2254),tensor(0.8035),COMPLETE
367,0.15382741391658783,2023-10-31 17:49:45.875783,2023-10-31 17:49:47.799306,0 days 00:00:01.923523,Tanh,Leaky,Tanh,21,7,23.0,17.0,0.007814774810027384,3,279,0.7119495890058959,0.0009805603081150316,73.02250764954765,tensor(0.1538),tensor(0.8501),COMPLETE
368,0.18773941695690155,2023-10-31 17:49:47.799720,2023-10-31 17:49:48.775995,0 days 00:00:00.976275,Tanh,Leaky,Tanh,35,23,21.0,18.0,0.0021289527281813554,3,362,0.6151178981439173,0.0001390679680118156,126.72115577446236,tensor(0.1877),tensor(0.8313),COMPLETE
369,0.15696214139461517,2023-10-31 17:49:48.776415,2023-10-31 17:49:49.244209,0 days 00:00:00.467794,Leaky,ReLU,Leaky,44,24,21.0,15.0,0.0042000259734845755,3,348,0.6741403250343017,4.608741994730145e-05,79.54150093926324,tensor(0.1570),tensor(0.8554),COMPLETE
370,0.18475933372974396,2023-10-31 17:49:49.244639,2023-10-31 17:49:49.593189,0 days 00:00:00.348550,Tanh,Leaky,Tanh,40,17,22.0,16.0,0.015956817966120068,3,221,0.549991981042216,1.0257982088489515e-05,147.4264763279965,tensor(0.1848),tensor(0.8308),COMPLETE
371,0.18067720532417297,2023-10-31 17:49:49.593624,2023-10-31 17:49:50.042169,0 days 00:00:00.448545,Tanh,Leaky,Tanh,49,23,23.0,17.0,0.010080444369212347,3,246,0.49049091228395486,0.00016499725369696652,190.8276325348885,tensor(0.1807),tensor(0.8266),COMPLETE
372,0.2515362501144409,2023-10-31 17:49:50.042571,2023-10-31 17:49:51.526617,0 days 00:00:01.484046,Leaky,ReLU,Tanh,51,22,22.0,10.0,0.00010775079967607677,3,261,0.4064329890455568,0.00010992980739362853,142.95121268202976,tensor(0.2515),tensor(0.7850),COMPLETE
373,0.3239203691482544,2023-10-31 17:49:51.527076,2023-10-31 17:49:51.831712,0 days 00:00:00.304636,Tanh,Leaky,Tanh,38,21,20.0,19.0,0.013220237551809125,3,421,0.35776105564210187,0.06767317777288392,171.37281222873264,tensor(0.3239),tensor(0.7302),COMPLETE
374,0.23321768641471863,2023-10-31 17:49:51.832118,2023-10-31 17:49:51.944869,0 days 00:00:00.112751,Leaky,Leaky,Tanh,57,23,22.0,24.0,0.006407715522046752,3,393,0.21094011454269912,0.0015443423233565087,91.56800924028668,tensor(0.2332),tensor(0.7487),COMPLETE
375,0.26524969935417175,2023-10-31 17:49:51.945285,2023-10-31 17:49:52.035747,0 days 00:00:00.090462,Tanh,ReLU,Tanh,28,14,21.0,9.0,0.008613123236030015,3,234,0.10171833654676447,0.000765264578405511,72.75970875133167,tensor(0.2652),tensor(0.7419),COMPLETE
376,0.16851948201656342,2023-10-31 17:49:52.036157,2023-10-31 17:49:52.181140,0 days 00:00:00.144983,Tanh,Leaky,Tanh,100,24,23.0,11.0,0.02135139821958602,3,212,0.6531624975575769,2.966786376284347e-05,84.55091639927456,tensor(0.1685),tensor(0.8444),COMPLETE
377,0.1620083451271057,2023-10-31 17:49:52.181538,2023-10-31 17:49:52.868662,0 days 00:00:00.687124,Leaky,Leaky,Tanh,24,12,21.0,8.0,0.014680181525372217,3,273,0.7337974713161253,0.0002938324418671468,93.16872119903564,tensor(0.1620),tensor(0.8470),COMPLETE
378,0.16047807037830353,2023-10-31 17:49:52.869085,2023-10-31 17:49:53.542932,0 days 00:00:00.673847,Tanh,ReLU,,62,22,23.0,,0.005226381181575601,2,374,0.6942618180187892,0.0029276611855080245,82.11085943924753,tensor(0.1605),tensor(0.8508),COMPLETE
379,0.2385406643152237,2023-10-31 17:49:53.543359,2023-10-31 17:49:53.640329,0 days 00:00:00.096970,Leaky,Leaky,Tanh,46,23,20.0,20.0,0.011354203773136161,3,182,0.2618265560414436,7.282502133022662e-05,121.06143617630005,tensor(0.2385),tensor(0.7447),COMPLETE
380,0.20064851641654968,2023-10-31 17:49:53.640763,2023-10-31 17:49:53.905704,0 days 00:00:00.264941,Sigmoid,Leaky,Tanh,67,24,21.0,17.0,0.007117441543954902,3,168,0.6932628972995886,0.000605780030045886,102.41512680053711,tensor(0.2006),tensor(0.8131),COMPLETE
381,0.19457940757274628,2023-10-31 17:49:53.906132,2023-10-31 17:49:54.158834,0 days 00:00:00.252702,Tanh,ReLU,ReLU,42,23,22.0,8.0,0.017187990968541126,3,297,0.6350170428994576,3.509508521468344e-05,110.27443197499151,tensor(0.1946),tensor(0.8044),COMPLETE
382,0.15651728212833405,2023-10-31 17:49:54.159267,2023-10-31 17:49:55.887883,0 days 00:00:01.728616,Tanh,Sigmoid,Tanh,45,22,24.0,18.0,0.002452403430977872,3,205,0.7568742052268617,1.4297868788908654e-05,84.92067858067955,tensor(0.1565),tensor(0.8616),COMPLETE
383,0.15126429498195648,2023-10-31 17:49:55.888333,2023-10-31 17:49:56.312662,0 days 00:00:00.424329,Leaky,Leaky,Tanh,48,24,22.0,16.0,0.00977009883580606,3,465,0.6676136411292317,0.002104935619705666,77.46298998052424,tensor(0.1513),tensor(0.8616),COMPLETE
384,0.156451016664505,2023-10-31 17:49:56.313072,2023-10-31 17:49:56.667735,0 days 00:00:00.354663,Tanh,Leaky,Leaky,33,23,21.0,19.0,0.013094471347710575,3,227,0.7100363119485699,1.6558991402233992e-05,71.97956011845515,tensor(0.1565),tensor(0.8479),COMPLETE
385,0.2454894781112671,2023-10-31 17:49:56.668199,2023-10-31 17:49:56.818656,0 days 00:00:00.150457,Leaky,ReLU,Tanh,41,24,23.0,10.0,0.00857755845314125,3,286,0.30457300662702497,0.00020557012539024755,122.52343318773353,tensor(0.2455),tensor(0.7619),COMPLETE
386,0.20550386607646942,2023-10-31 17:49:56.819061,2023-10-31 17:49:57.168252,0 days 00:00:00.349191,Tanh,Leaky,Tanh,44,23,22.0,17.0,0.010803666834045099,3,317,0.4391620694832779,8.722363633338239e-05,139.04040829340616,tensor(0.2055),tensor(0.8149),COMPLETE
387,0.20081709325313568,2023-10-31 17:49:57.168712,2023-10-31 17:49:57.631728,0 days 00:00:00.463016,Tanh,Tanh,Tanh,53,12,21.0,12.0,0.006907526186840902,3,249,0.6000353396624981,5.7360718715019925e-05,119.8977700595198,tensor(0.2008),tensor(0.8182),COMPLETE
388,0.19210347533226013,2023-10-31 17:49:57.632144,2023-10-31 17:49:57.982101,0 days 00:00:00.349957,Leaky,Leaky,Sigmoid,39,18,20.0,16.0,0.019692528214873488,3,240,0.7985086144777019,0.00040903181294318425,86.21778370783879,tensor(0.1921),tensor(0.8268),COMPLETE
389,0.1689004898071289,2023-10-31 17:49:57.982540,2023-10-31 17:49:58.196058,0 days 00:00:00.213518,ReLU,ReLU,Tanh,51,24,11.0,18.0,0.014473979158308573,3,197,0.7326628134153564,2.3737983091947163e-05,82.56706390380859,tensor(0.1689),tensor(0.8433),COMPLETE
390,0.17466142773628235,2023-10-31 17:49:58.196477,2023-10-31 17:49:58.578554,0 days 00:00:00.382077,Tanh,Leaky,Tanh,48,15,19.0,15.0,0.003671583835330455,3,266,0.6516692183715488,0.00034206943721071134,93.52259528927686,tensor(0.1747),tensor(0.8373),COMPLETE
391,0.1904125064611435,2023-10-31 17:49:58.578965,2023-10-31 17:49:59.112731,0 days 00:00:00.533766,Leaky,Leaky,Tanh,37,21,22.0,17.0,0.0057981798765522315,3,131,0.5071740439192388,4.9754275047634847e-05,197.29133230740908,tensor(0.1904),tensor(0.8299),COMPLETE
392,0.1490376740694046,2023-10-31 17:49:59.113146,2023-10-31 17:49:59.553958,0 days 00:00:00.440812,Tanh,ReLU,Tanh,43,22,21.0,16.0,0.04314389147362147,3,220,0.6800003408392836,0.00011175426084798757,108.67547960979182,tensor(0.1490),tensor(0.8645),COMPLETE
393,0.17785581946372986,2023-10-31 17:49:59.554393,2023-10-31 17:49:59.945265,0 days 00:00:00.390872,ReLU,Leaky,Tanh,19,23,22.0,23.0,0.011854785546159393,3,404,0.6275934727384981,0.00047654063494884986,90.63510169982911,tensor(0.1779),tensor(0.8297),COMPLETE
394,0.17917127907276154,2023-10-31 17:49:59.945708,2023-10-31 17:50:00.558524,0 days 00:00:00.612816,Leaky,Leaky,Tanh,31,22,23.0,24.0,0.009371370422883257,3,280,0.5660897630743329,0.00017226169276989754,140.85918495871803,tensor(0.1792),tensor(0.8411),COMPLETE
395,0.24290664494037628,2023-10-31 17:50:00.558958,2023-10-31 17:50:01.008340,0 days 00:00:00.449382,Tanh,ReLU,Tanh,46,1,20.0,18.0,0.017666144939893325,3,235,0.7145988700084499,0.000266941866917806,95.68640275435014,tensor(0.2429),tensor(0.7562),COMPLETE
396,0.1942608803510666,2023-10-31 17:50:01.008746,2023-10-31 17:50:01.566410,0 days 00:00:00.557664,Tanh,Leaky,Tanh,25,24,18.0,11.0,0.004450618523678784,3,207,0.48261263243120617,6.353261625963489e-05,137.72205289204916,tensor(0.1943),tensor(0.8230),COMPLETE
397,0.18540841341018677,2023-10-31 17:50:01.566821,2023-10-31 17:50:01.914944,0 days 00:00:00.348123,Leaky,Leaky,Tanh,55,23,24.0,12.0,0.015187615280759263,3,58,0.5242849022879404,0.00013448709198000703,314.67388947156013,tensor(0.1854),tensor(0.8290),COMPLETE
398,0.16468366980552673,2023-10-31 17:50:01.915360,2023-10-31 17:50:03.772153,0 days 00:00:01.856793,ReLU,ReLU,Leaky,41,20,21.0,20.0,0.0005242912381945419,3,294,0.7668832861716355,1.6883122913146892e-05,65.64192017264988,tensor(0.1647),tensor(0.8545),COMPLETE
399,0.13943301141262054,2023-10-31 17:50:03.772601,2023-10-31 17:50:04.366690,0 days 00:00:00.594089,Tanh,Leaky,Tanh,58,24,22.0,9.0,0.007945743604352034,3,226,0.668038035234133,0.001207838477988258,91.45661508220516,tensor(0.1394),tensor(0.8732),COMPLETE
400,0.14741870760917664,2023-10-31 17:50:04.367104,2023-10-31 17:50:04.882013,0 days 00:00:00.514909,Tanh,Leaky,Tanh,57,24,23.0,9.0,0.008159232813651811,3,229,0.6745649351845602,0.0011110096697003503,98.49284121195475,tensor(0.1474),tensor(0.8588),COMPLETE
401,0.16827154159545898,2023-10-31 17:50:04.882474,2023-10-31 17:50:05.747453,0 days 00:00:00.864979,Tanh,Leaky,Tanh,61,24,2.0,10.0,0.01156118713881526,3,244,0.6493327965994612,0.0013648405623873608,88.2880645751953,tensor(0.1683),tensor(0.8429),COMPLETE
402,0.24342645704746246,2023-10-31 17:50:05.747885,2023-10-31 17:50:05.981241,0 days 00:00:00.233356,Tanh,Leaky,Tanh,59,24,22.0,9.0,0.009865071756237164,3,257,0.38792486445573954,9.434660675155755e-05,132.74759692680544,tensor(0.2434),tensor(0.7945),COMPLETE
403,0.2506554126739502,2023-10-31 17:50:05.981663,2023-10-31 17:50:06.111904,0 days 00:00:00.130241,Tanh,Leaky,Tanh,58,24,23.0,6.0,0.022483767871218786,3,221,0.36862351761937034,0.00020286932512757146,90.060546875,tensor(0.2507),tensor(0.7757),COMPLETE
404,0.1716364324092865,2023-10-31 17:50:06.112324,2023-10-31 17:50:06.456163,0 days 00:00:00.343839,Tanh,Leaky,Tanh,55,23,22.0,7.0,0.012378246135261404,3,235,0.6148000246519648,3.845176182933574e-05,137.07482761290015,tensor(0.1716),tensor(0.8289),COMPLETE
405,0.14730620384216309,2023-10-31 17:50:06.456606,2023-10-31 17:50:06.824482,0 days 00:00:00.367876,Tanh,Leaky,Tanh,61,23,22.0,10.0,0.007546823729286248,3,285,0.7322355468617693,8.163400869685735e-05,74.66975086491283,tensor(0.1473),tensor(0.8622),COMPLETE
406,0.23478391766548157,2023-10-31 17:50:06.824936,2023-10-31 17:50:08.552902,0 days 00:00:01.727966,Tanh,Leaky,ReLU,50,24,23.0,9.0,0.00018104853032569677,3,304,0.42331619158126216,2.151068232921966e-05,293.6928919240048,tensor(0.2348),tensor(0.7962),COMPLETE
407,0.1546279489994049,2023-10-31 17:50:08.553321,2023-10-31 17:50:09.352758,0 days 00:00:00.799437,Tanh,Leaky,Tanh,64,24,22.0,23.0,0.0015200287807417166,3,229,0.6894079951414424,0.0017358309376943163,83.30259637271656,tensor(0.1546),tensor(0.8570),COMPLETE
408,0.16375841200351715,2023-10-31 17:50:09.353185,2023-10-31 17:50:09.691178,0 days 00:00:00.337993,Tanh,,,53,23,,,0.014289947809539679,1,218,0.7115245262258063,2.5853573701767385e-05,83.68482940673829,tensor(0.1638),tensor(0.8463),COMPLETE
409,0.182825967669487,2023-10-31 17:50:09.691571,2023-10-31 17:50:10.038585,0 days 00:00:00.347014,Sigmoid,Leaky,Tanh,57,23,23.0,11.0,0.03679188581490041,3,271,0.6623347400748418,6.706070394214429e-05,92.85607652664184,tensor(0.1828),tensor(0.8118),COMPLETE
410,0.24348504841327667,2023-10-31 17:50:10.039026,2023-10-31 17:50:10.134797,0 days 00:00:00.095771,ReLU,Leaky,Tanh,59,24,22.0,8.0,0.009908177638026839,3,476,0.15767578130260498,0.0003343530855757984,105.6830142211914,tensor(0.2435),tensor(0.7294),COMPLETE
411,0.19262994825839996,2023-10-31 17:50:10.135200,2023-10-31 17:50:10.576775,0 days 00:00:00.441575,Tanh,Leaky,Tanh,47,24,21.0,10.0,0.017850325681082878,3,240,0.5884353066525948,0.0002807997671025589,165.11427703857422,tensor(0.1926),tensor(0.7975),COMPLETE
412,0.2441622018814087,2023-10-31 17:50:10.577210,2023-10-31 17:50:11.115571,0 days 00:00:00.538361,Tanh,Sigmoid,Leaky,27,23,22.0,22.0,0.0067209285508886005,3,248,0.39866130107164566,4.485030219821712e-05,152.37755413713126,tensor(0.2442),tensor(0.7854),COMPLETE
413,0.17569798231124878,2023-10-31 17:50:11.116029,2023-10-31 17:50:11.768358,0 days 00:00:00.652329,ReLU,Leaky,Tanh,22,5,21.0,14.0,0.008228752650698697,3,262,0.7490692208866211,0.00040239590708813583,69.79193216211655,tensor(0.1757),tensor(0.8418),COMPLETE
414,0.15067237615585327,2023-10-31 17:50:11.768777,2023-10-31 17:50:12.175753,0 days 00:00:00.406976,Tanh,Leaky,Tanh,49,13,15.0,16.0,0.011781750570891687,3,214,0.6947056900769467,0.00015601300366267125,84.5150526137579,tensor(0.1507),tensor(0.8551),COMPLETE
415,0.1648138016462326,2023-10-31 17:50:12.176212,2023-10-31 17:50:13.040468,0 days 00:00:00.864256,Tanh,Leaky,Sigmoid,55,23,17.0,17.0,0.0028926555383230906,3,225,0.6322686749564346,0.00023273211263656683,96.12299192936048,tensor(0.1648),tensor(0.8489),COMPLETE
416,0.1693909764289856,2023-10-31 17:50:13.040907,2023-10-31 17:50:13.360013,0 days 00:00:00.319106,ReLU,Tanh,Tanh,70,24,24.0,15.0,0.01385115620188422,3,276,0.6521917340077752,0.0005421104862210705,75.45703125,tensor(0.1694),tensor(0.8347),COMPLETE
417,0.2272878736257553,2023-10-31 17:50:13.360437,2023-10-31 17:50:13.657587,0 days 00:00:00.297150,Tanh,Leaky,Tanh,45,24,23.0,21.0,0.02943569279618367,3,294,0.723480794818014,0.014769915572612287,77.21079606276292,tensor(0.2273),tensor(0.7950),COMPLETE
418,0.21105670928955078,2023-10-31 17:50:13.658013,2023-10-31 17:50:13.936573,0 days 00:00:00.278560,Tanh,Leaky,,84,23,22.0,,0.060402139372472775,2,251,0.43674177317653057,7.589520126609766e-05,113.93832419259208,tensor(0.2111),tensor(0.8141),COMPLETE
419,0.13927502930164337,2023-10-31 17:50:13.936998,2023-10-31 17:50:14.345201,0 days 00:00:00.408203,Tanh,Leaky,Tanh,52,23,21.0,13.0,0.009647911840687766,3,236,0.6790379170587602,0.00012241167666000432,91.82942369249132,tensor(0.1393),tensor(0.8704),COMPLETE
420,0.17098423838615417,2023-10-31 17:50:14.345601,2023-10-31 17:50:14.890426,0 days 00:00:00.544825,ReLU,Leaky,Tanh,52,22,21.0,11.0,0.008654935029218396,3,233,0.7742947906683392,0.00012062881092067247,100.94865158368957,tensor(0.1710),tensor(0.8498),COMPLETE
421,0.15059439837932587,2023-10-31 17:50:14.890838,2023-10-31 17:50:15.246952,0 days 00:00:00.356114,Tanh,Leaky,Tanh,51,24,21.0,13.0,0.010212580796126254,3,242,0.6948811899201973,0.00010994985546847606,84.97587935988967,tensor(0.1506),tensor(0.8500),COMPLETE
422,0.19038479030132294,2023-10-31 17:50:15.247340,2023-10-31 17:50:15.419549,0 days 00:00:00.172209,Tanh,Leaky,Tanh,53,23,21.0,9.0,0.08693972338420085,3,234,0.736402287677565,0.00013749546751448075,107.62133229573568,tensor(0.1904),tensor(0.7913),COMPLETE
423,0.23902785778045654,2023-10-31 17:50:15.419979,2023-10-31 17:50:15.572121,0 days 00:00:00.152142,ReLU,Leaky,Tanh,47,24,22.0,12.0,0.005725395185584981,3,261,0.20310401842757736,9.429331390497939e-05,118.27651895059121,tensor(0.2390),tensor(0.7468),COMPLETE
424,0.14702506363391876,2023-10-31 17:50:15.572532,2023-10-31 17:50:16.210226,0 days 00:00:00.637694,Tanh,Leaky,Tanh,49,16,22.0,24.0,0.007103266383842518,3,250,0.6732575407930652,0.00017307844056274415,75.73817231314523,tensor(0.1470),tensor(0.8643),COMPLETE
425,0.24799641966819763,2023-10-31 17:50:16.210648,2023-10-31 17:50:16.347014,0 days 00:00:00.136366,Leaky,Leaky,Tanh,51,22,21.0,15.0,0.009253091185295555,3,227,0.2944704364486601,0.0012824336593752986,255.67923065185548,tensor(0.2480),tensor(0.7674),COMPLETE
426,0.22220851480960846,2023-10-31 17:50:16.347443,2023-10-31 17:50:16.652370,0 days 00:00:00.304927,Tanh,Leaky,Tanh,49,23,24.0,11.0,0.005066087647172091,3,240,0.6057043686850482,3.4712504250569606e-05,345.4589242374196,tensor(0.2222),tensor(0.7983),COMPLETE
427,0.25175032019615173,2023-10-31 17:50:16.652772,2023-10-31 17:50:16.791012,0 days 00:00:00.138240,ReLU,Leaky,Leaky,54,24,23.0,16.0,0.010804602434966275,3,270,0.3744979777380848,5.209886559378604e-05,119.22303953624908,tensor(0.2518),tensor(0.7859),COMPLETE
428,0.14667725563049316,2023-10-31 17:50:16.791458,2023-10-31 17:50:17.789765,0 days 00:00:00.998307,Tanh,Leaky,Tanh,35,23,22.0,24.0,0.007579718602979281,3,284,0.7094277801428036,0.00010204698605701607,74.21885059497974,tensor(0.1467),tensor(0.8623),COMPLETE
429,0.23550981283187866,2023-10-31 17:50:17.790207,2023-10-31 17:50:18.340189,0 days 00:00:00.549982,Sigmoid,Leaky,Tanh,50,22,14.0,10.0,0.00642640359304039,3,311,0.2429349034393743,2.7953993862381402e-05,401.1872697595048,tensor(0.2355),tensor(0.7779),COMPLETE
430,0.13697262108325958,2023-10-31 17:50:18.340618,2023-10-31 17:50:18.683885,0 days 00:00:00.343267,Leaky,Leaky,Tanh,44,23,23.0,12.0,0.01611650244447899,3,330,0.686301850227248,0.00012680832090154005,78.16000032424927,tensor(0.1370),tensor(0.8717),COMPLETE
431,0.13823530077934265,2023-10-31 17:50:18.684325,2023-10-31 17:50:19.016787,0 days 00:00:00.332462,Leaky,Leaky,Tanh,45,24,23.0,12.0,0.02192195823445341,3,331,0.6720080318552668,0.00011848034308395628,80.15272998809814,tensor(0.1382),tensor(0.8692),COMPLETE
432,0.1894226372241974,2023-10-31 17:50:19.017228,2023-10-31 17:50:19.229679,0 days 00:00:00.212451,Leaky,Leaky,Tanh,45,24,23.0,12.0,0.023137805449349534,3,328,0.6263395300330067,0.00013901871572017576,98.04546737670898,tensor(0.1894),tensor(0.8158),COMPLETE
433,0.15966081619262695,2023-10-31 17:50:19.230088,2023-10-31 17:50:19.504697,0 days 00:00:00.274609,Leaky,Leaky,Tanh,44,24,24.0,13.0,0.020320614455134903,3,327,0.6575214699487621,0.00012009556867365887,75.20326232910156,tensor(0.1597),tensor(0.8452),COMPLETE
434,0.14908257126808167,2023-10-31 17:50:19.505112,2023-10-31 17:50:19.828576,0 days 00:00:00.323464,Leaky,Leaky,Tanh,43,24,23.0,12.0,0.024787270289936377,3,340,0.6812290645029898,1.252879760191122e-05,77.26659248615134,tensor(0.1491),tensor(0.8647),COMPLETE
435,0.7253159880638123,2023-10-31 17:50:19.829032,2023-10-31 17:50:20.583481,0 days 00:00:00.754449,Leaky,Leaky,ReLU,46,24,23.0,12.0,4.152877252072055e-05,3,319,0.1277025021865656,0.00010076469206621853,87.23593747130009,tensor(0.7253),tensor(0.2823),COMPLETE
436,0.18554547429084778,2023-10-31 17:50:20.583967,2023-10-31 17:50:21.059910,0 days 00:00:00.475943,Leaky,Leaky,Tanh,44,24,22.0,12.0,0.002015788977686449,3,306,0.6363545974311277,8.56091682442834e-05,104.63148244222005,tensor(0.1855),tensor(0.8305),COMPLETE
437,0.24842625856399536,2023-10-31 17:50:21.060353,2023-10-31 17:50:21.187354,0 days 00:00:00.127001,Leaky,Leaky,Tanh,47,23,23.0,11.0,0.01663522489889015,3,349,0.32065107470756515,0.00012924284426287828,106.26944451583059,tensor(0.2484),tensor(0.7722),COMPLETE
438,0.18726438283920288,2023-10-31 17:50:21.187757,2023-10-31 17:50:21.406796,0 days 00:00:00.219039,Leaky,Leaky,Tanh,74,19,24.0,14.0,0.019361214735099892,3,343,0.5432683737185532,6.850441363938679e-05,2137.9214403557053,tensor(0.1873),tensor(0.8303),COMPLETE
439,0.1852782666683197,2023-10-31 17:50:21.407237,2023-10-31 17:50:22.086072,0 days 00:00:00.678835,Leaky,Sigmoid,Tanh,42,24,22.0,13.0,0.025130275186096875,3,357,0.675857713980913,0.002092148638612702,125.57707061767579,tensor(0.1853),tensor(0.8275),COMPLETE
440,0.13817793130874634,2023-10-31 17:50:22.086536,2023-10-31 17:50:22.533454,0 days 00:00:00.446918,Leaky,Leaky,Tanh,46,23,23.0,13.0,0.016854874749278298,3,335,0.7020089860523676,0.00010356894142157471,76.61908899351607,tensor(0.1382),tensor(0.8631),COMPLETE
441,0.19849500060081482,2023-10-31 17:50:22.533868,2023-10-31 17:50:22.900507,0 days 00:00:00.366639,Leaky,Leaky,Tanh,45,23,24.0,13.0,0.02156879785775622,3,323,0.5791898140464478,8.2703147856299e-05,121.47327683611614,tensor(0.1985),tensor(0.8209),COMPLETE
442,0.13899661600589752,2023-10-31 17:50:22.900958,2023-10-31 17:50:23.310534,0 days 00:00:00.409576,Leaky,Leaky,Sigmoid,43,23,23.0,13.0,0.01721756146448529,3,345,0.7047917381853954,0.000153639918649034,85.79078814857884,tensor(0.1390),tensor(0.8515),COMPLETE
443,0.14604908227920532,2023-10-31 17:50:23.310975,2023-10-31 17:50:23.724238,0 days 00:00:00.413263,Leaky,Leaky,Sigmoid,42,23,23.0,12.0,0.016790599197576913,3,337,0.7111560249125062,0.00014582914830706323,70.74761344291069,tensor(0.1460),tensor(0.8577),COMPLETE
444,0.19226504862308502,2023-10-31 17:50:23.724715,2023-10-31 17:50:24.161035,0 days 00:00:00.436320,Leaky,,,40,23,,,0.03267621105981812,1,334,0.7308447275430695,0.00011728217480698896,67.36261148805971,tensor(0.1923),tensor(0.8077),COMPLETE
445,0.13463552296161652,2023-10-31 17:50:24.161463,2023-10-31 17:50:24.503039,0 days 00:00:00.341576,Leaky,Leaky,Sigmoid,43,23,24.0,13.0,0.01840750519452667,3,332,0.6862845726175579,1.6672616474119832e-05,85.70422707834551,tensor(0.1346),tensor(0.8682),COMPLETE
446,0.22374384105205536,2023-10-31 17:50:24.503488,2023-10-31 17:50:24.674479,0 days 00:00:00.170991,Leaky,Tanh,Sigmoid,43,23,24.0,13.0,0.02939279233886396,3,359,0.6132365807027506,1.0408746480292072e-05,148.3944544474284,tensor(0.2237),tensor(0.8033),COMPLETE
447,0.15550649166107178,2023-10-31 17:50:24.674910,2023-10-31 17:50:25.105620,0 days 00:00:00.430710,Leaky,Leaky,Sigmoid,44,23,23.0,14.0,0.019685663198902126,3,344,0.654520491883505,1.6100661518085e-05,77.24610262138899,tensor(0.1555),tensor(0.8532),COMPLETE
448,0.16522309184074402,2023-10-31 17:50:25.106070,2023-10-31 17:50:25.497996,0 days 00:00:00.391926,Leaky,Leaky,Sigmoid,42,23,24.0,13.0,0.021766334172626235,3,331,0.6838285896622726,0.0015395325322042856,97.09682740105524,tensor(0.1652),tensor(0.8489),COMPLETE
449,0.16798250377178192,2023-10-31 17:50:25.498417,2023-10-31 17:50:25.752209,0 days 00:00:00.253792,Leaky,Leaky,Sigmoid,46,22,24.0,13.0,0.016760929261741282,3,338,0.6367494001145454,0.00016498715417621965,83.10783111572266,tensor(0.1680),tensor(0.8370),COMPLETE
450,0.2314346730709076,2023-10-31 17:50:25.752624,2023-10-31 17:50:25.957127,0 days 00:00:00.204503,Leaky,Leaky,Sigmoid,41,23,24.0,14.0,0.02557650426457862,3,324,0.45428877197370965,0.000872668836864399,129.64413452148438,tensor(0.2314),tensor(0.7601),COMPLETE
451,0.1536910980939865,2023-10-31 17:50:25.957568,2023-10-31 17:50:26.333258,0 days 00:00:00.375690,Leaky,Leaky,Leaky,44,23,24.0,13.0,0.019008154882730947,3,353,0.6965598059866003,0.00010028127004519135,87.32613263811383,tensor(0.1537),tensor(0.8415),COMPLETE
452,0.2622336149215698,2023-10-31 17:50:26.333689,2023-10-31 17:50:26.479674,0 days 00:00:00.145985,Leaky,Leaky,Sigmoid,40,23,23.0,14.0,0.01638551088621727,3,330,0.3489262348672403,1.3360522172181937e-05,166.77927679764596,tensor(0.2622),tensor(0.7730),COMPLETE
453,0.18067079782485962,2023-10-31 17:50:26.480118,2023-10-31 17:50:26.889248,0 days 00:00:00.409130,Leaky,Leaky,Sigmoid,47,23,23.0,13.0,0.014707361756225282,3,348,0.4870977351713011,0.0001246837200112069,276.9533004760742,tensor(0.1807),tensor(0.8387),COMPLETE
454,0.8025381565093994,2023-10-31 17:50:26.889664,2023-10-31 17:50:27.883423,0 days 00:00:00.993759,Leaky,Leaky,Sigmoid,43,24,23.0,12.0,2.7430897124815326e-05,3,321,0.18005581467049953,0.0025244149366875704,104.36957854273906,tensor(0.8025),tensor(0.1989),COMPLETE
455,0.24939249455928802,2023-10-31 17:50:27.883840,2023-10-31 17:50:28.036719,0 days 00:00:00.152879,Leaky,Leaky,Leaky,45,22,23.0,13.0,0.02768426911240275,3,149,0.26151236387773374,0.00016150786534139606,170.85189056396484,tensor(0.2494),tensor(0.7423),COMPLETE
456,0.2353612631559372,2023-10-31 17:50:28.037125,2023-10-31 17:50:28.282194,0 days 00:00:00.245069,Leaky,Leaky,Sigmoid,39,23,23.0,14.0,0.020696134086238153,3,338,0.2863595835995428,0.0007243517656704588,1596.9086630178053,tensor(0.2354),tensor(0.7792),COMPLETE
457,0.1637905091047287,2023-10-31 17:50:28.282611,2023-10-31 17:50:28.629006,0 days 00:00:00.346395,Leaky,Leaky,Sigmoid,77,11,24.0,13.0,0.014434370242993145,3,315,0.7494344996730989,0.00116982479023803,77.10808732774522,tensor(0.1638),tensor(0.8478),COMPLETE
458,0.24349777400493622,2023-10-31 17:50:28.629429,2023-10-31 17:50:28.736026,0 days 00:00:00.106597,Leaky,Leaky,Sigmoid,96,24,23.0,12.0,0.015151944760035212,3,315,0.27385550978328493,0.00010516522338923006,244.89390035775992,tensor(0.2435),tensor(0.7696),COMPLETE
