number,value,datetime_start,datetime_complete,duration,params_a_1,params_a_2,params_batch_size,params_l_1,params_l_2,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,user_attrs_mse,state
471,0.2576166093349457,2023-10-30 14:55:17.272037,2023-10-30 14:55:19.690742,0 days 00:00:02.418705,ReLU,Tanh,70,3,16.0,0.01,2,250,0.8,0.001,"tensor(0.2576, device='cuda:0')",COMPLETE
472,0.31554558873176575,2023-10-30 14:55:19.691212,2023-10-30 14:55:23.708442,0 days 00:00:04.017230,ReLU,Sigmoid,20,9,17.0,0.01,2,300,0.4,1e-05,"tensor(0.3155, device='cuda:0')",COMPLETE
473,0.24683928489685059,2023-10-30 14:55:23.708940,2023-10-30 14:55:27.062528,0 days 00:00:03.353588,ReLU,Sigmoid,70,24,15.0,0.01,2,350,0.8,0.001,"tensor(0.2468, device='cuda:0')",COMPLETE
474,0.23533178865909576,2023-10-30 14:55:27.062997,2023-10-30 14:55:30.442390,0 days 00:00:03.379393,ReLU,Sigmoid,70,18,15.0,0.01,2,350,0.8,0.001,"tensor(0.2353, device='cuda:0')",COMPLETE
475,0.39652279019355774,2023-10-30 14:55:30.442868,2023-10-30 14:55:33.823195,0 days 00:00:03.380327,ReLU,Sigmoid,70,18,14.0,0.01,2,350,0.8,0.001,"tensor(0.3965, device='cuda:0')",COMPLETE
476,0.35016223788261414,2023-10-30 14:55:33.823670,2023-10-30 14:55:37.158531,0 days 00:00:03.334861,ReLU,Tanh,70,18,15.0,0.0001,2,350,0.8,0.001,"tensor(0.3502, device='cuda:0')",COMPLETE
477,0.26808232069015503,2023-10-30 14:55:37.158997,2023-10-30 14:55:40.470475,0 days 00:00:03.311478,ReLU,Sigmoid,70,18,15.0,0.01,2,350,0.8,0.001,"tensor(0.2681, device='cuda:0')",COMPLETE
478,0.4134058952331543,2023-10-30 14:55:40.470928,2023-10-30 14:55:43.830438,0 days 00:00:03.359510,ReLU,Sigmoid,70,17,15.0,0.01,2,350,0.8,0.001,"tensor(0.4134, device='cuda:0')",COMPLETE
479,0.37461593747138977,2023-10-30 14:55:43.830885,2023-10-30 14:55:46.432748,0 days 00:00:02.601863,ReLU,Tanh,70,19,15.0,0.001,2,350,0.6,0.001,"tensor(0.3746, device='cuda:0')",COMPLETE
480,0.25020575523376465,2023-10-30 14:55:46.433247,2023-10-30 14:55:49.754844,0 days 00:00:03.321597,ReLU,ReLU,70,17,15.0,0.01,2,350,0.8,0.001,"tensor(0.2502, device='cuda:0')",COMPLETE
481,0.4783116281032562,2023-10-30 14:55:49.755326,2023-10-30 14:55:53.055185,0 days 00:00:03.299859,ReLU,Sigmoid,70,18,14.0,0.01,2,350,0.8,0.001,"tensor(0.4783, device='cuda:0')",COMPLETE
482,0.2959338426589966,2023-10-30 14:55:53.055673,2023-10-30 14:55:54.822575,0 days 00:00:01.766902,ReLU,Sigmoid,80,16,14.0,0.01,2,200,0.8,0.001,"tensor(0.2959, device='cuda:0')",COMPLETE
483,0.33813318610191345,2023-10-30 14:55:54.823052,2023-10-30 14:56:02.239475,0 days 00:00:07.416423,ReLU,Tanh,10,19,10.0,0.01,2,150,0.8,0.001,"tensor(0.3381, device='cuda:0')",COMPLETE
484,0.5544009804725647,2023-10-30 14:56:02.239992,2023-10-30 14:56:07.841786,0 days 00:00:05.601794,ReLU,Sigmoid,30,9,15.0,0.01,2,300,0.8,0.001,"tensor(0.5544, device='cuda:0')",COMPLETE
485,0.2523094415664673,2023-10-30 14:56:07.842243,2023-10-30 14:56:12.110196,0 days 00:00:04.267953,Leaky,Leaky,50,23,14.0,0.01,2,350,0.8,0.001,"tensor(0.2523, device='cuda:0')",COMPLETE
486,0.42467623949050903,2023-10-30 14:56:12.110673,2023-10-30 14:56:12.991470,0 days 00:00:00.880797,Tanh,Sigmoid,70,8,13.0,0.01,2,100,0.7,0.001,"tensor(0.4247, device='cuda:0')",COMPLETE
487,0.34620776772499084,2023-10-30 14:56:12.991929,2023-10-30 14:56:20.810277,0 days 00:00:07.818348,ReLU,Tanh,20,16,11.0,0.01,2,300,0.8,0.001,"tensor(0.3462, device='cuda:0')",COMPLETE
488,0.3733903467655182,2023-10-30 14:56:20.810803,2023-10-30 14:56:21.396926,0 days 00:00:00.586123,ReLU,Sigmoid,70,12,15.0,0.01,2,200,0.2,0.001,"tensor(0.3734, device='cuda:0')",COMPLETE
489,0.3138631582260132,2023-10-30 14:56:21.397402,2023-10-30 14:56:25.441873,0 days 00:00:04.044471,ReLU,Sigmoid,20,24,16.0,0.01,2,150,0.8,0.001,"tensor(0.3139, device='cuda:0')",COMPLETE
490,0.38149675726890564,2023-10-30 14:56:25.442382,2023-10-30 14:56:28.436961,0 days 00:00:02.994579,ReLU,Tanh,70,11,16.0,0.01,2,300,0.8,0.001,"tensor(0.3815, device='cuda:0')",COMPLETE
491,1.1623390913009644,2023-10-30 14:56:28.437449,2023-10-30 14:56:31.797087,0 days 00:00:03.359638,ReLU,Sigmoid,70,7,17.0,1e-05,2,350,0.8,0.1,"tensor(1.1623, device='cuda:0')",COMPLETE
492,0.7361348271369934,2023-10-30 14:56:31.797565,2023-10-30 14:56:39.792918,0 days 00:00:07.995353,ReLU,Sigmoid,20,15,1.0,0.01,2,300,0.8,0.001,"tensor(0.7361, device='cuda:0')",COMPLETE
493,0.4035531282424927,2023-10-30 14:56:39.793448,2023-10-30 14:56:42.923079,0 days 00:00:03.129631,Leaky,ReLU,80,18,14.0,0.001,2,350,0.8,1e-05,"tensor(0.4036, device='cuda:0')",COMPLETE
494,0.2785113751888275,2023-10-30 14:56:42.923621,2023-10-30 14:56:44.509712,0 days 00:00:01.586091,ReLU,Sigmoid,100,17,15.0,0.01,2,200,0.8,0.001,"tensor(0.2785, device='cuda:0')",COMPLETE
495,0.4951411783695221,2023-10-30 14:56:44.510192,2023-10-30 14:56:45.104166,0 days 00:00:00.593974,Tanh,Tanh,70,22,16.0,0.01,2,150,0.3,0.001,"tensor(0.4951, device='cuda:0')",COMPLETE
496,0.28355899453163147,2023-10-30 14:56:45.104664,2023-10-30 14:56:47.978296,0 days 00:00:02.873632,ReLU,Sigmoid,70,20,6.0,0.01,2,300,0.8,0.001,"tensor(0.2836, device='cuda:0')",COMPLETE
497,0.48904919624328613,2023-10-30 14:56:47.978797,2023-10-30 14:56:49.388767,0 days 00:00:01.409970,ReLU,Sigmoid,20,19,13.0,0.01,2,350,0.1,0.01,"tensor(0.4890, device='cuda:0')",COMPLETE
498,0.36632174253463745,2023-10-30 14:56:49.389279,2023-10-30 14:56:52.306087,0 days 00:00:02.916808,ReLU,Tanh,70,9,15.0,0.01,2,300,0.8,0.001,"tensor(0.3663, device='cuda:0')",COMPLETE
499,0.3677791655063629,2023-10-30 14:56:52.306584,2023-10-30 14:57:00.608958,0 days 00:00:08.302374,ReLU,,10,23,,0.01,1,200,0.8,0.001,"tensor(0.3678, device='cuda:0')",COMPLETE
