number,value,datetime_start,datetime_complete,duration,params_a_1,params_a_2,params_batch_size,params_l_1,params_l_2,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,user_attrs_mse,state
235,0.39498886466026306,2023-10-30 14:38:02.260252,2023-10-30 14:38:06.906003,0 days 00:00:04.645751,Sigmoid,Sigmoid,70,22,17.0,0.01,2,500,0.8,0.0001,"tensor(0.3950, device='cuda:0')",COMPLETE
236,0.2510375678539276,2023-10-30 14:38:06.906436,2023-10-30 14:38:12.640295,0 days 00:00:05.733859,Sigmoid,Sigmoid,40,24,19.0,0.01,2,400,0.8,0.0001,"tensor(0.2510, device='cuda:0')",COMPLETE
237,0.3660551905632019,2023-10-30 14:38:12.640740,2023-10-30 14:38:19.780190,0 days 00:00:07.139450,Sigmoid,Sigmoid,40,24,20.0,0.01,2,500,0.8,0.0001,"tensor(0.3661, device='cuda:0')",COMPLETE
238,0.31605011224746704,2023-10-30 14:38:19.780628,2023-10-30 14:38:25.531705,0 days 00:00:05.751077,Sigmoid,Sigmoid,40,24,19.0,0.01,2,400,0.8,0.0001,"tensor(0.3161, device='cuda:0')",COMPLETE
239,0.3485865592956543,2023-10-30 14:38:25.532138,2023-10-30 14:38:27.818130,0 days 00:00:02.285992,Sigmoid,Sigmoid,40,23,16.0,0.1,2,400,0.3,0.0001,"tensor(0.3486, device='cuda:0')",COMPLETE
240,0.3493921160697937,2023-10-30 14:38:27.818561,2023-10-30 14:38:33.516945,0 days 00:00:05.698384,Sigmoid,Sigmoid,40,24,20.0,0.01,2,400,0.8,0.0001,"tensor(0.3494, device='cuda:0')",COMPLETE
241,0.435616135597229,2023-10-30 14:38:33.517385,2023-10-30 14:38:34.948532,0 days 00:00:01.431147,Sigmoid,Sigmoid,40,23,19.0,0.01,2,100,0.8,0.0001,"tensor(0.4356, device='cuda:0')",COMPLETE
242,0.35065266489982605,2023-10-30 14:38:34.948964,2023-10-30 14:38:38.706425,0 days 00:00:03.757461,ReLU,Sigmoid,70,22,18.0,0.01,2,400,0.8,0.0001,"tensor(0.3507, device='cuda:0')",COMPLETE
243,0.4139329791069031,2023-10-30 14:38:38.706857,2023-10-30 14:38:41.327859,0 days 00:00:02.621002,ReLU,Sigmoid,80,14,16.0,0.01,2,300,0.8,0.0001,"tensor(0.4139, device='cuda:0')",COMPLETE
244,0.9464426636695862,2023-10-30 14:38:41.328286,2023-10-30 14:38:48.565865,0 days 00:00:07.237579,ReLU,Sigmoid,40,21,15.0,0.01,2,500,0.8,0.1,"tensor(0.9464, device='cuda:0')",COMPLETE
245,0.5017266869544983,2023-10-30 14:38:48.566292,2023-10-30 14:38:51.851539,0 days 00:00:03.285247,Sigmoid,Leaky,70,2,22.0,0.01,2,350,0.8,0.0001,"tensor(0.5017, device='cuda:0')",COMPLETE
246,0.3171516954898834,2023-10-30 14:38:51.851973,2023-10-30 14:38:55.156445,0 days 00:00:03.304472,ReLU,Sigmoid,70,24,16.0,0.01,2,350,0.8,0.001,"tensor(0.3172, device='cuda:0')",COMPLETE
247,0.32330310344696045,2023-10-30 14:38:55.156866,2023-10-30 14:38:56.627056,0 days 00:00:01.470190,ReLU,Sigmoid,70,20,15.0,0.01,2,150,0.8,0.0001,"tensor(0.3233, device='cuda:0')",COMPLETE
248,0.9032504558563232,2023-10-30 14:38:56.627478,2023-10-30 14:38:59.641316,0 days 00:00:03.013838,Sigmoid,Sigmoid,80,21,21.0,1e-05,2,350,0.8,0.001,"tensor(0.9033, device='cuda:0')",COMPLETE
249,0.279254674911499,2023-10-30 14:38:59.641739,2023-10-30 14:39:04.384964,0 days 00:00:04.743225,ReLU,ReLU,70,20,17.0,0.01,2,500,0.8,0.01,"tensor(0.2793, device='cuda:0')",COMPLETE
250,0.3901662528514862,2023-10-30 14:39:04.385430,2023-10-30 14:39:04.981661,0 days 00:00:00.596231,ReLU,Sigmoid,60,23,12.0,0.01,2,350,0.1,0.001,"tensor(0.3902, device='cuda:0')",COMPLETE
251,0.4476233124732971,2023-10-30 14:39:04.982078,2023-10-30 14:39:10.800021,0 days 00:00:05.817943,ReLU,Tanh,40,7,16.0,0.01,2,400,0.8,0.001,"tensor(0.4476, device='cuda:0')",COMPLETE
252,0.38415008783340454,2023-10-30 14:39:10.800501,2023-10-30 14:39:12.874521,0 days 00:00:02.074020,Sigmoid,Sigmoid,70,15,15.0,0.01,2,350,0.5,0.001,"tensor(0.3842, device='cuda:0')",COMPLETE
253,0.2786444425582886,2023-10-30 14:39:12.874971,2023-10-30 14:39:15.087282,0 days 00:00:02.212311,ReLU,Tanh,70,22,8.0,0.01,2,450,0.4,0.001,"tensor(0.2786, device='cuda:0')",COMPLETE
254,0.3562845289707184,2023-10-30 14:39:15.087730,2023-10-30 14:39:32.151227,0 days 00:00:17.063497,ReLU,Sigmoid,10,21,18.0,0.01,2,350,0.8,1e-05,"tensor(0.3563, device='cuda:0')",COMPLETE
255,0.35633519291877747,2023-10-30 14:39:32.151739,2023-10-30 14:39:32.608918,0 days 00:00:00.457179,ReLU,Tanh,80,14,11.0,0.01,2,50,0.8,0.001,"tensor(0.3563, device='cuda:0')",COMPLETE
256,0.31087520718574524,2023-10-30 14:39:32.609340,2023-10-30 14:39:37.290010,0 days 00:00:04.680670,Sigmoid,Sigmoid,70,24,16.0,0.001,2,500,0.8,0.0001,"tensor(0.3109, device='cuda:0')",COMPLETE
257,0.30495181679725647,2023-10-30 14:39:37.290459,2023-10-30 14:39:40.627564,0 days 00:00:03.337105,ReLU,Tanh,70,19,13.0,0.01,2,350,0.8,0.001,"tensor(0.3050, device='cuda:0')",COMPLETE
258,0.4098171889781952,2023-10-30 14:39:40.628000,2023-10-30 14:39:44.383635,0 days 00:00:03.755635,Leaky,Sigmoid,40,21,15.0,0.0001,2,350,0.6,0.001,"tensor(0.4098, device='cuda:0')",COMPLETE
259,0.22846022248268127,2023-10-30 14:39:44.384049,2023-10-30 14:39:48.272485,0 days 00:00:03.888436,ReLU,Tanh,20,22,17.0,0.01,2,150,0.8,0.001,"tensor(0.2285, device='cuda:0')",COMPLETE
260,0.30490797758102417,2023-10-30 14:39:48.272911,2023-10-30 14:39:52.113541,0 days 00:00:03.840630,ReLU,Sigmoid,20,22,17.0,0.01,2,150,0.8,0.001,"tensor(0.3049, device='cuda:0')",COMPLETE
261,0.29711994528770447,2023-10-30 14:39:52.113974,2023-10-30 14:39:55.952181,0 days 00:00:03.838207,Sigmoid,Tanh,20,23,17.0,0.01,2,150,0.8,0.001,"tensor(0.2971, device='cuda:0')",COMPLETE
262,0.39046338200569153,2023-10-30 14:39:55.952641,2023-10-30 14:39:57.283787,0 days 00:00:01.331146,ReLU,ReLU,80,22,16.0,0.01,2,150,0.8,0.0001,"tensor(0.3905, device='cuda:0')",COMPLETE
263,0.47601425647735596,2023-10-30 14:39:57.284221,2023-10-30 14:39:58.694525,0 days 00:00:01.410304,Tanh,,60,21,,0.01,1,150,0.8,0.001,"tensor(0.4760, device='cuda:0')",COMPLETE
264,0.3131258487701416,2023-10-30 14:39:58.694959,2023-10-30 14:40:07.693188,0 days 00:00:08.998229,ReLU,Sigmoid,20,20,18.0,0.01,2,350,0.8,0.001,"tensor(0.3131, device='cuda:0')",COMPLETE
265,0.5434589385986328,2023-10-30 14:40:07.693648,2023-10-30 14:40:14.932280,0 days 00:00:07.238632,ReLU,Tanh,40,16,16.0,0.01,2,500,0.8,0.1,"tensor(0.5435, device='cuda:0')",COMPLETE
266,0.3312242925167084,2023-10-30 14:40:14.932711,2023-10-30 14:40:23.893251,0 days 00:00:08.960540,Sigmoid,Sigmoid,20,23,13.0,0.01,2,350,0.8,0.001,"tensor(0.3312, device='cuda:0')",COMPLETE
267,0.4210173189640045,2023-10-30 14:40:23.893756,2023-10-30 14:40:24.678421,0 days 00:00:00.784665,ReLU,Tanh,30,22,7.0,0.01,2,150,0.2,0.001,"tensor(0.4210, device='cuda:0')",COMPLETE
268,0.37215757369995117,2023-10-30 14:40:24.678846,2023-10-30 14:40:33.990479,0 days 00:00:09.311633,Tanh,Leaky,20,24,14.0,0.01,2,350,0.8,0.0001,"tensor(0.3722, device='cuda:0')",COMPLETE
269,0.2828759253025055,2023-10-30 14:40:33.990939,2023-10-30 14:40:37.714915,0 days 00:00:03.723976,ReLU,Sigmoid,80,21,17.0,0.01,2,400,0.8,0.001,"tensor(0.2829, device='cuda:0')",COMPLETE
270,0.4393784999847412,2023-10-30 14:40:37.715354,2023-10-30 14:40:53.812353,0 days 00:00:16.096999,Sigmoid,Tanh,10,4,17.0,0.1,2,300,0.8,0.001,"tensor(0.4394, device='cuda:0')",COMPLETE
271,0.465751051902771,2023-10-30 14:40:53.812853,2023-10-30 14:40:55.910767,0 days 00:00:02.097914,ReLU,Sigmoid,70,15,16.0,0.01,2,500,0.3,0.001,"tensor(0.4658, device='cuda:0')",COMPLETE
272,0.5685665607452393,2023-10-30 14:40:55.911193,2023-10-30 14:41:00.460111,0 days 00:00:04.548918,ReLU,Tanh,50,22,15.0,0.01,2,350,0.8,0.01,"tensor(0.5686, device='cuda:0')",COMPLETE
273,0.3629894256591797,2023-10-30 14:41:00.460537,2023-10-30 14:41:01.421322,0 days 00:00:00.960785,Tanh,Sigmoid,70,20,12.0,0.01,2,100,0.8,0.0001,"tensor(0.3630, device='cuda:0')",COMPLETE
274,1.0965847969055176,2023-10-30 14:41:01.421758,2023-10-30 14:41:06.889118,0 days 00:00:05.467360,Sigmoid,Tanh,40,23,18.0,1e-05,2,350,0.8,0.001,"tensor(1.0966, device='cuda:0')",COMPLETE
275,0.44087129831314087,2023-10-30 14:41:06.889560,2023-10-30 14:41:11.645414,0 days 00:00:04.755854,ReLU,Sigmoid,70,21,16.0,0.01,2,500,0.8,0.001,"tensor(0.4409, device='cuda:0')",COMPLETE
276,0.2749442160129547,2023-10-30 14:41:11.645859,2023-10-30 14:41:14.674657,0 days 00:00:03.028798,ReLU,ReLU,80,19,14.0,0.01,2,350,0.8,0.001,"tensor(0.2749, device='cuda:0')",COMPLETE
277,0.39219358563423157,2023-10-30 14:41:14.675081,2023-10-30 14:41:15.275069,0 days 00:00:00.599988,Sigmoid,Tanh,70,20,13.0,0.01,2,350,0.1,0.001,"tensor(0.3922, device='cuda:0')",COMPLETE
278,0.24696873128414154,2023-10-30 14:41:15.275519,2023-10-30 14:41:16.696601,0 days 00:00:01.421082,Tanh,Sigmoid,70,16,16.0,0.01,2,150,0.8,0.0001,"tensor(0.2470, device='cuda:0')",COMPLETE
279,0.3717275857925415,2023-10-30 14:41:16.697027,2023-10-30 14:41:18.281620,0 days 00:00:01.584593,Tanh,Tanh,60,16,19.0,0.01,2,150,0.8,0.0001,"tensor(0.3717, device='cuda:0')",COMPLETE
280,0.3227995038032532,2023-10-30 14:41:18.282053,2023-10-30 14:41:19.697006,0 days 00:00:01.414953,Tanh,Sigmoid,40,15,17.0,0.01,2,150,0.5,0.0001,"tensor(0.3228, device='cuda:0')",COMPLETE
281,0.4247818887233734,2023-10-30 14:41:19.697438,2023-10-30 14:41:21.114366,0 days 00:00:01.416928,Tanh,Sigmoid,70,16,15.0,0.01,2,150,0.8,0.0001,"tensor(0.4248, device='cuda:0')",COMPLETE
282,0.6432961821556091,2023-10-30 14:41:21.114795,2023-10-30 14:41:22.443103,0 days 00:00:01.328308,Tanh,Tanh,80,17,1.0,0.001,2,150,0.8,0.0001,"tensor(0.6433, device='cuda:0')",COMPLETE
283,0.2684316337108612,2023-10-30 14:41:22.443556,2023-10-30 14:41:23.859461,0 days 00:00:01.415905,Tanh,Sigmoid,70,15,9.0,0.01,2,150,0.8,0.0001,"tensor(0.2684, device='cuda:0')",COMPLETE
284,0.6198453307151794,2023-10-30 14:41:23.859900,2023-10-30 14:41:28.771189,0 days 00:00:04.911289,Tanh,Tanh,10,16,12.0,0.0001,2,200,0.4,0.0001,"tensor(0.6198, device='cuda:0')",COMPLETE
285,0.3743106722831726,2023-10-30 14:41:28.771625,2023-10-30 14:41:33.474027,0 days 00:00:04.702402,Sigmoid,Sigmoid,70,14,4.0,0.01,2,500,0.8,0.0001,"tensor(0.3743, device='cuda:0')",COMPLETE
286,0.3197803497314453,2023-10-30 14:41:33.474469,2023-10-30 14:41:36.362048,0 days 00:00:02.887579,Leaky,Tanh,40,23,15.0,0.01,2,200,0.8,1e-05,"tensor(0.3198, device='cuda:0')",COMPLETE
287,0.32507073879241943,2023-10-30 14:41:36.362490,2023-10-30 14:41:36.851484,0 days 00:00:00.488994,Tanh,Sigmoid,70,18,21.0,0.01,2,50,0.8,0.001,"tensor(0.3251, device='cuda:0')",COMPLETE
288,0.3229408264160156,2023-10-30 14:41:36.851907,2023-10-30 14:41:39.785668,0 days 00:00:02.933761,Sigmoid,Tanh,80,24,16.0,0.01,2,450,0.6,0.001,"tensor(0.3229, device='cuda:0')",COMPLETE
289,0.2962348461151123,2023-10-30 14:41:39.786092,2023-10-30 14:41:48.843433,0 days 00:00:09.057341,ReLU,Sigmoid,20,15,17.0,0.01,2,400,0.7,0.0001,"tensor(0.2962, device='cuda:0')",COMPLETE
290,0.3017888367176056,2023-10-30 14:41:48.843867,2023-10-30 14:41:50.796087,0 days 00:00:01.952220,Tanh,ReLU,70,16,14.0,0.01,2,200,0.8,0.001,"tensor(0.3018, device='cuda:0')",COMPLETE
291,0.46836885809898376,2023-10-30 14:41:50.796532,2023-10-30 14:41:55.557763,0 days 00:00:04.761231,ReLU,Tanh,70,23,11.0,0.01,2,500,0.8,0.1,"tensor(0.4684, device='cuda:0')",COMPLETE
292,0.3022298812866211,2023-10-30 14:41:55.558194,2023-10-30 14:41:58.314399,0 days 00:00:02.756205,Sigmoid,Sigmoid,30,17,13.0,0.01,2,150,0.8,0.001,"tensor(0.3022, device='cuda:0')",COMPLETE
293,0.2599617540836334,2023-10-30 14:41:58.314852,2023-10-30 14:42:01.263093,0 days 00:00:02.948241,ReLU,Leaky,40,22,16.0,0.01,2,200,0.8,0.001,"tensor(0.2600, device='cuda:0')",COMPLETE
294,0.27780580520629883,2023-10-30 14:42:01.263534,2023-10-30 14:42:04.196176,0 days 00:00:02.932642,ReLU,Leaky,40,22,15.0,0.01,2,200,0.8,0.001,"tensor(0.2778, device='cuda:0')",COMPLETE
295,0.3137565553188324,2023-10-30 14:42:04.196610,2023-10-30 14:42:07.092543,0 days 00:00:02.895933,Tanh,Leaky,40,22,16.0,0.01,2,200,0.8,0.0001,"tensor(0.3138, device='cuda:0')",COMPLETE
296,0.2799471914768219,2023-10-30 14:42:07.092973,2023-10-30 14:42:09.978715,0 days 00:00:02.885742,Sigmoid,Leaky,40,23,17.0,0.01,2,200,0.8,0.001,"tensor(0.2799, device='cuda:0')",COMPLETE
297,0.41812512278556824,2023-10-30 14:42:09.979176,2023-10-30 14:42:10.791050,0 days 00:00:00.811874,ReLU,Leaky,40,22,15.0,0.01,2,200,0.2,0.001,"tensor(0.4181, device='cuda:0')",COMPLETE
298,0.300265908241272,2023-10-30 14:42:10.791482,2023-10-30 14:42:13.686984,0 days 00:00:02.895502,ReLU,Leaky,40,24,18.0,0.01,2,200,0.8,0.001,"tensor(0.3003, device='cuda:0')",COMPLETE
299,0.37358999252319336,2023-10-30 14:42:13.687410,2023-10-30 14:42:15.440341,0 days 00:00:01.752931,Sigmoid,Tanh,80,22,14.0,0.01,2,200,0.8,0.01,"tensor(0.3736, device='cuda:0')",COMPLETE
300,0.2543882429599762,2023-10-30 14:42:15.440783,2023-10-30 14:42:20.811808,0 days 00:00:05.371025,ReLU,Tanh,60,23,16.0,0.1,2,500,0.8,0.0001,"tensor(0.2544, device='cuda:0')",COMPLETE
301,0.3639002740383148,2023-10-30 14:42:20.812237,2023-10-30 14:42:25.487445,0 days 00:00:04.675208,Tanh,,60,23,,0.1,1,500,0.8,0.0001,"tensor(0.3639, device='cuda:0')",COMPLETE
302,0.4012014865875244,2023-10-30 14:42:25.487851,2023-10-30 14:42:27.621487,0 days 00:00:02.133636,ReLU,Tanh,60,23,16.0,0.1,2,500,0.3,0.0001,"tensor(0.4012, device='cuda:0')",COMPLETE
303,0.2965807020664215,2023-10-30 14:42:27.621923,2023-10-30 14:42:33.025527,0 days 00:00:05.403604,ReLU,Leaky,60,24,16.0,0.1,2,500,0.8,0.0001,"tensor(0.2966, device='cuda:0')",COMPLETE
304,0.3586723208427429,2023-10-30 14:42:33.025985,2023-10-30 14:42:38.337251,0 days 00:00:05.311266,Sigmoid,Tanh,60,22,17.0,0.1,2,500,0.8,0.0001,"tensor(0.3587, device='cuda:0')",COMPLETE
305,0.41646721959114075,2023-10-30 14:42:38.337676,2023-10-30 14:42:39.446291,0 days 00:00:01.108615,ReLU,Tanh,50,23,15.0,0.1,2,100,0.7,0.0001,"tensor(0.4165, device='cuda:0')",COMPLETE
306,0.6117282509803772,2023-10-30 14:42:39.446722,2023-10-30 14:42:44.798775,0 days 00:00:05.352053,Tanh,ReLU,60,24,16.0,1e-05,2,500,0.8,0.0001,"tensor(0.6117, device='cuda:0')",COMPLETE
307,0.3987464904785156,2023-10-30 14:42:44.799216,2023-10-30 14:42:45.448311,0 days 00:00:00.649095,ReLU,Tanh,40,21,16.0,0.1,2,300,0.1,0.0001,"tensor(0.3987, device='cuda:0')",COMPLETE
308,0.4684307277202606,2023-10-30 14:42:45.448765,2023-10-30 14:42:55.083220,0 days 00:00:09.634455,Sigmoid,Sigmoid,10,23,17.0,0.01,2,200,0.8,1e-05,"tensor(0.4684, device='cuda:0')",COMPLETE
309,0.23313085734844208,2023-10-30 14:42:55.083716,2023-10-30 14:42:58.943068,0 days 00:00:03.859352,Leaky,Tanh,20,9,14.0,0.001,2,150,0.8,0.0001,"tensor(0.2331, device='cuda:0')",COMPLETE
310,0.40764686465263367,2023-10-30 14:42:58.943508,2023-10-30 14:43:02.796983,0 days 00:00:03.853475,Leaky,Tanh,20,18,13.0,0.001,2,150,0.8,0.001,"tensor(0.4076, device='cuda:0')",COMPLETE
311,0.3138412833213806,2023-10-30 14:43:02.797454,2023-10-30 14:43:05.281299,0 days 00:00:02.483845,Leaky,Tanh,20,8,15.0,0.001,2,150,0.5,0.001,"tensor(0.3138, device='cuda:0')",COMPLETE
312,0.39169496297836304,2023-10-30 14:43:05.281739,2023-10-30 14:43:06.730854,0 days 00:00:01.449115,Leaky,Tanh,70,9,14.0,0.001,2,150,0.8,0.001,"tensor(0.3917, device='cuda:0')",COMPLETE
313,0.32434794306755066,2023-10-30 14:43:06.731297,2023-10-30 14:43:10.639784,0 days 00:00:03.908487,Leaky,Tanh,20,22,13.0,0.001,2,150,0.8,0.0001,"tensor(0.3243, device='cuda:0')",COMPLETE
314,0.3677878677845001,2023-10-30 14:43:10.640235,2023-10-30 14:43:14.493869,0 days 00:00:03.853634,Leaky,Tanh,20,10,14.0,0.001,2,150,0.8,0.001,"tensor(0.3678, device='cuda:0')",COMPLETE
315,0.3841977119445801,2023-10-30 14:43:14.494330,2023-10-30 14:43:19.756371,0 days 00:00:05.262041,Leaky,Tanh,20,8,14.0,0.01,2,400,0.4,0.001,"tensor(0.3842, device='cuda:0')",COMPLETE
316,0.49614959955215454,2023-10-30 14:43:19.756800,2023-10-30 14:43:21.920515,0 days 00:00:02.163715,ReLU,Tanh,60,21,12.0,0.001,2,200,0.8,0.0001,"tensor(0.4961, device='cuda:0')",COMPLETE
317,0.3412984609603882,2023-10-30 14:43:21.921006,2023-10-30 14:43:23.366300,0 days 00:00:01.445294,ReLU,Tanh,70,7,15.0,0.1,2,150,0.8,0.001,"tensor(0.3413, device='cuda:0')",COMPLETE
318,0.340088427066803,2023-10-30 14:43:23.366754,2023-10-30 14:43:24.867404,0 days 00:00:01.500650,Tanh,Tanh,100,22,13.0,0.01,2,200,0.8,0.001,"tensor(0.3401, device='cuda:0')",COMPLETE
319,0.3095114231109619,2023-10-30 14:43:24.867858,2023-10-30 14:43:26.370309,0 days 00:00:01.502451,ReLU,Leaky,70,8,15.0,0.01,2,200,0.6,0.001,"tensor(0.3095, device='cuda:0')",COMPLETE
320,0.7827597856521606,2023-10-30 14:43:26.370757,2023-10-30 14:43:27.672862,0 days 00:00:01.302105,ReLU,Tanh,70,17,16.0,0.0001,2,150,0.7,0.1,"tensor(0.7828, device='cuda:0')",COMPLETE
321,0.2907569408416748,2023-10-30 14:43:27.673315,2023-10-30 14:43:32.845017,0 days 00:00:05.171702,Tanh,ReLU,20,9,15.0,0.01,2,200,0.8,0.0001,"tensor(0.2908, device='cuda:0')",COMPLETE
322,0.2826416790485382,2023-10-30 14:43:32.845485,2023-10-30 14:43:37.106191,0 days 00:00:04.260706,ReLU,Tanh,70,7,16.0,0.01,2,450,0.8,0.001,"tensor(0.2826, device='cuda:0')",COMPLETE
323,0.25775644183158875,2023-10-30 14:43:37.106654,2023-10-30 14:43:40.923278,0 days 00:00:03.816624,ReLU,Tanh,70,14,14.0,0.01,2,400,0.8,0.001,"tensor(0.2578, device='cuda:0')",COMPLETE
324,0.3775084614753723,2023-10-30 14:43:40.923700,2023-10-30 14:43:44.754136,0 days 00:00:03.830436,ReLU,Sigmoid,70,19,14.0,0.01,2,400,0.8,0.001,"tensor(0.3775, device='cuda:0')",COMPLETE
325,0.351969838142395,2023-10-30 14:43:44.754578,2023-10-30 14:43:45.265770,0 days 00:00:00.511192,ReLU,Tanh,70,22,14.0,0.01,2,50,0.8,0.0001,"tensor(0.3520, device='cuda:0')",COMPLETE
326,0.3833364248275757,2023-10-30 14:43:45.266222,2023-10-30 14:43:46.727958,0 days 00:00:01.461736,ReLU,Sigmoid,70,21,15.0,0.01,2,150,0.8,0.001,"tensor(0.3833, device='cuda:0')",COMPLETE
327,0.3950120210647583,2023-10-30 14:43:46.728436,2023-10-30 14:43:50.528204,0 days 00:00:03.799768,ReLU,Tanh,70,13,14.0,0.001,2,400,0.8,0.001,"tensor(0.3950, device='cuda:0')",COMPLETE
328,0.7610970735549927,2023-10-30 14:43:50.528663,2023-10-30 14:44:10.065947,0 days 00:00:19.537284,ReLU,Sigmoid,10,21,15.0,1e-05,2,400,0.8,0.01,"tensor(0.7611, device='cuda:0')",COMPLETE
329,0.381438285112381,2023-10-30 14:44:10.066455,2023-10-30 14:44:11.179876,0 days 00:00:01.113421,ReLU,Tanh,70,17,14.0,0.01,2,400,0.2,0.0001,"tensor(0.3814, device='cuda:0')",COMPLETE
330,0.251756876707077,2023-10-30 14:44:11.180330,2023-10-30 14:44:14.963977,0 days 00:00:03.783647,ReLU,Sigmoid,70,20,16.0,0.01,2,400,0.8,0.001,"tensor(0.2518, device='cuda:0')",COMPLETE
331,0.27144184708595276,2023-10-30 14:44:14.964545,2023-10-30 14:44:18.804169,0 days 00:00:03.839624,ReLU,Tanh,70,20,15.0,0.01,2,400,0.8,0.001,"tensor(0.2714, device='cuda:0')",COMPLETE
332,0.2664102613925934,2023-10-30 14:44:18.804616,2023-10-30 14:44:22.630389,0 days 00:00:03.825773,ReLU,Sigmoid,70,20,13.0,0.01,2,400,0.8,0.001,"tensor(0.2664, device='cuda:0')",COMPLETE
333,0.3282236158847809,2023-10-30 14:44:22.630821,2023-10-30 14:44:26.391147,0 days 00:00:03.760326,ReLU,ReLU,70,19,16.0,0.01,2,400,0.8,0.001,"tensor(0.3282, device='cuda:0')",COMPLETE
334,0.30525168776512146,2023-10-30 14:44:26.391619,2023-10-30 14:44:27.927161,0 days 00:00:01.535542,ReLU,Leaky,70,20,15.0,0.01,2,400,0.3,0.001,"tensor(0.3053, device='cuda:0')",COMPLETE
335,0.33058369159698486,2023-10-30 14:44:27.927610,2023-10-30 14:44:31.705135,0 days 00:00:03.777525,ReLU,Tanh,70,21,16.0,0.01,2,400,0.8,0.001,"tensor(0.3306, device='cuda:0')",COMPLETE
336,0.5050753355026245,2023-10-30 14:44:31.705585,2023-10-30 14:44:34.385268,0 days 00:00:02.679683,ReLU,Sigmoid,60,16,14.0,0.1,2,250,0.8,0.001,"tensor(0.5051, device='cuda:0')",COMPLETE
337,0.321211576461792,2023-10-30 14:44:34.385713,2023-10-30 14:44:37.776500,0 days 00:00:03.390787,ReLU,Tanh,70,20,16.0,0.01,2,400,0.7,0.001,"tensor(0.3212, device='cuda:0')",COMPLETE
338,0.8427702784538269,2023-10-30 14:44:37.776936,2023-10-30 14:44:41.090099,0 days 00:00:03.313163,ReLU,Sigmoid,70,6,13.0,0.0001,2,350,0.8,0.001,"tensor(0.8428, device='cuda:0')",COMPLETE
339,0.446164071559906,2023-10-30 14:44:41.090550,2023-10-30 14:44:41.329654,0 days 00:00:00.239104,ReLU,Tanh,50,14,15.0,0.01,2,100,0.1,0.001,"tensor(0.4462, device='cuda:0')",COMPLETE
340,0.31574547290802,2023-10-30 14:44:41.330107,2023-10-30 14:44:42.339474,0 days 00:00:01.009367,Leaky,,100,21,,0.01,1,150,0.8,0.001,"tensor(0.3157, device='cuda:0')",COMPLETE
341,0.22786085307598114,2023-10-30 14:44:42.339917,2023-10-30 14:44:45.220771,0 days 00:00:02.880854,ReLU,Sigmoid,70,22,17.0,0.01,2,300,0.8,0.001,"tensor(0.2279, device='cuda:0')",COMPLETE
342,0.36540836095809937,2023-10-30 14:44:45.221204,2023-10-30 14:44:48.099484,0 days 00:00:02.878280,ReLU,Sigmoid,70,22,18.0,0.01,2,300,0.8,0.001,"tensor(0.3654, device='cuda:0')",COMPLETE
343,0.24198094010353088,2023-10-30 14:44:48.099936,2023-10-30 14:44:55.841913,0 days 00:00:07.741977,ReLU,Sigmoid,20,22,17.0,0.01,2,300,0.8,0.001,"tensor(0.2420, device='cuda:0')",COMPLETE
344,0.3272680640220642,2023-10-30 14:44:55.842398,2023-10-30 14:45:03.506720,0 days 00:00:07.664322,ReLU,Sigmoid,20,21,17.0,0.01,2,300,0.8,1e-05,"tensor(0.3273, device='cuda:0')",COMPLETE
345,0.4389428496360779,2023-10-30 14:45:03.507196,2023-10-30 14:45:07.062783,0 days 00:00:03.555587,ReLU,Sigmoid,30,22,18.0,0.001,2,300,0.5,0.001,"tensor(0.4389, device='cuda:0')",COMPLETE
346,0.24923627078533173,2023-10-30 14:45:07.063248,2023-10-30 14:45:14.735589,0 days 00:00:07.672341,ReLU,Sigmoid,20,21,17.0,0.01,2,300,0.8,0.001,"tensor(0.2492, device='cuda:0')",COMPLETE
347,0.20308642089366913,2023-10-30 14:45:14.736058,2023-10-30 14:45:22.456297,0 days 00:00:07.720239,ReLU,Sigmoid,20,20,17.0,0.01,2,300,0.8,0.001,"tensor(0.2031, device='cuda:0')",COMPLETE
348,0.3089005649089813,2023-10-30 14:45:22.456758,2023-10-30 14:45:26.488807,0 days 00:00:04.032049,ReLU,Sigmoid,20,21,18.0,0.01,2,300,0.4,0.001,"tensor(0.3089, device='cuda:0')",COMPLETE
349,0.22857338190078735,2023-10-30 14:45:26.489250,2023-10-30 14:45:34.184971,0 days 00:00:07.695721,ReLU,Sigmoid,20,19,19.0,0.01,2,300,0.8,0.001,"tensor(0.2286, device='cuda:0')",COMPLETE
350,0.37453562021255493,2023-10-30 14:45:34.185427,2023-10-30 14:45:41.845218,0 days 00:00:07.659791,ReLU,Sigmoid,20,19,17.0,0.01,2,300,0.8,0.001,"tensor(0.3745, device='cuda:0')",COMPLETE
351,0.32443347573280334,2023-10-30 14:45:41.845697,2023-10-30 14:45:49.626737,0 days 00:00:07.781040,ReLU,Sigmoid,20,9,19.0,0.01,2,300,0.8,0.001,"tensor(0.3244, device='cuda:0')",COMPLETE
352,0.38303685188293457,2023-10-30 14:45:49.627226,2023-10-30 14:45:57.376673,0 days 00:00:07.749447,ReLU,Sigmoid,20,19,19.0,0.01,2,300,0.8,0.001,"tensor(0.3830, device='cuda:0')",COMPLETE
