number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_batch_size,params_fl1,params_fl2,params_fl3,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
85,0.22394560277462006,2023-09-03 09:49:18.559549,2023-09-03 09:49:24.022942,0 days 00:00:05.463393,Tanh,Tanh,,8,19,21.0,,0.002257466442006652,2,100,0.6062329439309199,0.00020520853436526785,COMPLETE
86,0.21260757744312286,2023-09-03 09:49:24.023211,2023-09-03 09:49:30.724147,0 days 00:00:06.700936,Tanh,Tanh,,8,21,23.0,,0.001689723965769083,2,100,0.7469579564748374,0.0001897714728351567,COMPLETE
87,0.21605129539966583,2023-09-03 09:49:30.724430,2023-09-03 09:49:48.853563,0 days 00:00:18.129133,Tanh,Tanh,,2,20,19.0,,0.003654536146097348,2,80,0.6773681792307312,0.00011923249892230203,COMPLETE
88,0.23665833473205566,2023-09-03 09:49:48.853845,2023-09-03 09:49:50.681977,0 days 00:00:01.828132,Tanh,Tanh,,30,16,22.0,,0.0032391192620955236,2,100,0.6448833487936679,9.056552219785822e-05,COMPLETE
89,0.27473175525665283,2023-09-03 09:49:50.682258,2023-09-03 09:49:55.053146,0 days 00:00:04.370888,Sigmoid,Tanh,,12,15,24.0,,0.0008528673146231796,2,100,0.709776937918312,0.0002953772093149389,COMPLETE
90,0.21768908202648163,2023-09-03 09:49:55.053430,2023-09-03 09:50:01.604166,0 days 00:00:06.550736,Tanh,Tanh,,8,18,15.0,,0.0012283880834329413,2,100,0.7377203346174293,0.0001511025210896932,COMPLETE
91,0.20282107591629028,2023-09-03 09:50:01.604449,2023-09-03 09:50:10.323741,0 days 00:00:08.719292,ReLU,Tanh,Leaky,8,16,24.0,16.0,0.001103134799624226,3,100,0.7918844774946979,0.0003933326621724676,COMPLETE
92,0.16522936522960663,2023-09-03 09:50:10.324026,2023-09-03 09:50:17.145375,0 days 00:00:06.821349,ReLU,Tanh,,8,17,24.0,,0.0018341420842454155,2,100,0.7543950793930606,0.00025928914932746034,COMPLETE
93,0.17969118058681488,2023-09-03 09:50:17.145653,2023-09-03 09:50:23.230681,0 days 00:00:06.085028,ReLU,Tanh,,8,17,23.0,,0.0019277774041719813,2,100,0.6713431687791164,0.00020404499649054835,COMPLETE
94,0.19202201068401337,2023-09-03 09:50:23.230954,2023-09-03 09:50:28.634102,0 days 00:00:05.403148,ReLU,Tanh,,8,19,23.0,,0.0026251727909535854,2,100,0.6014348567595993,0.00019617865902343912,COMPLETE
95,0.20598627626895905,2023-09-03 09:50:28.634392,2023-09-03 09:50:34.061557,0 days 00:00:05.427165,ReLU,Tanh,,8,20,23.0,,0.0024269408101218826,2,100,0.5969768464477502,0.00011657183533873244,COMPLETE
96,0.21675604581832886,2023-09-03 09:50:34.061826,2023-09-03 09:50:38.820120,0 days 00:00:04.758294,ReLU,Tanh,,8,19,22.0,,0.0029726081934867087,2,80,0.6619299890903293,0.00024045689896404568,COMPLETE
97,0.19366484880447388,2023-09-03 09:50:38.820383,2023-09-03 09:50:44.442680,0 days 00:00:05.622297,ReLU,Tanh,,8,18,20.0,,0.0014649673472690089,2,100,0.623903249814977,0.00018687172431541856,COMPLETE
98,0.21800273656845093,2023-09-03 09:50:44.442944,2023-09-03 09:50:49.904738,0 days 00:00:05.461794,ReLU,Tanh,,8,18,20.0,,0.001358978465311305,2,100,0.607575174604346,0.0001987911056920696,COMPLETE
99,0.22705106437206268,2023-09-03 09:50:49.905004,2023-09-03 09:50:54.937513,0 days 00:00:05.032509,ReLU,Tanh,,10,15,21.0,,0.0008314503603636268,2,100,0.6857914907247017,0.0003529270710414003,COMPLETE
100,0.18877604603767395,2023-09-03 09:50:54.937771,2023-09-03 09:51:01.872291,0 days 00:00:06.934520,ReLU,Tanh,,8,18,23.0,,0.004440982680483046,2,100,0.7665600382859142,0.0001824119341524011,COMPLETE
101,0.20479372143745422,2023-09-03 09:51:01.872551,2023-09-03 09:51:07.522838,0 days 00:00:05.650287,ReLU,Tanh,,8,18,23.0,,0.00435254382886517,2,100,0.629073825851318,0.00016871228166128263,COMPLETE
102,0.22426503896713257,2023-09-03 09:51:07.523100,2023-09-03 09:51:13.870966,0 days 00:00:06.347866,ReLU,Tanh,,8,22,22.0,,0.0019236151430238946,2,100,0.7034502337250982,0.0003079537716451596,COMPLETE
103,0.2141454815864563,2023-09-03 09:51:13.871238,2023-09-03 09:51:20.749499,0 days 00:00:06.878261,ReLU,Tanh,,8,17,23.0,,0.0015033127128733078,2,100,0.7665548390850674,0.00021191906445737084,COMPLETE
104,0.17353913187980652,2023-09-03 09:51:20.749764,2023-09-03 09:51:27.520701,0 days 00:00:06.770937,ReLU,Tanh,,8,17,24.0,,0.0034664226955838963,2,100,0.7563614465699683,0.0001267928805118395,COMPLETE
105,0.21118123829364777,2023-09-03 09:51:27.520960,2023-09-03 09:51:34.148371,0 days 00:00:06.627411,ReLU,Tanh,,8,17,24.0,,0.004458894600198401,2,100,0.7402864006746407,0.00010470047672983059,COMPLETE
106,0.19589240849018097,2023-09-03 09:51:34.148645,2023-09-03 09:51:40.957302,0 days 00:00:06.808657,ReLU,Tanh,,8,15,24.0,,0.0033963850353175297,2,100,0.7584628699465383,8.512932956125439e-05,COMPLETE
107,0.1947634518146515,2023-09-03 09:51:40.957574,2023-09-03 09:51:44.962147,0 days 00:00:04.004573,ReLU,Tanh,,12,15,22.0,,0.0033127484356923775,2,100,0.6417567360708296,8.133289161358803e-05,COMPLETE
108,0.20791175961494446,2023-09-03 09:51:44.962426,2023-09-03 09:51:48.995337,0 days 00:00:04.032911,ReLU,Leaky,,12,15,22.0,,0.0034626878471379647,2,100,0.6409653877929735,8.31830962244194e-05,COMPLETE
109,0.19816209375858307,2023-09-03 09:51:48.995617,2023-09-03 09:51:53.152908,0 days 00:00:04.157291,ReLU,Tanh,,12,15,20.0,,0.003366621364563201,2,100,0.6655702087444397,8.087609783873442e-05,COMPLETE
110,0.20821142196655273,2023-09-03 09:51:53.153185,2023-09-03 09:51:56.070330,0 days 00:00:02.917145,ReLU,Tanh,,16,14,21.0,,0.002500215024243356,2,100,0.5914195877498933,0.00012674397402997537,COMPLETE
111,0.19076280295848846,2023-09-03 09:51:56.070608,2023-09-03 09:52:00.862277,0 days 00:00:04.791669,ReLU,Tanh,,12,16,24.0,,0.0023011574235676287,2,100,0.7634737715840332,0.0001063548382378366,COMPLETE
